dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
pagie,23,Bingo,Bingo,24,1,kept,5.0,4.0,(plog(0.8889056731853394))*(-25.375926540572554 + (-2.4339755472913582)*(plog((x0)*(x1))) + plog((-4625426.158330705)*((plog((plog(0.8889056731853394 + (0.8889056731853394)*(0.8889056731853394)))*((x1)^(-1))))^(-1)))),0.28663506996925448*log(x0*x1) - 0.1177641535011456*log(-4625426.158330705/log(0.5182334989833757/x1)) + 2.9883745083577819,saturated,307.120791,33,7,23,4,71,79,41,2,56,(-0.11776415350114562 * ((-2.4339755472913582 * (4.120356708064521 + log(abs((x0 * x1))))) + log(abs((log(abs((0.5182334989833758 * (x1 ** -1.0)))) ** -1.0))))),saturated,324.951500,18,5,18,5,121,132,54,2,46,(((0.2866350699692545 * log((x0 * x1))) + (-0.1177641535011456 * log((-4625426.158330705 / (-0.65732936805086 - log(x1)))))) + 2.988374508357782)
pagie,24,Bingo,Bingo,25,1,kept,4.0,3.0,exp((-2.377396411352944)*(((-10.503285479940024 - (plog((0.14985143797609368)*(x0))))^(-1))*(plog((1.4308910409656768)*((x0)*(x1)))))),exp(2.377396411352944*(log(x0*x1) + 0.3582973557925481)/(log(x0) + 8.6051745907779115)),saturated,311.917834,20,4,18,3,90,97,40,2,41,exp((-2.377396411352944 * (((-8.605174590777912 - log(abs(x0))) ** -1.0) * log((1.4308910409656768 * abs((x0 * x1))))))),saturated,254.792625,14,3,14,3,42,47,24,1,32,exp(((2.377396411352944 * (log((x0 * x1)) + 0.3582973557925481)) / (log(x0) + 8.605174590777912)))
pagie,25,Bingo,Bingo,26,1,kept,3.0,2.0,-1668.413725381717 + (0.35562720568200606)*(4695.7060144269335 + plog(x1) - (exp(1 - ((x0)*(x0))))),-0.35562720568200606*exp(1 - x0**2) + 0.35562720568200606*log(x1) + 1.5070832331229962,saturated,261.567709,16,4,16,4,46,53,30,1,39,(-1668.413725381717 + (0.35562720568200606 * ((4695.7060144269335 + log(abs(x1))) - exp((1.0 - (x0 * x0)))))),saturated,320.907541,15,4,13,3,41,48,28,2,35,((-0.35562720568200606 * (exp((1.0 - (x0 ** 2.0))) - log(x1))) + 1.5070832331229962)
pagie,18,Bingo,Bingo,19,1,kept,6.0,5.0,3.5993169689720506 + (-4.508737153066167e-07)*((521.6683948517077 + (23.730684923841224)*(plog((x0)*(x1))) - (x0))*(10602.124752119917 + (-1792.3707483707349)*(plog((x0)*(x1))))),4.508737153066167e-7*(1792.3707483707349*log(x0*x1) - 10602.124752119917)*(-x0 + 23.730684923841224*log(x0*x1) + 521.6683948517077) + 3.5993169689720506,saturated,324.754083,25,6,23,5,79,88,42,2,53,(3.5993169689720506 + ((0.0008081328585248142 * (log(abs((x0 * x1))) + -5.9151404706628075)) * ((521.6683948517077 + (23.730684923841224 * log(abs((x0 * x1))))) - x0))),saturated,3140.515125,25,7,21,5,63,71,35,2,51,(((0.0008081328585248142 * (log((x0 * x1)) + -5.9151404706628075)) * ((521.6683948517077 - x0) + (23.730684923841224 * log((x0 * x1))))) + 3.5993169689720506)
pagie,27,Bingo,Bingo,28,1,kept,7.0,7.0,17.519637627145645 + (-3.529837319764648)*(((plog(-3.3162197817782353 + (76.20364329715497)*((plog((900226.4764680645)*((x0)*(x1))))^(-1))))^(-1))*(plog((-3.139766204630333)*(((x0)^(-1))*(((x1)^(-1))*(plog((900226.4764680645)*((x0)*(x1))))))))),17.519637627145645 - 3.529837319764648*log(-3.139766204630333*log(x0*x1)/(x0*x1) - 43.04745575625259/(x0*x1))/log(-3.3162197817782353*log(x0*x1)/(log(x0*x1) + 13.71040165117035) + 30.736938125418861/(log(x0*x1) + 13.71040165117035)),saturated,300.886875,41,7,41,7,290,305,100,1,102,(17.519637627145645 + (-3.529837319764648 * ((log(abs((-3.3162197817782353 + (76.20364329715497 * (log(abs((900226.4764680645 * (x0 * x1)))) ** -1.0))))) ** -1.0) * log(abs((-3.139766204630333 * ((x0 ** -1.0) * ((x1 ** -1.0) * log(abs((900226.4764680645 * (x0 * x1)))))))))))),saturated,318.420916,45,8,45,8,141,156,75,2,97,(17.519637627145645 - ((3.529837319764648 * log(((log((x0 * x1)) * (-3.139766204630333 / (x0 * x1))) - (43.04745575625259 / (x0 * x1))))) / log((((-3.3162197817782353 * log((x0 * x1))) / (log((x0 * x1)) + 13.71040165117035)) + (30.73693812541886 / (log((x0 * x1)) + 13.71040165117035))))))
pagie,28,Bingo,Bingo,29,1,kept,2.0,2.0,(0.3382730532836002)*(plog((29.00794352451898)*((x0)*(x1)) + plog((x0)*((x1)^(-1))))),0.3382730532836002*log(29.00794352451898*x0*x1 + log(x0/x1)),saturated,258.305333,17,2,17,2,55,60,28,1,36,(0.3382730532836002 * log(abs(((29.00794352451898 * (x0 * x1)) + log(abs((x0 * (x1 ** -1.0)))))))),saturated,248.277625,13,2,13,2,39,43,20,1,27,(0.3382730532836002 * log((((29.00794352451898 * x0) * x1) + log((x0 / x1)))))
pagie,29,Bingo,Bingo,30,1,kept,6.0,4.0,-898.2527636513965 + (0.02326886317119297)*(38602.20758467466 + (-0.29487720453886)*((x1)*(x1)) + (-7.02786264521437 - (plog((x0)*(x1))))*(-7.02786264521437 - (plog((x0)*(x1))))),-0.006861457324718616*x1**2 + 1.149269008742285*(0.142290771815376*log(x0*x1) + 1)**2 - 0.0232772576143816,saturated,303.109584,27,6,25,5,71,78,36,2,56,(0.02326886317119297 * ((-1.0003607586331782 + (-0.29487720453886 * (x1 * x1))) + ((-7.02786264521437 - log(abs((x0 * x1)))) * (-7.02786264521437 - log(abs((x0 * x1))))))),saturated,278.735125,20,5,20,5,149,166,73,1,58,(((-0.006861457324718616 * (x1 ** 2.0)) + (1.149269008742285 * (((0.142290771815376 * log((x0 * x1))) + 1.0) ** 2.0))) - 0.0232772576143816)
pagie,30,EPLEX,EPLEX,1,1,kept,10.0,4.0,plog(plog((((exp(-0.95)*exp((1.068/(-1.306))))/((((0.684^3)/(-0.404))^3)+((-0.084+(-1.077*(x1+exp(-1.751))))*(x1-(-0.422^2)))))/((-0.991^3)+(exp(-0.98)-(x0^2)))))),plog(plog(0.170714251278031/((x0**2 + 0.5979311721486)*((x1 + 0.178084)*(1.077*x1 + 0.270967476105117) + 0.497005071270832)))),saturated,407.750583,49,13,23,6,57,66,39,2,61,log(abs(log(abs(((-0.1585090541114496 / (((x1 + 0.178084) * (0.2515946853343707 + x1)) + 0.46147174676957436)) / (-0.9732422709999999 + (0.37531109885139957 - (x0 ** 2.0)))))))),saturated,298.754166,23,6,21,5,53,61,35,2,54,log(abs(log(abs((0.1585090541114494 / (((x0 ** 2.0) + 0.5979311721486) * (((x1 + 0.178084) * (x1 + 0.2515946853343705)) + 0.46147174676957475)))))))
pagie,36,EPLEX,EPLEX,7,1,kept,11.0,8.0,(plog(plog(plog(((((1.45+exp(((plog((x1/(((plog((plog((2.209/(plog(((2.1^2)/(((plog((0.42/x1))/((x0/x1)^3))/x1)^3)))/(0.306^3))))/(0.347^3)))/x0)/plog(((0.243/x1)^3)))^3)))-0.147)-0.43)))^2)/1.003)^3))))+0.671),plog(plog(plog(9.2109667451207*(0.387296954295987*exp(plog(x0**3*x1*plog(0.014348907/x1**3)**3/plog(23.933795483755*plog(0.063293628744/plog(4.41*x0**9/(x1**6*plog(0.42/x1)**3))))**3)) + 1)**6))) + 0.671,saturated,315.346625,72,11,64,10,126,140,82,2,151,(log(abs(log(abs(log(abs(((((1.45 + exp((-0.577 + log(abs((x1 / (((log(abs((log(abs((2.209 / (log(abs((4.41 / (((log(abs((0.42 / x1))) / ((x0 / x1) ** 3.0)) / x1) ** 3.0)))) / 0.028652616)))) / 0.04178192299999999))) / x0) / log(abs(((0.243 / x1) ** 3.0)))) ** 3.0))))))) ** 2.0) / 1.003) ** 3.0))))))) + 0.671),saturated,397.217959,64,9,62,9,379,397,135,2,153,(log(abs(log(abs(log(abs((9.2109667451207 * (((0.387296954295987 * abs(((((x0 ** 3.0) * x1) * (log(abs((0.014348907 / (x1 ** 3.0)))) ** 3.0)) / (log(abs((23.933795483755 * log(abs((0.063293628744 / log(abs(((4.41 * (x0 ** 9.0)) / ((x1 ** 6.0) * (log(abs((0.42 / x1))) ** 3.0))))))))))) ** 3.0)))) + 1.0) ** 6.0)))))))) + 0.671)
pagie,37,EPLEX,EPLEX,8,1,kept,10.0,8.0,((((0.987-(0.137^2))-(((1.318-exp(((-0.121*x1)^2)))*(plog((0.137*x1))+(((1.269-exp((0.109^2)))*(plog((x1*x1))+((1.092^2)^2)))^2)))^2))^2)+((0.003^2)+exp((plog(x0)-exp((exp(plog(plog(x0)))-1.092)))))),3.017599791376*((0.13360110193664*(0.703249523422628*plog(x1**2) + 1)**2 + plog(0.137*x1))**2*(0.758725341426404*exp(0.014641*x1**2) - 1)**2 - 0.557375869540689)**2 + exp(plog(x0) - 0.335544732704243*exp(exp(plog(plog(x0))))) + 9.0e-6,saturated,436.033209,64,10,47,8,127,139,68,2,113,(((0.968231 - (((1.318 - exp(((-0.121 * x1) ** 2.0))) * (log(abs((0.137 * x1))) + ((0.25704814057060354 * (log(abs((x1 * x1))) + 1.4219703912960004)) ** 2.0))) ** 2.0)) ** 2.0) + (9e-06 + exp((log(abs(x0)) - exp((abs(log(abs(x0))) + -1.092)))))),saturated,336.512042,57,11,55,11,179,198,96,2,145,(((3.017599791376 * ((((((0.13360110193664 * (((0.703249523422628 * log(abs((x1 ** 2.0)))) + 1.0) ** 2.0)) + log(abs((0.137 * x1)))) ** 2.0) * (((0.758725341426404 * exp((0.014641 * (x1 ** 2.0)))) + -1.0) ** 2.0)) + -0.557375869540689) ** 2.0)) + exp((log(abs(x0)) + (-0.335544732704243 * exp(abs(log(abs(x0)))))))) + 9e-06)
pagie,38,EPLEX,EPLEX,9,1,kept,14.0,8.0,plog(plog((((-0.382/(((-0.255*(-0.162-x0))^3)-x0))/(-0.821/(exp(plog((0.711^2)))/((-0.133/(0.697/(-0.352/((0.82^2)/(exp(plog((exp(plog((-0.666/(((plog(exp(plog(0.746)))^3)^3)-x0))))/(((-0.29*(0.717-x0))^3)-x0))))/(0.012-x1))))))-x1))))^2))),plog(plog(0.216491281687613*(x1 - 0.012)**2*exp(2*plog(0.505521))/((x0 - 0.016581375*(x0 + 0.162)**3)**2*(x1*(x1 - 0.012) + 0.099892716042323*exp(plog(-exp(plog(0.666/(x0 - plog(exp(plog(0.746)))**9)))/(x0 - 0.024389*(x0 - 0.717)**3))))**2))),saturated,382.871750,73,14,53,14,113,131,82,2,145,log(abs(log(abs((((-0.382 / (((-0.255 * (-0.162 - x0)) ** 3.0) - x0)) / (-0.821 / (0.505521 / ((-0.133 / (0.697 / (-0.352 / (0.6723999999999999 / (abs((abs((-0.666 / (-1.5929585714187376e-05 - x0))) / (((-0.29 * (0.717 - x0)) ** 3.0) - x0))) / (0.012 - x1)))))) - x1)))) ** 2.0))))),saturated,486.204833,71,13,51,10,159,179,94,2,134,log(abs(log(abs(((0.055324667754330335 * ((x1 - 0.012) ** 2.0)) / (((x0 - (0.016581375 * ((x0 + 0.162) ** 3.0))) ** 2.0) * (((x1 * (x1 - 0.012)) + (0.099892716042323 * abs((abs((0.666 / (x0 - -1.5929585714187373e-05))) / (x0 - (0.024389 * ((x0 - 0.717) ** 3.0))))))) ** 2.0)))))))
pagie,34,EPLEX,EPLEX,5,1,kept,14.0,11.0,(((-0.4*(-0.762-plog((x1*0.267))))+(exp(exp(((plog((exp(exp(((plog((x1*(0.227+0.13)))^3)+(-0.002+0.093))))*(0.527^2)))^3)+(0.311+0.106))))+plog(((0.644+plog((plog((0.423+exp(plog((x0^3)))))*0.362)))-exp((0.801+(1.795+plog(((x0-0.142)*x0)))))))))*0.203),0.0812*plog(0.267*x1) + 0.203*plog(plog(0.362*plog(exp(plog(x0**3)) + 0.423)) - 13.4099906492963*exp(plog(x0*(x0 - 0.142))) + 0.644) + 0.203*exp(1.51740251293508*exp(plog(0.277729*exp(1.09526900525847*exp(plog(0.357*x1)**3)))**3)) + 0.0618744,saturated,308.582250,73,17,57,11,164,180,91,2,132,(((-0.4 * (0.5585066205818874 - log(abs(x1)))) + (exp(exp(((log(abs((exp(exp((((log(abs(x1)) + -1.030019497202498) ** 3.0) + 0.091))) * 0.277729))) ** 3.0) + 0.417))) + log(abs(((-0.372111067156366 + log(abs(log(abs((0.423 + abs((x0 ** 3.0)))))))) - exp((2.596 + log(abs(((x0 + -0.142) * x0)))))))))) * 0.203),saturated,2777.964833,65,14,55,11,240,260,115,2,130,((0.0812 * (-0.5585066205818873 + log(abs(x1)))) + (0.203 * (exp((1.51740251293508 * exp((log(abs((0.277729 * exp((1.09526900525847 * exp(((-1.030019497202498 + log(abs(x1))) ** 3.0))))))) ** 3.0)))) + log(abs(((-0.372111067156366 + log(abs(log(abs((abs((x0 ** 3.0)) + 0.423)))))) + (-13.4099906492963 * abs((x0 * (x0 + -0.142))))))))))
pagie,39,EPLEX,EPLEX,10,1,kept,6.0,6.0,(((0.811+1.148)-((-2.213/((1.216+1.047)+((x0^2)^2)))^2))-((plog(-0.414)/(((-1.148/(1.185+(x1^2)))^2)+(x1^2)))^2)),-(0.843881856540084*x1**2 + 1)**4*plog(-0.414)**2/(x1**2*(0.843881856540084*x1**2 + 1)**2 + 0.938527657604728)**2 + 1.959 - 0.956299040316772/(0.441891294741494*x0**4 + 1)**2,saturated,305.620083,37,8,31,6,57,66,40,2,99,((1.959 - ((-2.213 / (2.263 + ((x0 ** 2.0) ** 2.0))) ** 2.0)) - ((-0.8818893051568227 / (((-1.148 / (1.185 + (x1 ** 2.0))) ** 2.0) + (x1 ** 2.0))) ** 2.0)),saturated,314.349209,49,11,43,10,115,130,68,2,137,((((-0.7777287465499836 * (((0.843881856540084 * (x1 ** 2.0)) + 1.0) ** 4.0)) / ((((x1 ** 2.0) * (((0.843881856540084 * (x1 ** 2.0)) + 1.0) ** 2.0)) + 0.938527657604728) ** 2.0)) + 1.959) - (0.956299040316772 / (((0.441891294741494 * (x0 ** 4.0)) + 1.0) ** 2.0)))
pagie,40,EPLEX,EPLEX,11,1,kept,12.0,8.0,((-0.54^2)+(0.847*(((-1.353/exp((x0^2)))+((exp(((-0.71/exp((((0.735*((((((-1.448/exp((x0^2)))/exp((x0^2)))^2)^2)^2)+exp((-1.433/(((-0.54/exp((x0^2)))^2)/((x0^2)^2))))))*0.015)+(plog(x1)*0.863))))^3))^2)*exp((0.121+(0.562*0.116)))))+(-0.904^2)))),-0.983781952 + 1.02034154131005*exp(-0.715822*exp(-2.589*plog(x1) - 0.033075*exp(-4.91426611796982*x0**4*exp(2*x0**2)) - 0.639217045938054*exp(-16*x0**2))) - 1.145991*exp(-x0**2),saturated,332.557958,81,16,62,9,143,158,80,2,173,(1.020341541310052 * (-0.9641692631046739 + ((exp(((-0.71 / exp((0.011025 * (((((((-1.448 / exp((x0 ** 2.0))) / exp((x0 ** 2.0))) ** 2.0) ** 2.0) ** 2.0) + exp((-1.433 / (((-0.54 / exp((x0 ** 2.0))) ** 2.0) / ((x0 ** 2.0) ** 2.0))))) + (78.2766439909297 * log(abs(x1))))))) ** 3.0)) ** 2.0) + (-1.1231445095615946 / exp((x0 ** 2.0)))))),saturated,303.243167,47,11,47,11,413,447,178,1,127,((-0.983781952 + (1.02034154131005 * exp((-0.715822 * exp((((-2.589 * log(abs(x1))) - (0.033075 * exp(((-4.91426611796982 * (x0 ** 4.0)) * exp((2.0 * (x0 ** 2.0))))))) - (0.639217045938054 * exp((-16.0 * (x0 ** 2.0)))))))))) - (1.145991 * exp((-1.0 * (x0 ** 2.0)))))
pagie,35,EPLEX,EPLEX,6,1,kept,11.0,7.0,exp((exp(((-0.389*0.915)-exp(plog((plog((((0.0+(1.054^3))+(((plog(x0)/x1)/x1)^2))-exp(plog((plog(0.529)*(-0.87/x0))))))*(-1.095/x0))))))-exp(plog(exp(plog(((plog((((plog(0.633)*(plog((0.694/x1))*0.694))*x0)*(1.042/x0)))/x1)*(0.135/x0)))))))),exp(-exp(plog(exp(plog(0.135*plog(0.723148*plog(0.633)*plog(0.694/x1))/(x0*x1))))) + 0.700518152435348*exp(-exp(plog(-1.095*plog(-exp(plog(-0.87*plog(0.529)/x0)) + 1.170905464 + plog(x0)**2/x1**4)/x0)))),saturated,2627.829416,73,12,45,7,254,270,114,2,93,exp((exp((-0.355935 - abs((log(abs(((1.170905464 + (((log(abs(x0)) / x1) / x1) ** 2.0)) - abs((0.5539871569977387 / x0))))) * (-1.095 / x0))))) - abs(abs(((log((0.3306846296526577 * abs(log(abs((0.694 / x1)))))) / x1) * (0.135 / x0)))))),saturated,1139.530250,67,12,45,7,126,140,75,2,97,exp(((-0.135 * abs(abs(((-1.1065901382945005 + log(abs(log(abs((0.694 / x1)))))) / (x0 * x1))))) + (0.700518152435348 * exp((-1.095 * abs((log(abs(((1.170905464 - abs((0.5539871569977387 / x0))) + ((log(abs(x0)) ** 2.0) / (x1 ** 4.0))))) / x0)))))))
pagie,42,EPLEX,EPLEX,13,1,kept,6.0,4.0,plog(((plog((0.313+plog(((1.889/(x1/0.459))+((x1/0.415)^3)))))/0.492)+plog((0.694+(x0^2))))),plog(plog(x0**2 + 0.694) + 2.03252032520325*plog(plog((13.991224004743*x1**4 + 0.867051)/x1) + 0.313)),saturated,253.206541,29,6,29,6,69,79,47,1,72,log(abs(((log(abs((0.313 + log(abs(((1.889 / (x1 / 0.459)) + ((x1 / 0.415) ** 3.0))))))) / 0.492) + log(abs((0.694 + (x0 ** 2.0))))))),saturated,323.112958,27,5,25,4,60,68,39,2,58,log(abs((log(abs(((x0 ** 2.0) + 0.694))) + (2.03252032520325 * log(abs((2.9514302762543148 + log(abs((((x1 ** 4.0) + 0.061971061267125115) / x1))))))))))
pagie,43,EPLEX,EPLEX,14,1,kept,11.0,8.0,((1.978-exp((((x1^3)*plog(1.562))-exp((x1-((exp(((0.728*plog(0.875))-exp((plog(((x1^3)*(((x0^2)*plog(1.018))-exp((plog(1.937)-exp(x1))))))-exp(plog(1.683))))))/x1)^2))))))-exp(((plog(1.886)*1.807)-exp((plog(1.557)*(plog(1.333)+(x0^2))))))),-exp(x1**3*plog(1.562) - exp((x1**3 - exp(1.456*plog(0.875) - 2*exp(plog(x1**3*(x0**2*plog(1.018) - exp(plog(1.937) - exp(x1)))) - exp(plog(1.683)))))/x1**2)) - exp(1.807*plog(1.886) - exp((x0**2 + plog(1.333))*plog(1.557))) + 1.978,saturated,327.514625,72,11,51,9,113,128,74,2,128,((1.978 - exp((((x1 ** 3.0) * 0.44596705141749426) - exp((x1 - ((exp((-0.09721085383065246 - exp((log(abs(((x1 ** 3.0) * (((x0 ** 2.0) * 0.017839918128331016) - exp((0.6611403844248589 - exp(x1))))))) - 1.683)))) / x1) ** 2.0)))))) - exp((1.146465938869757 - exp((0.44276089285186127 * (0.28743204119657156 + (x0 ** 2.0))))))),saturated,338.712666,78,13,57,11,139,156,85,2,149,(((-1.0 * exp((((x1 ** 3.0) * 0.44596705141749426) - exp((((x1 ** 3.0) - exp((-0.19442170766130493 - (2.0 * exp((log(abs(((x1 ** 3.0) * (((x0 ** 2.0) * 0.017839918128331016) - exp((0.6611403844248589 - exp(x1))))))) + -1.683)))))) / (x1 ** 2.0)))))) - exp((1.146465938869757 - exp((((x0 ** 2.0) + 0.28743204119657156) * 0.44276089285186127))))) + 1.978)
pagie,44,EPLEX,EPLEX,15,1,kept,13.0,7.0,((-0.887^2)+((-2.828/(((plog((x0/(((plog(((x1/((((((-0.887^2)^2)+(-0.845^2))^2)-(((-1.645/((((plog((x0/x1))^2)^2)-0.158)+1.3))^2)-1.506))+0.922))^2))^2)+0.457)+2.006)))^2)+1.346)+1.172))^2)),-0.786769 + 1.26138411854031/(0.39714058776807*plog(x0/(plog(0.168375426124201*x1**2*(0.875656742556918*plog(x0/x1)**4 + 1)**4/((0.875656742556918*plog(x0/x1)**4 + 1)**2 - 0.851410399769728)**2)**2 + 2.463))**2 + 1)**2,saturated,343.199083,69,16,43,8,85,96,56,2,122,(-0.786769 + ((-2.828 / (2.518 + (log(abs((x0 / (2.4629999999999996 + (log(abs(((x1 / ((1.5150287131032465 - ((-1.645 / (1.1420000000000001 + ((log(abs((x0 / x1))) ** 2.0) ** 2.0))) ** 2.0)) + 0.922)) ** 2.0))) ** 2.0))))) ** 2.0))) ** 2.0)),saturated,380.395541,59,11,59,11,219,234,93,2,165,(-0.786769 + (1.26138411854031 / (((0.39714058776807 * (log(abs((x0 / ((log(abs((((0.168375426124201 * (x1 ** 2.0)) * (((0.875656742556918 * (log(abs((x0 / x1))) ** 4.0)) + 1.0) ** 4.0)) / (((((0.875656742556918 * (log(abs((x0 / x1))) ** 4.0)) + 1.0) ** 2.0) + -0.851410399769728) ** 2.0)))) ** 2.0) + 2.463)))) ** 2.0)) + 1.0) ** 2.0)))
pagie,45,EPLEX,EPLEX,16,1,kept,7.0,5.0,plog((((plog((plog((plog(-0.021)-(0.607/exp((plog((x1/(0.447/exp(plog(x0)))))/(-0.542))))))/(-0.302)))^2)/(-0.927))/(-1.297))),plog(0.831726022794283*plog(-3.3112582781457*plog(plog(-0.021) - 0.607*exp(1.8450184501845*plog(2.23713646532438*x1*exp(plog(x0))))))**2),saturated,328.644750,33,7,29,7,67,77,48,2,71,log(abs((((log(abs((log(abs((-3.863232841258714 - (0.607 / exp((log(abs((x1 / (0.447 / abs(x0))))) / -0.542)))))) / -0.302))) ** 2.0) / -0.927) / -1.297))),saturated,368.487667,31,6,27,6,147,162,76,2,64,log(abs((0.831726022794283 * (log(abs((-3.3112582781457 * log(abs((-0.607 * (exp((1.8450184501845 * log(abs(((2.23713646532438 * x1) * abs(x0)))))) + 6.364469260722758))))))) ** 2.0))))
pagie,46,EPLEX,EPLEX,17,1,kept,16.0,6.0,(exp((0.168*((-0.084+(((x0*(-0.358))^2)-0.794))/((0.458*(x0*(-0.52+(-0.467+(-0.961/((-0.144+(((-0.799/((-0.608*x0)^2))^3)-0.955))^2))))))^2))))+(exp(((0.548^3)*(((-0.49/((x1*(-0.786))^2))-0.617)/(x1^2))))^3)),exp((-0.304612761792*x1**2 - 0.391574063671503)/x1**4) + exp(0.822136671474921*(0.128164*x0**2 - 0.878)*(0.108837568328275*x0**6 + 1)**4/(x0**2*(0.00954923344395646*x0**12 + (0.108837568328275*x0**6 + 1)**2)**2)),saturated,389.256125,61,16,53,13,142,159,83,2,163,(exp((0.168 * ((-0.878 + ((x0 * -0.358) ** 2.0)) / ((0.458 * (x0 * (-0.9870000000000001 + (-0.961 / ((-1.099 + ((-0.799 / ((-0.608 * x0) ** 2.0)) ** 3.0)) ** 2.0))))) ** 2.0)))) + (exp((((-0.49 / ((x1 * -0.786) ** 2.0)) + -0.617) * (0.16456659200000004 / (x1 ** 2.0)))) ** 3.0)),saturated,352.484208,55,10,53,9,157,171,75,2,155,(exp((((x1 ** 2.0) + 1.2854814793967273) * (-0.304612761792 / (x1 ** 4.0)))) + exp((((0.10536832436291177 * ((x0 ** 2.0) + -6.850597671733092)) * (((0.108837568328275 * (x0 ** 6.0)) + 1.0) ** 4.0)) / ((x0 ** 2.0) * (((0.00954923344395646 * (x0 ** 12.0)) + (((0.108837568328275 * (x0 ** 6.0)) + 1.0) ** 2.0)) ** 2.0)))))
pagie,48,EPLEX,EPLEX,19,1,kept,6.0,4.0,(exp(((plog((x0*(-0.382)))^3)^3))-(((-0.438/(0.616^2))*exp(((plog((x1*(-0.327)))*exp(-0.212))^3)))*0.821)),exp(plog(-0.382*x0)**9) + 0.947667186709394*exp(0.529405817708694*plog(-0.327*x1)**3),saturated,329.046667,30,6,23,4,91,104,57,2,60,(exp(((log(abs((x0 * -0.382))) ** 3.0) ** 3.0)) - (-0.9476671867093944 * exp(((log(abs((x1 * -0.327))) * 0.8089646975664998) ** 3.0)))),saturated,292.558334,21,4,21,4,82,94,52,1,53,(exp((log(abs((-0.382 * x0))) ** 9.0)) + (0.947667186709394 * exp((0.529405817708694 * (log(abs((-0.327 * x1))) ** 3.0)))))
pagie,47,EPLEX,EPLEX,18,1,kept,10.0,9.0,(exp((plog((0.256*x1))*(0.447^2)))/(exp((-0.916^3))+(((plog(((plog((0.139*x1))*((0.383/exp((0.14*(plog(((plog(((x0*(0.116*x1))*x0))*(-0.439))*x1))*plog((x0*(exp((-1.01^3))+plog(x1))))))))^2))*x1))*0.385)/x0)^2))),x0**2*exp(0.199809*plog(0.256*x1))/(0.46367319501262*x0**2 + 0.148225*plog(0.146689*x1*plog(0.139*x1)*exp(-0.28*plog(x0*(plog(x1) + 0.356899517644987))*plog(-0.439*x1*plog(0.116*x0**2*x1))))**2),saturated,384.559333,71,12,59,10,320,338,123,2,129,(exp((log(abs((0.256 * x1))) * 0.19980900000000001)) / (0.4636731950126199 + (((log(abs(((log(abs((0.139 * x1))) * ((0.383 / exp((0.14 * (log(abs(((log(abs(((x0 * (0.116 * x1)) * x0))) * -0.439) * x1))) * log(abs((x0 * (0.3568995176449873 + log(abs(x1)))))))))) ** 2.0)) * x1))) * 0.385) / x0) ** 2.0))),saturated,345.556000,63,10,63,10,497,521,167,1,143,(((x0 ** 2.0) * exp((0.199809 * log(abs((0.256 * x1)))))) / ((0.46367319501262 * (x0 ** 2.0)) + (0.148225 * (log(abs((((0.146689 * x1) * log(abs((0.139 * x1)))) * exp(((-0.28 * log(abs((x0 * (log(abs(x1)) + 0.356899517644987))))) * log(abs(((-0.439 * x1) * log(abs(((0.116 * (x0 ** 2.0)) * x1))))))))))) ** 2.0))))
pagie,50,EPLEX,EPLEX,21,1,kept,10.0,7.0,plog(((-0.603/0.079)+((-0.358*(((-1.641/0.099)/(((x1^2)^2)+(1.382^2)))/((0.934^3)-0.119)))-((-0.476/0.128)/(((x0^2)^2)+(((0.979^3)+((((-0.346/(0.934-0.142))/0.848)/(((x1^2)^2)+0.979))^2))^3)))))),plog(-7.63291139240506 + 8.52872590997636/(x1**4 + 1.909924) + 3.71875/(x0**4 + 0.826122073149128*(1 + 0.282853823992358/(x1**4 + 0.979)**2)**3)),saturated,338.239958,61,16,37,7,71,82,49,2,115,log(abs((-7.632911392405063 + ((8.52872590997636 / (((x1 ** 2.0) ** 2.0) + 1.9099239999999997)) - (-3.7187499999999996 / (((x0 ** 2.0) ** 2.0) + ((0.9383137389999999 + ((-0.5151753382885458 / (((x1 ** 2.0) ** 2.0) + 0.979)) ** 2.0)) ** 3.0))))))),saturated,296.190750,33,8,33,8,87,100,56,1,101,log(abs(((-7.63291139240506 + (8.52872590997636 / ((x1 ** 4.0) + 1.909924))) + (3.71875 / ((x0 ** 4.0) + (0.826122073149128 * ((1.0 + (0.282853823992358 / (((x1 ** 4.0) + 0.979) ** 2.0))) ** 3.0)))))))
