dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
kotanchek,135,Operon,Operon,16,1,kept,12.0,11.0,((-0.0158226937055588) + (1.0497971773147583 * (((exp(((-0.3585180342197418) * x1)) - ((((exp((1.7362647056579590 * x1)) - (-7144.3906250000000000)) + ((-3211.7934570312500000) * x1)) / (exp((3.3592488765716553 * x1)) - (-8749.7304687500000000))) - (-252.0166625976562500))) - (-251.8914642333984375)) / (exp((0.7833101749420166 * x0)) + log(exp(((-1.7847769260406494) * x0))))))),-0.0158226937055588 - 1.0497971773147583*(0.1251983642578125 - exp(-0.3585180342197418*x1) + (-3211.79345703125*x1 + exp(1.736264705657959*x1) + 7144.390625)/(exp(3.3592488765716553*x1) + 8749.73046875))/(exp(0.7833101749420166*x0) + log(exp(-1.7847769260406494*x0))),saturated,297.340959,41,12,37,11,125,140,70,2,98,(-0.0158226937055588 + ((-0.1251983642578125 + (exp((-0.3585180342197418 * x1)) - (((exp((1.736264705657959 * x1)) + 7144.390625) + (-3211.79345703125 * x1)) / (exp((3.3592488765716553 * x1)) + 8749.73046875)))) * (1.0497971773147583 / (exp((0.7833101749420166 * x0)) + (-1.7847769260406494 * x0))))),saturated,301.579584,39,11,37,11,150,168,83,2,98,(-0.0158226937055588 - ((1.0497971773147583 * ((0.1251983642578125 - exp((-0.3585180342197418 * x1))) + ((((-3211.79345703125 * x1) + exp((1.736264705657959 * x1))) + 7144.390625) / (exp((3.3592488765716553 * x1)) + 8749.73046875)))) / (exp((0.7833101749420166 * x0)) + (-1.7847769260406494 * x0))))
kotanchek,99,GOMEA,GOMEA,10,1,kept,4.0,4.0,0.001573-0.008457*((exp(((x0+x0)-(x0*x0)))*(((x1-x0)-(2.400000+x1))+(exp(x1)+(-15.584000*x1))))),(0.008457*x0 + 0.131793888*x1 - 0.008457*exp(x1) + 0.001573*exp(x0*(x0 - 2)) + 0.0202968)*exp(x0*(2 - x0)),saturated,278.971209,27,4,27,4,170,182,67,1,56,(0.001573 - (0.008457 * (exp(((x0 + x0) - (x0 * x0))) * (((x1 - x0) - (2.4 + x1)) + (exp(x1) + (-15.584 * x1)))))),saturated,32502.601000,30,7,28,6,159,171,66,2,65,((((0.008457 * ((x0 + (15.584000000000001 * x1)) - exp(x1))) + (0.001573 * exp((x0 * (x0 + -2.0))))) + 0.0202968) * exp((x0 * (2.0 - x0))))
kotanchek,136,Operon,Operon,17,1,kept,11.0,8.0,((-0.0000000143612136) + (1.0000000000000000 * (((0.0493797957897186 - (0.0001029339036904 * x0)) / (exp(((-0.0000001355219865) * x0)) + (((-0.0032123271375895) * x1) * (((-41.7853355407714844) * x1) + 208.9266815185546875)))) / exp((((-1.8152447938919067) * x0) * (1.1029279232025146 - (0.5508886575698853 * x0))))))),-1.0*(0.0001029339036904*x0 - 0.0493797957897186)*exp(-1.8152447938919067*x0*(0.5508886575698853*x0 - 1.1029279232025146))/(0.0032123271375895*x1*(41.7853355407714844*x1 - 208.9266815185546875) + exp(-1.355219865e-7*x0)) - 1.43612136e-8,saturated,385.695083,35,11,29,8,149,161,66,2,75,(-1.43612136e-08 + (((0.0493797957897186 + (-0.0001029339036904 * x0)) / (exp((-1.355219865e-07 * x0)) + ((0.13422816731090328 * x1) * (x1 + -5.000000091292728)))) / exp(((-0.9999977676678355 * x0) * (2.0020886399582447 - x0))))),saturated,377.447833,35,11,29,8,230,249,94,2,75,((((0.0493797957897186 - (0.0001029339036904 * x0)) * exp((-0.9999977676678355 * (x0 * (x0 - 2.0020886399582447))))) / ((0.13422816731090328 * (x1 * (x1 - 5.000000091292728))) + exp((-1.355219865e-07 * x0)))) - 1.43612136e-08)
kotanchek,137,Operon,Operon,18,1,kept,13.0,11.0,((-0.0000026597272154) + (1.0000067949295044 * ((exp(((1.3812974691390991 * x0) * (((-0.7240105271339417) * x0) + 1.4479488134384155))) * (((-0.0016091535799205) * x1) - (-0.0074326260946691))) * (exp((1.1061540842056274 * x1)) - ((((-4.3172826766967773) * x1) + (-5.3209042549133301)) - exp((((3.6427340507507324 * x1) - 0.0311711747199297) - exp((0.6457238197326660 * x1))))))))),(-1.0000067949295044*(0.0016091535799205*x1 - 0.0074326260946691)*(4.3172826766967773*x1 + exp(1.1061540842056274*x1) + 0.969309637568713*exp(3.6427340507507324*x1 - exp(0.645723819732666*x1)) + 5.3209042549133301) - 2.6597272154e-6*exp(1.3812974691390991*x0*(0.7240105271339417*x0 - 1.4479488134384155)))*exp(-1.3812974691390991*x0*(0.7240105271339417*x0 - 1.4479488134384155)),saturated,392.695916,43,13,39,11,234,250,89,2,101,(-2.6597272154e-06 + (((-0.0016091645140056373 * (x1 + -4.618966261154704)) * exp(((-1.0000739087601787 * x0) * (x0 + -1.9999002212996078)))) * (((exp((1.1061540842056274 * x1)) + (4.317282676696777 * x1)) + 5.32090425491333) + exp((((3.6427340507507324 * x1) + -0.0311711747199297) - exp((0.645723819732666 * x1))))))),saturated,540.190958,54,16,48,13,332,357,134,2,122,((((-0.0016091645140056373 * (x1 - 4.618966261154704)) * ((((4.317282676696777 * x1) + exp((1.1061540842056274 * x1))) + (0.969309637568713 * exp(((3.6427340507507324 * x1) - exp((0.645723819732666 * x1)))))) + 5.32090425491333)) - (2.6597272154e-06 * exp((1.0000739087601787 * (x0 * (x0 - 1.9999002212996078)))))) * exp((-1.0000739087601787 * (x0 * (x0 - 1.9999002212996078)))))
kotanchek,138,Operon,Operon,19,1,kept,12.0,12.0,(0.0034536698367447 + (0.9867714047431946 * ((((((-0.6941707730293274) * x1) + exp((0.2583339512348175 * x1))) * (((-0.6002479791641235) * x1) + exp((0.2208170741796494 * x1)))) * (exp(((-0.8911798000335693) * x0)) - (0.7564386129379272 + ((-1.2858601808547974) * x0)))) / exp(((((-2.1546506881713867) * x1) + exp((0.6885151863098145 * x0))) + exp(((-1.0648982524871826) * x0))))))),(0.9867714047431946*(0.6002479791641235*x1 - exp(0.2208170741796494*x1))*(0.6941707730293274*x1 - exp(0.2583339512348175*x1))*((1.2858601808547974*x0 - 0.7564386129379272)*exp(0.8911798000335693*x0) + 1)*exp(((2.1546506881713867*x1 - exp(0.6885151863098145*x0))*exp(1.0648982524871826*x0) - 1)*exp(-1.0648982524871826*x0)) + 0.0034536698367447*exp(0.8911798000335693*x0))*exp(-0.8911798000335693*x0),saturated,358.618458,47,12,47,12,328,344,101,2,116,(0.0034536698367447 + (0.9867714047431946 * (((((-0.6941707730293274 * x1) + exp((0.2583339512348175 * x1))) * ((-0.6002479791641235 * x1) + exp((0.2208170741796494 * x1)))) * (exp((-0.8911798000335693 * x0)) + ((1.2858601808547974 * x0) + -0.7564386129379272))) / exp((((-2.1546506881713867 * x1) + exp((0.6885151863098145 * x0))) + exp((-1.0648982524871826 * x0))))))),saturated,918.147000,66,17,64,16,519,538,134,2,156,((((((1.2688500569654266 * ((exp((0.8911798000335693 * x0)) * (x0 + -0.5882743895491591)) + 0.7776895302374424)) * ((0.6002479791641235 * x1) - exp((0.2208170741796494 * x1)))) * ((0.6941707730293274 * x1) - exp((0.2583339512348175 * x1)))) * exp((((((2.1546506881713867 * x1) - exp((0.6885151863098145 * x0))) * exp((1.0648982524871826 * x0))) + -1.0) * exp((-1.0648982524871826 * x0))))) + (0.0034536698367447 * exp((0.8911798000335693 * x0)))) * exp((-0.8911798000335693 * x0)))
kotanchek,124,Operon,Operon,5,1,kept,13.0,10.0,(0.0000468041762360 + (0.9997506737709045 * (exp(((-0.0447766110301018) * x0)) - (0.8708053827285767 + ((((4.6947760581970215 * x1) - exp((0.6812457442283630 * x1))) * ((-2.2019169330596924) * x1)) * (((exp(((-5.3575110435485840) * x0)) + (15.1773414611816406 * x0)) * exp(((-2.3313734531402588) * x0))) * ((((-0.0015166908269748) * x1) * (4.4051661491394043 * x0)) - ((-0.0298569388687611) * x0)))))))),(-2.2013679374139911*x0*x1*(0.0066812750896996385*x1 - 0.0298569388687611)*(4.6947760581970215*x1 - exp(0.681245744228363*x1))*(15.1773414611816406*x0*exp(5.357511043548584*x0) + 1)*exp(0.0447766110301018*x0) + 0.9997506737709045*exp(7.6888844966888428*x0) - 0.8705414639299889*exp(7.7336611077189446*x0))*exp(-7.7336611077189446*x0),saturated,8064.621709,49,13,41,10,852,865,175,2,100,(0.9997506737709045 * (-0.8707585668799217 + (exp((-0.0447766110301018 * x0)) + (-0.01471161275443955 * ((x0 * (x1 + -4.468748624763382)) * (((exp((-5.357511043548584 * x0)) + (15.17734146118164 * x0)) * exp((-2.331373453140259 * x0))) * (((4.6947760581970215 * x1) - exp((0.681245744228363 * x1))) * x1))))))),saturated,12237.541875,55,14,51,12,1414,1439,315,2,122,(((((((-0.22322749986795287 * (((x1 - 4.468748624763382) * x0) * ((exp((5.357511043548584 * x0)) * x0) + 0.06588769202812311))) * x1) * ((4.6947760581970215 * x1) - exp((0.681245744228363 * x1)))) * exp((0.0447766110301018 * x0))) + (0.9997506737709045 * exp((7.688884496688843 * x0)))) - (0.8705414639299889 * exp((7.7336611077189445 * x0)))) * exp((-7.7336611077189445 * x0)))
kotanchek,141,Operon,Operon,22,1,kept,13.0,10.0,(0.0000054139832173 + (0.9996626973152161 * (exp(((((-0.1160286292433739) * x0) * ((-17.2363529205322266) + (8.6183118820190430 * x0))) + exp((exp((((1.4520825147628784 * x1) + (-7.2530150413513184)) * ((-0.1153997406363487) * x1))) + (-2.4340145587921143))))) * (exp((((1.4263883829116821 * x1) + (-7.1799330711364746)) * ((-0.0031533578876406) * x1))) + (-0.9611204862594604))))),-0.9607962977390443*exp(-0.99997091406255149*x0**2 + 1.99991040252437864*x0 + 0.087684112024531059*exp(exp(-0.16756994558621315*x1**2 + 0.83699605460347808*x1))) + 0.9996626973152161*exp(-0.99997091406255149*x0**2 + 1.99991040252437864*x0 - 0.0044979130580934735*x1**2 + 0.022640898582599801*x1 + 0.087684112024531059*exp(exp(-0.16756994558621315*x1**2 + 0.83699605460347808*x1))) + 5.4139832173e-6,saturated,323.393750,41,13,35,10,136,149,66,2,91,(5.4139832173e-06 + (0.9996626973152161 * (exp((((-0.9999709140625515 * x0) * (x0 + -1.999968573485206)) + exp((exp(((-0.16756994558621316 * x1) * (x1 + -4.99490557018085))) + -2.4340145587921143)))) * (exp(((-0.004497913058093474 * x1) * (x1 + -5.033645223946721))) + -0.9611204862594604)))),saturated,1945.932417,65,15,65,15,2793,2833,711,2,175,(((-0.9607962977390443 * exp((((-0.9999709140625515 * (x0 ** 2.0)) + (1.9999104025243786 * x0)) + (0.08768411202453105 * exp(exp(((-0.16756994558621316 * (x1 ** 2.0)) + (0.836996054603478 * x1)))))))) + (0.9996626973152161 * exp((((((-0.9999709140625515 * (x0 ** 2.0)) + (1.9999104025243786 * x0)) + (-0.004497913058093474 * (x1 ** 2.0))) + (0.0226408985825998 * x1)) + (0.08768411202453105 * exp(exp(((-0.16756994558621316 * (x1 ** 2.0)) + (0.836996054603478 * x1))))))))) + 5.4139832173e-06)
kotanchek,129,Operon,Operon,10,1,kept,13.0,12.0,((-0.0019379730802029) + (1.0046592950820923 * ((((996.6720581054687500 + ((-386.7166748046875000) * x0)) + exp((1.7618920803070068 * x0))) - (((1074.8041992187500000 * x0) + 882.8044433593750000) * exp(((-1.9537824392318726) * x0)))) / (((((-15.7029571533203125) * x1) * ((-22.8576602935791016) * x1)) + 2638.8918457031250000) + (exp((2.8161077499389648 * x0)) - (1794.9840087890625000 * x1)))))),(-1079.8120291383820754*x0 + (-388.518501905768068*x0 + 1.0046592950820923*exp(1.7618920803070068*x0) + 1001.315847324258372)*exp(1.9537824392318726*x0) + (-0.695602220697333891*x1**2 + 3.4786306884278888622*x1 - 0.0019379730802029*exp(2.8161077499389648*x0) - 5.1141013585396011999)*exp(1.9537824392318726*x0) - 886.917689760768567)*exp(-1.9537824392318726*x0)/(358.932860215223628*x1**2 - 1794.9840087890625*x1 + exp(2.8161077499389648*x0) + 2638.891845703125),saturated,579.977750,44,13,40,12,287,308,113,2,107,(-0.0019379730802029 + (1.0046592950820923 * ((((996.6720581054688 + (-386.7166748046875 * x0)) + exp((1.7618920803070068 * x0))) + (-1074.80419921875 * (exp((-1.9537824392318726 * x0)) * (x0 + 0.8213630389619475)))) / (((x1 * ((358.9328602152236 * x1) + -1794.9840087890625)) + exp((2.816107749938965 * x0))) + 2638.891845703125)))),saturated,12637.621417,69,18,62,16,6391,6456,1880,2,163,((((exp((1.9537824392318726 * x0)) * (-0.6956022206973339 * (((((x1 ** 2.0) - (5.000890717313407 * x1)) - (-0.002786036361787492 * exp((2.816107749938965 * x0)))) + -1432.1428487779078) + (-1.44430144871437 * (exp((1.7618920803070068 * x0)) + (-386.7166748046875 * x0)))))) + (-1079.812029138382 * x0)) - 886.9176897607686) * (exp((-1.9537824392318726 * x0)) / (((358.9328602152236 * ((x1 ** 2.0) - (5.000890717313407 * x1))) + exp((2.816107749938965 * x0))) - -2638.891845703125)))
kotanchek,140,Operon,Operon,21,1,kept,14.0,8.0,(0.0000354178737325 + (0.9998701810836792 * (((21.8554801940917969 * x1) - ((21.8578433990478516 * x1) - 0.0542484000325203)) * exp(((((-1.2365419864654541) - ((-0.6182689070701599) * x0)) * ((-1.6172654628753662) * x0)) - (exp(((((-0.0128339584916830) * x1) - (0.0000608815898886 * x1)) - ((((-1.6681232452392578) * x1) - (-6.2428498268127441)) * ((-0.1763334870338440) * x1)))) * ((-0.3036648035049438) * x1))))))),(-0.00236289816734826241*x1 + 3.54178737325e-5*exp(1.6172654628753662*x0*(0.6182689070701599*x0 - 1.2365419864654541) - 0.3036648035049438*x1*exp(x1*(1.0879286389089487 - 0.29414598863525044*x1))) + 0.05424135756401594)*exp(-1.6172654628753662*x0*(0.6182689070701599*x0 - 1.2365419864654541) + 0.3036648035049438*x1*exp(x1*(1.0879286389089487 - 0.29414598863525044*x1))),saturated,2401.330041,47,14,29,8,161,174,70,2,75,(3.54178737325e-05 + ((-0.0023628981673482485 * (x1 + -22.955435961460857)) * exp((((0.999904950174269 * x0) * (2.0000067483987736 - x0)) + (0.3036648035049438 * (exp((-0.29414598863525043 * (x1 * (-3.6986009700714013 + x1)))) * x1)))))),saturated,446.057667,55,15,51,13,267,288,111,2,127,((3.54178737325e-05 * ((exp(((0.999904950174269 * (x0 * (x0 - 2.0000067483987736))) - ((0.3036648035049438 * x1) * exp((x1 * (-0.29414598863525043 * (x1 + -3.6986009700714013))))))) + (-66.71485095899558 * x1)) + 1531.4684888676197)) * exp((-0.999904950174269 * ((x0 * (x0 - 2.0000067483987736)) - (0.30369366953530874 * (exp((x1 * (-0.29414598863525043 * (x1 + -3.6986009700714013)))) * x1))))))
kotanchek,142,Operon,Operon,23,1,kept,11.0,10.0,(0.0008338154293597 + (0.9979702830314636 * ((exp(exp(exp(((0.0654336437582970 + ((-0.0385530032217503) * x1)) * ((-17.4296455383300781) + (5.2765936851501465 * x1)))))) * (exp(((-0.6076733469963074) * x0)) + ((-0.9865196943283081) + (0.7046096920967102 * x0)))) * exp((exp(((-4.4563603401184082) * x0)) - exp((0.6908147931098938 * x0))))))),(((0.7031795338484663*x0 - 0.9845173385649346)*exp(0.6076733469963074*x0) + 0.9979702830314636)*exp((1 - exp(5.147175133228302*x0))*exp(-4.4563603401184082*x0) + exp(exp(-(0.0385530032217503*x1 - 0.065433643758297)*(5.2765936851501465*x1 - 17.4296455383300781)))) + 0.0008338154293597*exp(0.6076733469963074*x0))*exp(-0.6076733469963074*x0),saturated,331.694417,40,11,38,10,181,195,77,2,94,(0.0008338154293597 + (0.9979702830314636 * ((exp(exp(exp((-0.2034285333434609 * ((x1 + -1.697238562244654) * (x1 + -3.3032002421149307)))))) * (exp((-0.6076733469963074 * x0)) + (-0.9865196943283081 + (0.7046096920967102 * x0)))) * exp((exp((-4.456360340118408 * x0)) - exp((0.6908147931098938 * x0))))))),saturated,413.299667,53,15,49,13,201,218,93,2,122,((((((0.7031795338484663 * (x0 + -1.4000938468398256)) * exp((0.6076733469963074 * x0))) + 0.9979702830314636) * exp((((1.0 - exp((5.147175133228302 * x0))) * exp((-4.456360340118408 * x0))) + exp(exp((-0.2034285333434609 * ((x1 + -3.3032002421149307) * (x1 + -1.697238562244654)))))))) + (0.0008338154293597 * exp((0.6076733469963074 * x0)))) * exp((-0.6076733469963074 * x0)))
kotanchek,143,Operon,Operon,24,1,kept,11.0,10.0,(0.0000109874044938 + (0.9998849630355835 * (exp(((227.2529296875000000 * x0) * ((-0.0044004078954458) * x0))) * (((exp((0.0044344896450639 * x1)) - 0.9905131459236145) * exp(((1.9999943971633911 * x0) - (0.0865126922726631 * x1)))) * (exp(((-0.2363450229167938) * x1)) + exp(exp(exp(((1.1673830747604370 * x1) - exp((0.4206682443618774 * x1))))))))))),(0.9998849630355835*(exp(0.0044344896450639*x1) - 0.9905131459236145)*(exp(0.2363450229167938*x1 + exp(exp(1.167383074760437*x1 - exp(0.4206682443618774*x1)))) + 1)*exp(1.9999943971633911*x0 - 0.0865126922726631*x1) + 1.09874044938e-5*exp(1.000005586060064296*x0**2 + 0.2363450229167938*x1))*exp(-1.000005586060064296*x0**2 - 0.2363450229167938*x1),saturated,367.489584,45,11,43,10,329,344,97,2,101,(1.09874044938e-05 + (0.9998849630355835 * (exp((-1.0000055860600643 * (x0 * x0))) * (((exp((0.0044344896450639 * x1)) + -0.9905131459236145) * exp(((1.9999943971633911 * x0) + (-0.0865126922726631 * x1)))) * (exp((-0.2363450229167938 * x1)) + exp(exp(exp(((1.167383074760437 * x1) - exp((0.4206682443618774 * x1))))))))))),saturated,360.097791,59,14,59,14,301,322,121,2,149,(((((0.9998849630355835 * (exp((0.0044344896450639 * x1)) + -0.9905131459236145)) * (exp(((0.2363450229167938 * x1) + exp(exp(((1.167383074760437 * x1) - exp((0.4206682443618774 * x1))))))) + 1.0)) * exp(((1.9999943971633911 * x0) + (-0.0865126922726631 * x1)))) + (1.09874044938e-05 * exp(((1.0000055860600643 * (x0 ** 2.0)) + (0.2363450229167938 * x1))))) * exp((-1.0000055860600643 * ((x0 ** 2.0) + (0.23634370268667476 * x1)))))
kotanchek,144,Operon,Operon,25,1,kept,13.0,13.0,((-0.0021912427619100) + (1.0060203075408936 * ((((-1.9571648836135864) + ((-0.1280445605516434) * x1)) + (((-4.9479722976684570) * x0) + (((exp(((-25.1299152374267578) * x0)) - ((-1013.9223632812500000) + ((-2498.2419433593750000) * x0))) / ((-763.4477539062500000) - exp((2.6487932205200195 * x1)))) / exp(((-1.3105899095535278) * x1))))) / ((-64.6880645751953125) - exp((2.9050159454345703 * x0)))))),-0.00219124276191 + 1.0060203075408936*(4.947972297668457*x0 + 0.1280445605516434*x1 + 1.9571648836135864 + (2498.241943359375*x0 + 1013.92236328125 + exp(-25.1299152374267578*x0))*exp(1.3105899095535278*x1)/(exp(2.6487932205200195*x1) + 763.44775390625))/(exp(2.9050159454345703*x0) + 64.6880645751953125),saturated,339.952792,43,13,43,13,256,277,109,2,115,(-0.00219124276191 + (((-1.9571648836135864 + (-0.1280445605516434 * x1)) + ((-4.947972297668457 * x0) + ((((exp((-25.129915237426758 * x0)) + 1013.92236328125) + (2498.241943359375 * x0)) / (-763.44775390625 - exp((2.6487932205200195 * x1)))) / exp((-1.3105899095535278 * x1))))) * (1.0060203075408936 / (-64.68806457519531 - exp((2.9050159454345703 * x0)))))),saturated,288.221250,43,13,43,13,267,288,111,1,115,(-0.00219124276191 + ((1.0060203075408936 * ((((4.947972297668457 * x0) + (0.1280445605516434 * x1)) + 1.9571648836135864) + (((((2498.241943359375 * x0) + 1013.92236328125) + exp((-25.129915237426758 * x0))) * exp((1.3105899095535278 * x1))) / (exp((2.6487932205200195 * x1)) + 763.44775390625)))) / (exp((2.9050159454345703 * x0)) + 64.68806457519531)))
kotanchek,145,Operon,Operon,26,1,kept,14.0,9.0,((-0.0000017344426624) + (1.0000044107437134 * (exp((exp(((1.8745909929275513 - (0.6161273121833801 * x1)) * ((-0.4286146163940430) - (1.4141622781753540 - (0.9453756809234619 * x1))))) - (((0.6846604943275452 * x0) - 1.3692940473556519) * (1.4605207443237305 * x0)))) * ((1.0031132698059082 - ((-0.9088089466094971) * x1)) * (0.0477729775011539 - (0.0077679147943854 * x1)))))),(-1.0000044107437134*(0.0077679147943854*x1 - 0.0477729775011539)*(0.9088089466094971*x1 + 1.0031132698059082) - 1.7344426624e-6*exp(1.4605207443237305*x0*(0.6846604943275452*x0 - 1.3692940473556519) - exp((1.8745909929275513 - 0.6161273121833801*x1)*(0.9453756809234619*x1 - 1.842776894569397))))*exp(-1.4605207443237305*x0*(0.6846604943275452*x0 - 1.3692940473556519) + exp((1.8745909929275513 - 0.6161273121833801*x1)*(0.9453756809234619*x1 - 1.842776894569397))),saturated,1057.504583,41,14,31,9,155,167,64,2,82,(-1.7344426624e-06 + ((-0.007059581599505541 * ((-1.103766939738251 - x1) * (6.150038815524072 - x1))) * exp((exp((0.5824717772909054 * ((3.042538377798143 - x1) * (x1 + -1.9492535420091783)))) + (-0.9999608547843195 * (x0 * (x0 + -1.9999606501329321))))))),saturated,650.511458,63,20,51,14,212,232,99,2,131,((-1.7344426624e-06 * (exp(((0.9999608547843195 * (x0 * (x0 - 1.9999606501329321))) - exp(((-0.5824717772909054 * (x1 + -3.042538377798143)) * (x1 - 1.9492535420091783))))) + (4070.230600610912 * ((x1 + 1.103766939738251) * (x1 - 6.150038815524072))))) * exp(((-0.9999608547843195 * (x0 * (x0 - 1.9999606501329321))) + exp(((-0.5824717772909054 * (x1 + -3.042538377798143)) * (x1 - 1.9492535420091783))))))
kotanchek,146,Operon,Operon,27,1,kept,13.0,11.0,((-0.0020811073482037) + (0.9979038834571838 * ((((((-0.0209705717861652) * x1) - ((0.0227618105709553 * x0) + 0.0106864003464580)) * exp((0.0658860057592392 * x0))) + (0.0203825030475855 * x1)) * ((40.4724655151367188 / ((-62.7512664794921875) - exp((2.9289722442626953 * x0)))) / (exp((0.1633399575948715 * x1)) + ((-0.8682605624198914) - (0.2447641491889954 * x1))))))),(0.823201001967915342*x1 - 0.0020811073482037*(exp(2.9289722442626953*x0) + 62.7512664794921875)*(0.2447641491889954*x1 - exp(0.1633399575948715*x1) + 0.8682605624198914) - (0.919295595092965231*x0 + 0.846951704896531438*x1 + 0.431598388681541098)*exp(0.0658860057592392*x0))/((exp(2.9289722442626953*x0) + 62.7512664794921875)*(0.2447641491889954*x1 - exp(0.1633399575948715*x1) + 0.8682605624198914)),saturated,1794.993834,42,13,38,11,190,206,86,2,100,(-0.0020811073482037 + (((0.8232010019679153 / (-62.75126647949219 - exp((2.9289722442626953 * x0)))) * (x1 + (-1.0288516448253082 * (exp((0.0658860057592392 * x0)) * ((x1 + (1.0854167832453585 * x0)) + 0.5095903180621942))))) / (exp((0.1633399575948715 * x1)) + (-0.8682605624198914 + (-0.2447641491889954 * x1))))),saturated,622.117500,56,16,56,16,345,366,129,2,146,((((0.8232010019679153 * x1) + (-0.0020811073482037 * ((exp((2.9289722442626953 * x0)) + 62.75126647949219) * (((0.2447641491889954 * x1) - exp((0.1633399575948715 * x1))) + 0.8682605624198914)))) + (-0.9192955950929652 * (exp((0.0658860057592392 * x0)) * ((x0 + (0.9213050833892902 * x1)) + 0.46948815047666476)))) / ((exp((2.9289722442626953 * x0)) + 62.75126647949219) * (((0.2447641491889954 * x1) - exp((0.1633399575948715 * x1))) + 0.8682605624198914)))
kotanchek,149,Operon,Operon,30,1,kept,11.0,11.0,(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (exp((((-0.5447754859924316) * x0) - exp((0.6602987051010132 * x0)))) * ((((-1.3688123226165771) + exp((0.1289836019277573 - exp((1.1763114929199219 * x0))))) + exp((0.6509695649147034 * x0))) / (((-0.9415363073348999) * x1) + exp((0.3773067891597748 * x1)))))))),((0.0002122125961842825*x1 - 0.0002253897109767*exp(0.3773067891597748*x1))*exp(0.5447754859924316*x0 + exp(0.6602987051010132*x0) + exp(1.1763114929199219*x0)) + ((1.3680722417486634 - 0.9994593262672424*exp(0.6509695649147034*x0))*exp(exp(1.1763114929199219*x0)) - 1.137056359314377)*exp(exp(0.0994609072804451*x1)))*exp(-0.5447754859924316*x0 - exp(0.6602987051010132*x0) - exp(1.1763114929199219*x0))/(0.9415363073348999*x1 - exp(0.3773067891597748*x1)),saturated,383.640417,43,11,43,11,300,314,91,2,105,(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (((-1.3688123226165771 + exp((0.1289836019277573 - exp((1.1763114929199219 * x0))))) + exp((0.6509695649147034 * x0))) * (exp(((-0.5447754859924316 * x0) - exp((0.6602987051010132 * x0)))) / ((-0.9415363073348999 * x1) + exp((0.3773067891597748 * x1)))))))),saturated,508.603333,72,17,72,17,454,477,157,2,170,(((((0.0002122125961842825 * x1) + (-0.0002253897109767 * exp((0.3773067891597748 * x1)))) * exp((((0.5447754859924316 * x0) + exp((0.6602987051010132 * x0))) + exp((1.1763114929199219 * x0))))) + ((((1.3680722417486635 + (-0.9994593262672424 * exp((0.6509695649147034 * x0)))) * exp(exp((1.1763114929199219 * x0)))) + -1.137056359314377) * exp(exp((0.0994609072804451 * x1))))) * (exp((((-0.5447754859924316 * x0) - exp((0.6602987051010132 * x0))) - exp((1.1763114929199219 * x0)))) / ((0.9415363073348999 * x1) - exp((0.3773067891597748 * x1)))))
kotanchek,139,Operon,Operon,20,1,kept,13.0,10.0,(0.0004888178664260 + (0.9988220334053040 * (exp((((((-5.1766362190246582) - (0.0070227989926934 * x0)) + (1.1790944337844849 * x1)) * ((-0.3277454376220703) * x1)) + (exp(((6.3319468498229980 * x1) * ((-0.0836486071348190) * x1))) * ((-1.0949771404266357) * x1)))) / (6.3024258613586426 / (0.0139735620468855 + exp(((2.2476174831390381 * x0) - exp((0.8711588978767395 * x0))))))))),(0.15848215518555634*exp(2.2476174831390381*x0 - exp(0.8711588978767395*x0)) + 0.0022145602288095083)*exp(-x1*(0.3277454376220703*(-0.0070227989926934*x0 + 1.1790944337844849*x1 - 5.1766362190246582)*exp(0.52965853443939874*x1**2) + 1.0949771404266357)*exp(-0.52965853443939874*x1**2)) + 0.000488817866426,saturated,2336.114625,45,13,39,11,187,205,92,2,101,(0.000488817866426 + (exp((x1 * ((-0.002301690329192133 * ((-737.1186651377163 - x0) + (167.89522738885566 * x1))) + (exp((-0.5296585344393987 * (x1 * x1))) * -1.0949771404266357)))) * (0.998822033405304 / (6.302425861358643 / (0.0139735620468855 + exp(((2.247617483139038 * x0) - exp((0.8711588978767395 * x0))))))))),saturated,4677.621875,48,13,44,11,217,235,94,2,116,((((0.15848215518555633 * exp(((2.247617483139038 * x0) - exp((0.8711588978767395 * x0))))) + 0.002214560228809508) * exp((((-1.0949771404266357 + (0.002301690329192133 * (exp((0.5296585344393987 * (x1 ** 2.0))) * ((x0 + (-167.89522738885566 * x1)) + 737.1186651377163)))) * x1) * exp((-0.5296585344393987 * (x1 ** 2.0)))))) + 0.000488817866426)
