dataset,raw_index,algorithm_raw,algo_row,input_kind,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,peak_rss_mb,rendered
kotanchek,0,Bingo,1,original,saturated,0.001,36.0,7.0,30.0,5.0,503.265625,(x0 + x1) * -0.020073090501122326 + (0.11064466475608076 + 0.7130721978492759 * ((0.022522799045566234 + x0 * x0) * (x0 * x0 + 0.5 * (x1 ** (-1.0) * exp(x0 * x0))) ** (-1.0)))
kotanchek,0,Bingo,1,sympy,saturated,0.0,47.0,8.0,38.0,6.0,484.96875,(1.42614439569855 * x1 * (x0 ** 2.0 + 0.022522799045566234) + (x1 * (2.0 * x0 ** 2.0) + exp(x0 ** 2.0)) * (-0.020073090501122322 * (x1 + x0) + 0.11064466475608078)) / (x1 * (2.0 * x0 ** 2.0) + exp(x0 ** 2.0))
kotanchek,2,Bingo,2,original,saturated,0.001,51.0,11.0,24.0,5.0,482.265625,0.12833632981483378 * ((x0 + 0.5717467226489543 * log(abs(-1.4718669975763585 + -14.792753236262874 * x1 + exp(x1)))) * (exp(x0) + x0 * -2.0678277294438554) ** (-1.0))
kotanchek,2,Bingo,2,sympy,saturated,0.0,27.0,7.0,23.0,5.0,500.203125,0.0733758759684265 * ((x0 * -1.7490262040627176 - log(abs(exp(x1) - x1 * 14.792753236262874 - 1.4718669975763585))) / (x0 * 2.0678277294438554 - exp(x0)))
kotanchek,3,Bingo,3,original,saturated,0.001,24.0,6.0,21.0,5.0,492.0,-0.01768299095097286 + -0.799049025992938 * (x0 * x0 * exp(x0 * 2.0) ** (-1.0) * (x1 * (x1 + -4.734655034994491) + -0.3212108877413568))
kotanchek,3,Bingo,3,sympy,saturated,0.001,29.0,8.0,24.0,6.0,500.4375,(x0 ** 2.0 * (0.2566632469880581 - 0.7990490259929379 * x1 * (x1 - 4.734655034994491)) - 0.01768299095097286 * exp(x0 * 2.0)) * exp(x0 * -2.0)
kotanchek,4,Bingo,4,original,saturated,0.001,22.0,4.0,19.0,4.0,505.265625,-0.03144312866911644 * (-3.0969157782045578 + -31.196859437348742 * (x0 * (-0.044758903858526766 + x0 * exp(x0 * x0) ** (-1.0))) - x1)
kotanchek,4,Bingo,4,sympy,saturated,0.0,22.0,5.0,20.0,5.0,503.359375,0.9809268653608959 * x0 ** 2.0 * exp(x0 ** 2.0 * -1.0000000000000002) - x0 * 0.043905211258934373 + 0.03144312866911644 * x1 + 0.09737672129150277
kotanchek,5,Bingo,5,original,saturated,0.0,28.0,8.0,24.0,6.0,488.390625,-0.00021014784984354508 + (x1 * (4.739077949578231 - x1) + 0.0929803245489893) * ((x0 + exp(x0 * 2.0 - x0 * x0) * 3321.465346573016) * 1.275565309954333e-05)
kotanchek,5,Bingo,5,sympy,saturated,0.001,40.0,10.0,36.0,8.0,485.09375,(1.275565309954333e-05 * ((x0 * exp(x0 * (x0 - 2.0)) + 3321.465346573016) * (x1 * (4.739077949578231 - x1) + 0.092980324549141)) + exp(x0 * (x0 - 2.0)) * -0.00021014784984354508) * exp(x0 * (2.0 - x0))
kotanchek,6,Bingo,6,original,saturated,0.001,35.0,7.0,31.0,6.0,489.125,x0 * (0.051086010221981414 * ((x0 + -3.1336047315918334) * (x0 + -3.1336047315918334))) + x1 * ((0.07900418526719069 + x1 * x1 * -0.004875727623836811) * (x1 + 0.3286374849396323 * (x0 - x0 * x0)))
kotanchek,6,Bingo,6,sympy,saturated,0.001,33.0,8.0,29.0,7.0,512.265625,0.50163798484191 * x0 * (x0 * 0.3191212950115799 - 1.0) ** 2.0 - x1 * (0.004875727623836811 * x1 ** 2.0 - 0.07900418526719069) * (x1 + x0 * (0.3286374849396323 * (1.0 - x0)))
kotanchek,7,Bingo,7,original,saturated,0.001,33.0,4.0,30.0,4.0,485.046875,0.02373272556048897 * x1 + 0.31519150907418003 * ((3.536500867539311 - x0) * ((exp(x0 - log(abs(x0))) - exp(-0.8913829801942106 * x1 ** (-1.0))) ** (-1.0) * (x0 - log(abs(x0))) ** (-1.0)))
kotanchek,7,Bingo,7,sympy,saturated,0.001,27.0,5.0,25.0,4.0,510.203125,0.02373272556048897 * x1 + 0.31519150907418003 * (x0 - 3.536500867539311) / ((x0 - log(abs(x0))) * (exp(-0.8913829801942106 / x1) - exp(x0) / x0))
kotanchek,8,Bingo,8,original,saturated,0.0,26.0,6.0,25.0,6.0,484.28125,0.11720391936222797 * (x1 * ((0.6931234338478329 + x0 * (6.4849819024041455 + -0.6667403548542734 * ((x1 + -1.3864562418418644) * (x1 + -1.3864562418418644)) - x0)) * exp(x0) ** (-1.0)))
kotanchek,8,Bingo,8,sympy,saturated,0.001,28.0,8.0,25.0,7.0,491.1875,0.11720391936222797 * x1 * (exp(-1.0 * x0) * (0.6931234338478329 - x0 * (x0 + 1.2816489216174494 * (-1.0 + x1 * 0.7212632969011202) ** 2.0 - 6.4849819024041455)))
kotanchek,9,Bingo,9,original,saturated,0.001,21.0,2.0,18.0,2.0,495.03125,exp(x0) * (3.396536372521252 + (0.4137631538437465 + x1) ** (-1.0) * (exp(x0) ** (-1.0) * exp(exp(x0)))) ** (-1.0)
kotanchek,9,Bingo,9,sympy,saturated,0.001,21.0,4.0,21.0,4.0,488.234375,(x1 + 0.4137631538437465) * exp(2.0 * x0) / ((x1 + 0.4137631538437465) * 3.396536372521252 * exp(x0) + exp(exp(x0)))
kotanchek,10,Bingo,10,original,saturated,0.001,32.0,4.0,31.0,4.0,502.28125,0.03943336488999562 * (x1 * ((x1 + x0 * x0) * (0.12426947579595604 + 0.046906498950706255 * (x1 + 4.0 * (x1 * x1) + exp(x0 * x0)) - log(abs(x1))) ** (-1.0)))
kotanchek,10,Bingo,10,sympy,saturated,0.001,32.0,5.0,27.0,4.0,503.265625,0.03943336488999562 * x1 * (x1 + x0 ** 2.0) / (0.18762599580282502 * (x1 ** 2.0 + 0.25 * (x1 + exp(x0 ** 2.0))) - log(abs(x1)) + 0.12426947579595604)
kotanchek,11,Bingo,11,original,saturated,0.001,28.0,6.0,26.0,6.0,502.125,0.2306440753250631 + 0.03139967317000205 * x1 + (-1.1634241022901022 + exp(exp(-1.0 + x0)) ** (-1.0)) * (1.2522488356336676 - exp(x0 * exp(exp(-1.0 + x0)) ** (-1.0)))
kotanchek,11,Bingo,11,sympy,saturated,0.001,42.0,11.0,42.0,11.0,491.953125,exp(exp(x0 - 1.0) * -1.0) * ((0.03139967317000205 * x1 + 0.2306440753250631) * exp(exp(x0 - 1.0)) + (exp(x0 * exp(exp(x0 - 1.0) * -1.0)) + -1.2522488356336676) * (-1.0 + exp(exp(x0 - 1.0)) * 1.1634241022901022))
kotanchek,12,Bingo,12,original,saturated,0.001,30.0,6.0,25.0,5.0,502.21875,(0.00822065460724008 + x0 * x0) * exp(x0 * x0) ** (-1.0) + -0.04106910574307527 * (x0 + (1.0611956406287764 * (x1 * (x1 + -4.735723943783631)) + 0.36426566457643617))
kotanchek,12,Bingo,12,sympy,saturated,0.001,31.0,6.0,28.0,6.0,507.015625,(x0 ** 2.0 - (x0 * 0.041069105743075256 + 0.04358235597907372 * x1 * (x1 - 4.735723943783631) + 0.014960065097061765) * exp(x0 ** 2.0) + 0.00822065460724008) * exp(x0 ** 2.0 * -1.0)
kotanchek,13,Bingo,13,original,saturated,0.001,27.0,9.0,22.0,7.0,518.046875,(69920813446.957 + (x0 + -1.142010252221088) * ((x0 + -1.142010252221088) * 120973619469.0767)) ** (-1.0) * (32356483533.402573 + x0 * -10343913179.625605 + 5885307060.083509 * x1)
kotanchek,13,Bingo,13,sympy,saturated,0.001,23.0,8.0,18.0,6.0,508.21875,(x1 + (5.4978411836583865 - x0 * 1.7575825821871098)) * (0.03730254358372011 / ((-1.0 + x0 * 0.8756488814834252) ** 2.0 + 0.4431755496164828))
kotanchek,14,Bingo,14,original,saturated,0.0,24.0,6.0,23.0,6.0,485.234375,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3460574947000204 * (1.0326587094648079 + exp(x0))) ** (-1.0) * log(abs(-9.541496629390634 + x1 * 2.0)))
kotanchek,14,Bingo,14,sympy,saturated,0.001,24.0,7.0,22.0,6.0,482.203125,(0.0506336679649604 * x1 + 0.008870475378536939) * log(abs(x1 * 2.0 - 9.541496629390634)) / (0.3460574947000204 * exp(x0) + (0.35735928587754767 - x0))
kotanchek,15,Bingo,15,original,saturated,0.001,20.0,4.0,18.0,4.0,490.453125,-0.009079799107138235 + 0.973619601464109 * (-1.1573239810414302 + x1 ** (-2.0) + exp(x0) + -2.0 * log(abs(x0))) ** (-1.0)
kotanchek,15,Bingo,15,sympy,saturated,0.001,18.0,4.0,17.0,4.0,503.078125,-0.009079799107138235 + 0.973619601464109 / (exp(x0) - 2.0 * log(abs(x0)) - 1.1573239810414302 + x1 ** (-2.0))
kotanchek,16,Bingo,16,original,saturated,0.001,24.0,7.0,21.0,6.0,482.25,-5.9611827480310925e-05 + (x1 * (x1 + -4.739082076972427) + -0.09118792079643674) * (exp((-1.0 + x0) * (-1.0 + x0)) ** (-1.0) * -0.11518537624350336)
kotanchek,16,Bingo,16,sympy,saturated,0.001,29.0,8.0,25.0,7.0,489.03125,(0.11518537624350338 * (x1 * (4.739082076972427 - x1)) - 5.9611827480310925e-05 * exp((-1.0 + x0) ** 2.0) + 0.010503514965800351) * exp(-1.0 * (-1.0 + x0) ** 2.0)
kotanchek,17,Bingo,17,original,saturated,0.001,33.0,4.0,32.0,4.0,495.3125,0.681112641117685 * (exp(x0) * (x0 - exp(x0)) * ((-0.601686750816862 + 0.0635052950716775 * (exp(x0) * (x0 - exp(x0)) * (-0.17402614857984516 + x1)) - x0) * exp(exp(x0)) ** (-1.0)))
kotanchek,17,Bingo,17,sympy,saturated,0.001,32.0,5.0,30.0,4.0,510.015625,(x0 - exp(x0)) * (x0 - exp(x0) * ((x0 - exp(x0)) * 0.0635052950716775 * (x1 - 0.17402614857984516)) + 0.601686750816862) * (exp(x0 - exp(x0)) * -0.681112641117685)
kotanchek,18,Bingo,18,original,saturated,0.0,35.0,3.0,32.0,3.0,569.03125,(0.6342565001176109 + x0 * (exp(x0) - x0)) * (1.9932377603672047 * x1 ** (-2.0) + exp(x0) * exp(exp(x0) - x0) ** (-1.0) + exp(exp(x0) - x0) * 0.5982795866023631) ** (-1.0)
kotanchek,18,Bingo,18,sympy,saturated,0.001,48.0,6.0,40.0,5.0,510.203125,(x0 * (exp(x0) - x0) + 0.6342565001176109) * (x1 ** 2.0 * exp(x0 - exp(x0))) / (x1 ** 2.0 * (exp(x0 * 3.0 + exp(x0) * -2.0) + 0.5982795866023631) + exp(x0 - exp(x0)) * 1.9932377603672047)
kotanchek,19,Bingo,19,original,saturated,0.0,26.0,5.0,25.0,5.0,472.21875,0.004874455021822982 * ((0.6623280966084486 + x1) * (9.896181203737148 + (10.524866972388967 + x0) * exp(x0 * (x0 + -1.0) - x0) ** (-1.0) - x1 * x1))
kotanchek,19,Bingo,19,sympy,saturated,0.001,29.0,6.0,28.0,6.0,500.03125,0.004874455021822982 * (x1 + 0.6623280966084486) * (x0 + (9.896181203737148 - x1 ** 2.0) * exp(x0 * (x0 - 2.0)) + 10.524866972388967) * exp(x0 * (2.0 - x0))
kotanchek,20,Bingo,20,original,saturated,0.001,24.0,5.0,23.0,5.0,503.0,-0.03309619870833754 * (-3.819150332778322 + x0 + (0.03907279509253594 + x0 * x0) * ((-15.272972634101004 + -7.53747357012547 * x1) * exp(x0 * x0) ** (-1.0)))
kotanchek,20,Bingo,20,sympy,saturated,0.001,31.0,7.0,26.0,6.0,485.015625,0.03309619870833754 * (exp(x0 ** 2.0 * -1.0) * ((x0 ** 2.0 + 0.03907279509253594) * (7.53747357012547 * x1 + 15.272972634101004) - exp(x0 ** 2.0) * (x0 + -3.8191503327783223)))
kotanchek,21,Bingo,21,original,saturated,0.001,32.0,4.0,31.0,4.0,490.25,0.35701166729086253 * ((x0 + exp(x0)) * (-0.17850583364543127 * (x0 * exp(x0)) + exp(0.35701166729086253 * (x0 + exp(x0))) - log(abs(0.35701166729086253 * (x0 + exp(x0))))) ** (-1.0))
kotanchek,21,Bingo,21,sympy,saturated,0.001,34.0,6.0,30.0,4.0,486.046875,(x0 + exp(x0)) * -0.3570116672908626 / (exp(x0) * (x0 * 0.17850583364543127) - exp((x0 + exp(x0)) * 0.3570116672908625) + log(0.3570116672908625 * abs(x0 + exp(x0))))
kotanchek,22,Bingo,22,original,saturated,0.001,20.0,4.0,19.0,4.0,485.1875,0.6877488188414488 * exp(2.0 * x0 - (x0 * x0 + (-0.8494111690013563 - x1) * (-0.2000198424296049 - x1) ** (-1.0)))
kotanchek,22,Bingo,22,sympy,saturated,0.001,24.0,7.0,20.0,5.0,491.0,0.6877488188414488 * exp((x0 * (2.0 - x0) * (x1 + 0.2000198424296049) + (-0.8494111690013563 - x1)) / (x1 + 0.2000198424296049))
kotanchek,23,Bingo,23,original,saturated,0.0,29.0,7.0,28.0,7.0,491.03125,2.5131784365055503 * (exp(x0) ** (-1.0) * (x0 + 20.83283257582062 + 0.029475689425325854 * x1 + -0.6569808069960112 * ((5.186033678881531 - x0) * (x0 + 5.714201897136322 + exp(x0) * 0.3979025068313296))))
kotanchek,23,Bingo,23,sympy,saturated,0.001,29.0,8.0,29.0,8.0,503.140625,(2.513178436505549 * x0 + 0.0740776670648636 * x1 + 1.6511099973403895 * (x0 - 5.186033678881531) * (x0 + 0.39790250683132955 * exp(x0) + 5.714201897136322) + 52.356625600882765) * exp(x0 * -1.0)
kotanchek,24,Bingo,24,original,saturated,0.001,40.0,8.0,39.0,8.0,491.078125,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0))
kotanchek,24,Bingo,24,sympy,saturated,0.001,40.0,9.0,34.0,8.0,504.234375,(0.13720269441638677 * (x0 + x0 ** 2.0) * (x1 + 2.4024045089083383) - 0.012790360845057828) / (x0 ** 2.0 + 0.32506758388128154 * exp(x0 ** 2.0) + 1.5068813313136211) + 0.006514843839523811 + 0.2215999984034578 * exp(exp(x0 ** 2.0) * -0.32506758388128154)
kotanchek,25,Bingo,25,original,saturated,0.0,28.0,5.0,27.0,5.0,491.015625,0.042926148212222445 + 0.038206703422840375 * (x0 * (x0 + 5.566396182362499) * ((0.011789883601234424 + x1) * ((4.1139823128908555 + x0 * x0 - x1) * exp(x0 * x0) ** (-1.0))))
kotanchek,25,Bingo,25,sympy,saturated,0.001,33.0,6.0,30.0,6.0,472.0625,(0.038206703422840375 * x0 * (x0 + 5.566396182362499) * (x1 + 0.011789883601234424) * (x0 ** 2.0 - x1 + 4.1139823128908555) + 0.042926148212222445 * exp(x0 ** 2.0)) * exp(x0 ** 2.0 * -1.0)
kotanchek,26,Bingo,26,original,saturated,0.001,41.0,8.0,35.0,6.0,509.015625,0.2497806421525048 + ((x0 + 0.25978586737652176) * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) + 0.11425874178470499) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * 2.0740493172536087)
kotanchek,26,Bingo,26,sympy,saturated,0.0,52.0,11.0,46.0,8.0,489.03125,((exp(x0) + (x0 + 0.25978586737652176) * (exp(x0) - log(abs(x0 + exp(x0))) * 2319.517948102414) * -0.0037732260605107004) * ((exp(x0) - log(abs(x0 + exp(x0))) * 2.8718285737275733) * -0.08251824901972855) + 0.2497806421525048 * exp(x0 * 2.0)) * exp(x0 * -2.0)
kotanchek,27,Bingo,27,original,saturated,0.001,36.0,5.0,33.0,5.0,472.171875,-1.9305547847352778 * ((10.665734721501936 + x0 * (x0 * x0) * (x0 * (x0 * x0)) + 2.057897964881403 * x1 - x0) ** (-1.0) * (0.20556825888097427 + x0 * -2.9052829962789213 + abs(x0) - x1))
kotanchek,27,Bingo,27,sympy,saturated,0.0,21.0,5.0,20.0,5.0,489.15625,(3.6782532047410377 * x0 + 1.9305547847352773 * x1 - 0.396860785772365) / (x0 ** 6.0 - x0 + x1 * 2.057897964881403 + 10.665734721501936)
kotanchek,28,Bingo,28,original,saturated,0.001,21.0,5.0,20.0,5.0,486.203125,(0.20913305449088818 + 0.62938832186819 * x0) * exp(2.665810272148384 * ((-12.800195782530425 + x0 * 3.0 - x1) ** (-1.0) * exp(x0)))
kotanchek,28,Bingo,28,sympy,saturated,0.0,23.0,7.0,19.0,5.0,491.015625,(0.62938832186819 * x0 + 0.20913305449088818) * exp(2.665810272148384 * exp(x0) / (x0 * 3.0 + -12.800195782530425 - x1))
kotanchek,29,Bingo,29,original,saturated,0.001,35.0,6.0,33.0,6.0,483.21875,(1.550707023441505e-05 + 6.656270926980652e-05 * x1) * ((-52.61627831646421 + exp(x0)) * (35.56866639996601 * (x1 * (6.784280947796324 - x1) ** (-1.0)) + exp(x0) * ((-52.61627831646421 + exp(x0)) * (exp(x0) - x0) ** (-1.0))))
kotanchek,29,Bingo,29,sympy,saturated,0.001,42.0,8.0,40.0,7.0,489.03125,6.656270926980652e-05 * ((x1 * 35.56866639996601 * (x0 - exp(x0)) + exp(x0) * ((x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421))) * ((x1 + 0.2329693368032603) * ((52.61627831646421 - exp(x0)) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)))))
kotanchek,30,EPLEX,1,original,saturated,0.001,56.0,13.0,48.0,9.0,485.109375,(x0 + 1.504) * ((x0 * (log(abs(x0 * (x1 / -1.2590000000000001) / exp(x0) + 0.678)) / exp(x0)) + -0.133875) * 1.101323472479368 / exp(x0) * ((-0.51 - log(abs(x0 * (x0 / -0.79) / exp(x0) + 0.703)) + 0.6469045975637487) / exp(x0)))
kotanchek,30,EPLEX,1,sympy,saturated,0.001,67.0,17.0,52.0,10.0,465.296875,(x0 + 1.504) * (exp(x0 * -3.0) * (-1.1013234724793661 * ((log(abs(exp(x0 * -1.0) * (x0 ** 2.0 - exp(x0) * 0.5553699999999985))) + 0.09881773595732335) * (x0 * log(abs((x0 * 0.7942811755361399 * x1 - 0.678 * exp(x0)) * exp(x0 * -1.0))) + exp(x0) * -0.13387499999999983))))
kotanchek,31,EPLEX,2,original,saturated,0.001,56.0,4.0,47.0,4.0,465.21875,0.798 / ((log(abs(x0)) ** 2.0 + (x0 + exp(x0)) + (x0 + (x1 ** 2.0 - log(abs((x1 ** 2.0) ** 3.0 + 0.732)) + (x0 - x0 ** 2.0) ** 2.0 - x0) ** 2.0)) / (x0 + x1 ** 2.0) + 0.33 + log(abs(x0 + 0.127)) ** 2.0)
kotanchek,31,EPLEX,2,sympy,saturated,0.001,64.0,7.0,53.0,6.0,503.015625,0.798 * (x0 + x1 ** 2.0) / ((x0 - x0 ** 2.0 * (x0 + -1.0) ** 2.0 - x1 ** 2.0 + log(abs(x1 ** 6.0 + 0.732))) ** 2.0 + (x0 * 2.0 + (x0 + x1 ** 2.0) * (log(abs(x0 + 0.127)) ** 2.0 + 0.33) + (log(abs(x0)) ** 2.0 + exp(x0))))
kotanchek,32,EPLEX,3,original,saturated,0.0,10.0,3.0,9.0,3.0,467.375,0.414 / exp(-0.8028160000000001 * (x0 - 0.8) ** 2.0)
kotanchek,32,EPLEX,3,sympy,saturated,0.001,10.0,3.0,9.0,3.0,485.21875,0.414 * exp(0.802816 * (x0 - 0.8) ** 2.0)
kotanchek,33,EPLEX,4,original,saturated,0.001,31.0,10.0,26.0,8.0,496.390625,(0.002 + (0.192 * (log(abs(x0 + -0.7770646701367595)) + -2.72876829847128)) ** 2.0) * ((log(abs(x1 + -7.071787142314785)) + -0.9651127263944101) * (x1 * 0.4) + 0.096)
kotanchek,33,EPLEX,4,sympy,saturated,0.001,33.0,11.0,26.0,8.0,488.984375,((0.708215297450425 * (log(abs(x0 - 0.7770646701367611)) + -2.72876829847128)) ** 2.0 + 0.02721185479290331) * ((x1 * (log(abs(x1 - 7.071787142314791)) + -0.9651127263944101) + 0.24) * 0.029398951526400003)
kotanchek,34,EPLEX,5,original,saturated,0.0,32.0,5.0,28.0,5.0,488.25,exp(x0 - (exp((0.23 * x1) ** 3.0 + (x0 - (0.038 + log(abs(x1)))) * 0.479) + 0.245314376) - exp(-0.6951491832306184 + log(abs(x0))) ** 3.0)
kotanchek,34,EPLEX,5,sympy,saturated,0.001,36.0,8.0,30.0,6.0,491.125,0.782458513394134 * exp(x0 - exp(-2.085447549691855 + 2.9999999999999996 * log(abs(x0))) - 0.9819626558664649 * exp(0.012166999999999997 * x1 ** 2.9999999999999996 - 0.4789999999999999 * (log(abs(x1)) - x0)))
kotanchek,35,EPLEX,6,original,saturated,0.001,54.0,10.0,49.0,8.0,489.09375,exp(x0 * (x0 * log(abs(-0.452 - x1 * exp((x1 * -0.2652989264092079) ** 3.0 - x0))) - (exp(log(abs(exp(0.5117085777865424 - x0) - x1 * exp(-0.373 - x0))) - -0.9732422709999999) - exp(-1.273 - x0))) - (exp(0.5246769474391045 - x0 - x0) - 1.728e-06))
kotanchek,35,EPLEX,6,sympy,saturated,0.001,67.0,14.0,55.0,10.0,486.046875,1.00000172800149 * exp((exp(x0) * (x0 * (exp(x0) * (x0 * log(abs(exp(x1 ** 3.0 * -0.0186726723867845 - x0) * (x1 + 0.452 * exp(x0 + x1 ** 3.0 * 0.0186726723867845)))) + -1.8225603004135684 * abs(exp(x0 * -1.0) * (2.422278382889299 - x1))) + 0.279990389392548)) + -1.68991282952018) * exp(x0 * -2.0))
kotanchek,36,EPLEX,7,original,saturated,0.001,54.0,9.0,43.0,7.0,500.1875,log(abs(log(abs(log(abs(-0.7424404749474959 - x1 - ((x0 - log(abs(log(abs(-0.0050000000000000044 - exp(x0 * -0.0020000000000000295) / log(abs(exp(exp(exp(exp(x1)))))) ** 3.0)))) ** 3.0 * 0.178) ** 2.0) ** 2.0)) * 0.12018799818485387 + -0.12699999999999995)))) ** 2.0 * 0.222
kotanchek,36,EPLEX,7,sympy,saturated,0.0,52.0,9.0,44.0,8.0,502.234375,0.222 * log(abs(log(abs(0.120187998184854 * log(abs(-1.0 * x1 - (x0 - 0.178 * log(abs(log(abs(-0.005 - exp(x0 * -0.00200000000000003) / log(abs(exp(exp(exp(exp(x1)))))) ** 3.0)))) ** 3.0) ** 4.0 + -0.7424404749474961)) + -0.127)))) ** 2.0
kotanchek,37,EPLEX,8,original,saturated,0.001,56.0,15.0,40.0,11.0,509.21875,(abs(x1 + -4.732545002367482) * (0.147314026736159 * ((1.9279366106478106 - (x0 + 2.718281828459045 / exp(x0 * 0.276) ** 3.0) + 1.2316715542521992) * (x1 / exp(0.369 * (x0 - 0.953 + 2.718281828459045 / exp(exp(x0 * 0.936))))))) + 0.13124828660995402) ** 2.0
kotanchek,37,EPLEX,8,sympy,missing_timeout,na,na,na,na,na,518.265625,na
kotanchek,38,EPLEX,9,original,saturated,0.001,49.0,11.0,47.0,10.0,514.03125,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - (0.098 - 0.184 / exp(exp(0.0031121359999999993 - x0 - (exp(0.196 - x1) - 1.1129342544793257)) - 0.178 - x0) + x0 / exp(x0 + exp(x1 * (1.3993390248109305 - x1)) + -1.2409999999999999)))))
kotanchek,38,EPLEX,9,sympy,saturated,0.0,60.0,11.0,58.0,10.0,492.046875,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp((x0 * 3.45907080661025 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp(exp(x1 * -1.0) * (-1.21652690533432 - x0 * exp(x1))))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(x0 * -1.0 - exp(x1 * (1.39933902481093 - x1))))
kotanchek,39,EPLEX,10,original,saturated,0.001,51.0,10.0,39.0,7.0,471.203125,0.63 / exp(abs(log(abs((x1 + 0.735) * x0 / (x0 * x0 + 0.836))) - (exp(x0) - (0.07514794025527366 / (log(abs((exp(x0) - (-0.052 / x0) ** 2.0) * 0.109)) - x0)) ** 2.0) * 0.205))
kotanchek,39,EPLEX,10,sympy,saturated,0.001,59.0,10.0,40.0,8.0,506.234375,0.63 * exp(-1.0 * abs(log(abs(x0 * ((x1 + 0.735) / (x0 ** 2.0 + 0.836)))) + exp(x0) * -0.205 + 0.0011576786495450869 / (x0 - log(abs(exp(x0) * 0.109 - 0.000294736 / x0 ** 2.0))) ** 2.0))
kotanchek,40,EPLEX,11,original,saturated,0.001,51.0,11.0,45.0,9.0,488.953125,(((x0 * (exp(-0.768 - x0) * -5.869346733668341)) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) * (0.6313131313131313 / (x1 * exp(-1.119 - x0) + 0.943181818181818 + exp(x0 * (x1 * (exp(0.044 - x0) * -4.6455696202531644))) * (exp(x0) * 0.40845959595959597)))
kotanchek,40,EPLEX,11,sympy,saturated,0.001,67.0,15.0,64.0,14.0,486.203125,exp(x0 * (x1 * 4.85453828157037 * exp(x0 * -1.0) - 5.0)) * (x0 ** 6.0 + x1 * exp(x0 * 5.0) * 0.0007329302393818505) * (272.8720339743869 / (exp(x0 * (x1 * 4.85453828157037 * exp(x0 * -1.0) + 1.0)) + (exp(x0 * 2.0) * 0.4330655957161981 + x1 * exp(x0 * (x1 * 4.85453828157037 * exp(x0 * -1.0))) * 0.34628131216689023)))
kotanchek,41,EPLEX,12,original,saturated,0.001,56.0,14.0,49.0,12.0,489.046875,1.1968360000000002 * (x1 + 0.398 / exp(x1 + (x1 + 0.021))) / (exp(((0.22944099999999998 * (x1 - 0.212) * (x1 - 0.272)) ** 2.0 + exp(x0)) * 0.20685159817351595) + 0.946 / exp(log(abs(-0.231 - 0.284 / exp((1.129 - x0) ** 2.0))) - (1.129 - x0) ** 2.0))
kotanchek,41,EPLEX,12,sympy,saturated,0.001,72.0,18.0,65.0,16.0,485.0625,(1.196836 * x1 * exp(x1 * 2.0) + 0.466441874454423) * exp(x1 * -2.0) / (exp(0.0108893243606189 * (x1 - 0.272) ** 2.0 * (x1 - 0.212) ** 2.0 + 0.206851598173516 * exp(x0)) + 0.946 * exp(1.274641 * (-1.0 + x0 * 0.885739592559787) ** 2.0 - log(abs(exp(x0 * (2.258 - x0)) * (exp(x0 * (x0 - 2.258)) + 0.34366618940771554))) + 1.4653375684603434))
kotanchek,42,EPLEX,13,original,saturated,0.001,43.0,8.0,33.0,7.0,488.1875,(x0 ** 3.0 + 0.19126972569599998) / (4.117 + (x0 ** 3.0) ** 3.0) + x1 * (((x0 ** 3.0 + 0.221) / (0.956 + (x0 ** 2.0) ** 3.0) + 0.081507 / ((x0 ** 3.0) ** 3.0 + 0.657)) * 0.21294000000000002)
kotanchek,42,EPLEX,13,sympy,saturated,0.0,35.0,7.0,30.0,7.0,488.953125,0.21294 * x1 * ((x0 ** 3.0 + 0.221) / (x0 ** 6.0 + 0.956) + 0.081507 / (x0 ** 9.0 + 0.657)) + (x0 ** 3.0 + 0.191269725696) / (x0 ** 9.0 + 4.117)
kotanchek,43,EPLEX,14,original,saturated,0.001,48.0,12.0,38.0,8.0,499.28125,log(abs(exp(exp((x0 * -0.425) ** 3.0) ** 3.0))) / exp(-1.6686535037591643 - log(abs(x1 + 0.71)) - (-0.39 + -0.5024598750000001 / (-0.024088040382776454 - log(abs(x1 - 1.0014289512196342 - log(abs(x1 + 0.912)))))) - x0)
