dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,before_params,after_params,rank_gap,simpl_parsed_n_params,parsed_rank_gap,runtime_ms,peak_rss_mb,passes,egraph_total_size,egraph_nodes,eclass_count,extracted_cost,rendered
pagie,36,EPLEX,7,original,EPLEX,log(abs(log(abs(log(abs(((1.45 + exp(log(abs(x1 / (log(abs(log(abs(2.209 / (log(abs(2.1 ** 2.0 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)) / 0.306 ** 3.0))) / 0.347 ** 3.0)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) - 0.147 - 0.43)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671,11.0,66.0,8.0,11.0,9.0,1.0,9.0,1.0,211.02824999252337,111.0,2.0,74.0,na,na,60.0,log(abs(log(abs(log(abs(((1.45 + 0.5615805837291812 * abs(x1 / (log(abs(log(abs(0.063293628744 / log(abs(4.41 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)))) / 0.04178192299999999)) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0)) ** 2.0 / 1.003) ** 3.0)))))) + 0.671
pagie,38,EPLEX,9,sympy,EPLEX,log(abs(log(abs(0.216491281687613 * (x1 - 0.012) ** 2.0 * exp(2.0 * log(abs(0.505521))) / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 0.099892716042323 * exp(log(abs(-1.0 * exp(log(abs(0.666 / (x0 - log(abs(exp(log(abs(0.746))))) ** 9.0)))) / (x0 - 0.024389 * (x0 - 0.717) ** 3.0))))) ** 2.0))))),11.0,71.0,8.0,11.0,10.0,2.0,10.0,2.0,566.1740000068676,126.265625,2.0,115.0,na,na,51.0,log(abs(log(abs(0.055324667754330335 * (x1 - 0.012) ** 2.0 / ((x0 - 0.016581375 * (x0 + 0.162) ** 3.0) ** 2.0 * (x1 * (x1 - 0.012) + 4.09581024405769 * abs(abs(0.666 / (x0 - -1.5929585714187373e-05)) / ((x0 - 0.717) ** 3.0 + x0 / -0.024389))) ** 2.0)))))
pagie,17,Bingo,17,sympy,Bingo,-1.0 * (0.00015170797954567304 * x1 - 0.33614124518018773) * log(-1.0 * (2.0 * x1 - 7480.59586126575 * (x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 1.7540433728398699e-06 * x1 + 0.0038864555787518342) ** 2.0) / (86.49043797591587 * x0 * x1 * (0.00015170797954567304 * x1 - 0.33614124518018773) - 0.00015170797954567304 * x1 + 0.33614124518018773)),12.0,23.0,4.0,12.0,9.0,5.0,9.0,5.0,2107.646916003432,159.703125,2.0,156.0,na,na,36.0,-0.00015170797954567304 * (x1 - 2215.712358617164) * log(570111.3299045496 / ((x1 - 2215.712358617164) * (x0 * x1 - 0.011561971743956945)) * (((x1 - 2215.712358617164) * (0.00015170797954567304 * (x0 * x1 - 0.011561971743956945))) ** 2.0 - 0.00026735838121611763 * x1))
pagie,17,Bingo,17,original,Bingo,(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1) * log(abs(-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1))) + -2.0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1 + -86.49043797591587 * (x0 * (x1 * (-2.0 * -0.16807062259009387 + -0.00015170797954567304 * x1)))) ** (-1.0)))),12.0,23.0,4.0,12.0,8.0,4.0,8.0,4.0,2032.405582984211,146.0,2.0,289.0,na,na,37.0,-0.00015170797954567304 * (x1 + -2215.712358617164) * log(abs((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1)) + -2.0 * (x1 * ((x1 + -2215.712358617164) * (-0.00015170797954567304 + 0.013121289595346548 * (x0 * x1))) ** (-1.0))))
pagie,190,SRjl,11,original,PySR,(((exp(x1 * x1 * (-0.8539670752898669 - -0.06861288831350038)) / -0.19259636770415733 / -0.19259636770415733 + 3.1444526030898876) * 1.076497237488826 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805) * -0.0338639205428945 - -1.5240792477436123) * 1.0741028792241336,12.0,33.0,5.0,12.0,8.0,3.0,8.0,3.0,88.25841700308956,111.21875,2.0,73.0,na,na,27.0,-0.036373334556940265 * ((exp(x1 * x1 * -0.7853541869763665) + 0.11663831509104948) * 29.02129148555034 - log((x0 + x0) * (x0 / 2.091840775928573) + 0.033936636251736194) / 0.18658509602397805 - 45.005989363018465)
pagie,204,SRjl,25,original,PySR,x1 / 0.6289404449426587 / x1 + exp(x1 * (x0 - x0 - x1 * 0.7129831793049115) - -0.09328282342059575) * 1.950745841766394 / -1.9881017574797382 - (log((x0 * x0 - -0.012659920175938618) * 0.74536250005349) * 1.1684223581358428 + -0.06564012561915462) / 0.44888855366171493 * -0.06798257267019443 + 0.026976315382705767,12.0,41.0,5.0,12.0,6.0,1.0,6.0,1.0,1323.6006250081118,160.859375,2.0,166.0,na,na,25.0,0.17695340463350415 * (log(x0 * x0 + 0.012659920175938618) + -0.19761433110752527) + (x1 / 0.6289404449426587 / x1 + -1.0771453131190882 / exp(x1 * (x1 * 0.7129831793049115)))
pagie,132,Operon,13,original,Operon,-8.47672417876e-05 + 1.0000656843185425 * (exp(-1.8279364109039307 * x1 * (2.2386462688446045 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(0.0022635490167886 * x0 * (-443.17218017578125 * x0)))) - exp(exp(-1.6148645877838135 + exp(0.56938636302948 + 0.0016070556594059 * x1 * (-348.2632751464844 * x1))))),12.0,41.0,8.0,12.0,9.0,1.0,9.0,1.0,100.59633399941958,100.421875,2.0,94.0,na,na,35.0,-8.47672417876e-05 + 1.0000656843185425 * (exp(-4.092103025955282 * (x1 * x1)) - (-1.5547065734863281 + -1.6497515439987183 / exp(exp(-1.00314195270495 * (x0 * x0)))) - exp(exp(-1.6148645877838135 + 1.7671823102499082 * exp(-0.5596784672873918 * (x1 * x1)))))
pagie,141,Operon,22,original,Operon,0.0059260418638587 + 0.996351420879364 * (1.9877398014068604 + -0.0255243461579084 * x1 * (39.26935958862305 * x1) * exp(-0.0006980864563957 * x1 * (4245.99462890625 * x1)) - exp(-0.0209862142801285 * x1 * (38.793426513671875 * x1)) - exp(exp(-2.641693592071533) + 0.0101619474589825 * x0 * (-75.68024444580078 * x0))),12.0,42.0,7.0,12.0,8.0,1.0,8.0,1.0,207.63833401724696,112.8125,2.0,153.0,na,na,34.0,0.996351420879364 * (1.9877398014068604 + -1.002324727539394 * (x1 * x1) * exp(-2.9640713443683393 * (x1 * x1)) - exp(-0.8141271614763362 * (x1 * x1)) + -1.073839469267795 * exp(-0.7690586677411797 * (x0 * x0)) + 0.005947742673592485)
pagie,180,SRjl,1,original,PySR,(exp(-5.8345976856156 / (x1 / 0.24351267979731375 * (x1 + x1))) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + (exp(x1) + x1) * -0.008401864666152042 * x1 / 0.9570866462661449 * -0.008401864666152042 + 0.2591798019283134) + 1.310080342754076) * 1.059245011980159 - 0.12992279845402313 + 0.020457225936674983,12.0,46.0,5.0,12.0,6.0,1.0,6.0,1.0,1501.4261660107877,163.484375,2.0,209.0,na,na,32.0,1.059245011980159 * (0.9475575264341134 + (exp(-1.4207985179634597 / ((x1 + x1) * x1)) - (exp((x0 / 1.766673822805128 + x0) * -0.49092178828863786 * x0) + x1 * 7.375646723703661e-05 * (exp(x1) + x1))))
kotanchek,139,Operon,20,sympy,Operon,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp(-1.0 * x1 * (0.3277454376220703 * (-0.0070227989926934 * x0 + 1.1790944337844849 * x1 - 5.176636219024658) * exp(0.5296585344393987 * x1 ** 2.0) + 1.0949771404266357) * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426,12.0,52.0,10.0,12.0,11.0,1.0,11.0,1.0,1932.318334002048,152.515625,2.0,356.0,na,na,44.0,(0.15848215518555633 * exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)) + 0.002214560228809508) * exp((0.002301690329192133 * (737.1186651377163 + x0 + -167.89522738885566 * x1) * exp(0.5296585344393987 * x1 ** 2.0) + -1.0949771404266357) * x1 * exp(-0.5296585344393987 * x1 ** 2.0)) + 0.000488817866426
kotanchek,53,EPLEX,24,original,EPLEX,0.726 ** 3.0 * (x1 / exp((log(abs(exp(1.026) - 0.052)) - x0 + exp(log(abs(-0.001)))) ** 2.0) + (x1 / (x1 / exp(0.162) - log(abs(0.729 * log(abs(0.068)) ** 2.0)) ** 3.0) + 0.272) / exp((log(abs(exp(log(abs(log(abs(0.107))))) + 0.131 / 0.684)) - x0 + 0.135) ** 2.0)),12.0,55.0,6.0,12.0,8.0,2.0,8.0,2.0,107.34120800043456,106.671875,2.0,87.0,na,na,31.0,0.382657176 * (x1 / exp((1.0071853410296334 - x0 + 0.0010000000000000002) ** 2.0) + (x1 / (x1 / 1.1758602413209998 + -4.588343219352302) + 0.272) / exp((0.8864280113449994 - x0 + 0.135) ** 2.0))
pagie,27,Bingo,27,sympy,Bingo,0.3423580139257516 * log((-1.0 * x0 * (873.3376269371646 * x1 ** 2.0 * (0.02889247043398928 * x1 ** 2.0 + 0.22668301730799556 * log(-1.0 / x1) - 1.0) ** 2.0 + 0.4457591552950685) + 0.45123069569900626 * x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394)) / (x1 * (0.8538385588541292 * x1 ** 2.0 + 6.699001432126425 * log(-1.0 / x1) - 29.552286323348394))),12.0,55.0,7.0,12.0,8.0,1.0,8.0,1.0,852.5860419904348,144.296875,2.0,393.0,na,na,46.0,0.3423580139257516 * log(0.45123069569900626 - x0 * (((0.02889247043398928 * x1 ** 2.0 + 0.22668301730799556 * log(-1.0 / x1) - 1.0) ** 2.0 * x1 ** 2.0 - -0.0005104087371780447) * (1022.8369495390367 / ((x1 ** 2.0 + log(-1.0 / x1) / 0.12745758715013442 - 34.61109365101552) * x1))))
kotanchek,203,SRjl,24,sympy,PySR,(-0.7330341374049288 * x1 * (1.1635766746115828 * x0 * (x0 - 1.096491354684671 * x1 + 0.09649135468467125 * exp(x1) + 0.065716650770683) - 3.3628776435387486 * x0 - x1 + 0.5423590312635699) - 0.02765235981387666 * x1 + 0.02765235981387666 * exp(x0 ** 2.0) + 0.02765235981387666 * exp(x1) + 0.09299150260917513) / (-1.0 * x1 + exp(x0 ** 2.0) + exp(x1) + 3.3628776435387486),12.0,62.0,7.0,12.0,8.0,1.0,8.0,1.0,2161.3262920000125,169.375,2.0,5876.0,na,na,38.0,-0.7330341374049288 * x1 * (1.1635766746115828 * (x0 * (x0 + -1.096491354684671 * x1 + 0.09649135468467125 * exp(x1) + -2.824404573652556)) - x1 + 0.5423590312635699) / (exp(x1) - x1 + exp(x0 ** 2.0) + 3.3628776435387486) + 0.02765235981387666
kotanchek,58,EPLEX,29,original,EPLEX,(0.439 + (0.792 - exp(x1 * (x0 - x1 * (x0 - x1 * (0.087 - x1 * (x0 + 0.792)) * (0.724 * (0.1 * -0.617)))) * 0.158 - x1 * 0.391))) * exp(-0.272 - (x0 - -1.139 * -0.787) * (x0 - 0.996)),13.0,41.0,8.0,13.0,10.0,2.0,10.0,2.0,776.5376669995021,134.140625,2.0,199.0,na,na,39.0,(0.439 + (0.792 - exp(x1 * (0.158 * (x0 - x1 * (x0 + 0.044670800000000004 * (x1 * (0.087 - x1 * (x0 + 0.792))))) + -0.391)))) * exp(-0.272 - (x0 + -0.896393) * (x0 + -0.996))
pagie,198,SRjl,19,original,PySR,exp(1.6192610045238203 - x1 * (x1 * 0.7535182129829733)) * -0.21285687998099873 + (((log(x0 * 1.5235906172795304 * x0 + 0.06448297969903283) - 0.12681544318708607) / 0.08854432768601415 / 0.17256272348446586 + 2.129974383942787 / 0.683782127547919 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036 + 1.566387478855351) + -0.0983545993932211,13.0,42.0,6.0,13.0,8.0,2.0,8.0,2.0,664.3045830132905,129.296875,2.0,258.0,na,na,34.0,1.4680328794621298 + (-1.0747904801917398 * exp(-0.7535182129829733 * (x1 * x1)) + ((0.34184968679845384 + log(x0 * x0 + 0.042323035445158724)) / 0.08854432768601415 / 0.17256272348446586 - x0 * x0 * log(x0 * x0)) * 0.0034387072741368036)
kotanchek,139,Operon,20,original,Operon,0.000488817866426 + 0.998822033405304 * (exp((-5.176636219024658 - 0.0070227989926934 * x0 + 1.1790944337844849 * x1) * (-0.3277454376220703 * x1) + exp(6.331946849822998 * x1 * (-0.083648607134819 * x1)) * (-1.0949771404266357 * x1)) / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0))))),13.0,45.0,10.0,13.0,11.0,1.0,11.0,1.0,1696.5685419854708,139.96875,2.0,6962.0,na,na,39.0,0.000488817866426 + exp(x1 * (-0.002301690329192133 * (-737.1186651377163 - x0 + 167.89522738885566 * x1) + exp(-0.5296585344393987 * (x1 * x1)) * -1.0949771404266357)) * (0.998822033405304 / (6.302425861358643 / (0.0139735620468855 + exp(2.247617483139038 * x0 - exp(0.8711588978767395 * x0)))))
pagie,136,Operon,17,original,Operon,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(100.48599243164062 * x1 * (-0.0308157186955214 * x1)) - (0.7702111005783081 * x0 * (1.5427883863449097 * x0) + 1.0054689645767212) * exp(-1.7126119136810303 * x0 * (0.8499408960342407 * x0)) - exp(exp(100.99022674560547 * x1 * (-0.0091333612799644 * x1) + 0.0902468413114548))),13.0,45.0,8.0,13.0,9.0,1.0,9.0,1.0,1286.671625013696,161.640625,2.0,110.0,na,na,37.0,0.0005329695995897 + 0.9996598958969116 * (2.9738872051239014 + exp(-3.09654807561373 * (x1 * x1)) + -1.1882727410061449 * (exp(-1.4556189044729706 * (x0 * x0)) * (x0 * x0 + 0.8461600858783999)) - exp(1.094444404457469 * exp(-0.9223802266131381 * (x1 * x1))))
pagie,142,Operon,23,original,Operon,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + 0.7655488848686218 * x0 * (-1.5458080768585205 * x0)) * exp(0.4586827158927917 * x0 * (-3.168611526489258 * x0)) + (2.974963665008545 + exp(-0.3110347986221313 + 3.010924816131592 * x1 * (-1.1550782918930054 * x1))) - exp(exp(23.08673095703125 * x1 * (-0.0377156287431717 * x1)))),13.0,45.0,8.0,13.0,9.0,1.0,9.0,1.0,652.5363330147229,131.609375,2.0,368.0,na,na,37.0,0.0007810645620339 + 0.9995014071464539 * ((-1.0057448148727417 + -1.1833916494599492 * (x0 * x0)) * exp(-1.4533873405792972 * (x0 * x0)) + (2.974963665008545 + 0.7326883788796684 * exp(-3.4778538936355403 * (x1 * x1))) - exp(exp(-0.8707305736688796 * (x1 * x1))))
kotanchek,199,SRjl,20,original,PySR,((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 - 0.9074669493168073) * (x1 - 0.9074669493168073)) / 0.5265567407010389) - (exp(x1 + -1.310249982230761) - 1.9459994320156533)) * (exp(x0 - -0.2675077718636208) + x0) / (exp(x0 * x0) / 1.351714069625226 + 2.611734354409015) - -0.2675077718636208 + -0.13108935473065172) * 0.07960520452659406,13.0,45.0,9.0,13.0,11.0,2.0,11.0,2.0,207.5589169980958,117.03125,2.0,318.0,na,na,41.0,0.1076034749739909 * ((x1 / 0.24020217062010246 - exp((0.3439885741666508 - (x1 + -0.9074669493168073) * (x1 + -0.9074669493168073)) / 0.5265567407010389) + -0.2697526145950635 * (exp(x1) + -7.2140150891099655)) * ((exp(x0 + 0.2675077718636208) + x0) / (exp(x0 * x0) + 3.5303180729782215)) + 0.10092253990578956)
pagie,14,Bingo,15,original,Bingo,-0.3615909827079473 - (-0.3615909827079473 + (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0))) * (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)))) * log(abs(-242.5021661422168 * x1)),13.0,45.0,6.0,13.0,10.0,4.0,10.0,4.0,150.5827090004459,114.78125,2.0,78.0,na,na,39.0,-0.3615909827079473 - (-0.3615909827079473 + 7.471537092712174e-06 * (((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975) * ((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975))) * (5.491010642882867 + log(abs(x1)))
pagie,146,Operon,27,original,Operon,-0.0639297738671303 + 1.0392827987670898 * (1.9780735969543457 + (exp(-2.4385366439819336 * x1 * (2.257668972015381 * x1)) * (-10.097307205200195 * x1 * (391.67083740234375 * x1) * (-0.0011133030056953 * x1 * (-1.3449389934539795 * x1))) - exp(-1.7093311548233032 * x1 * (0.4650919437408447 * x1))) - exp(-1.2320897579193115 * x0 * (0.5889392495155334 * x0))),13.0,48.0,6.0,13.0,7.0,1.0,7.0,1.0,270.10029199300334,118.015625,2.0,151.0,na,na,36.0,-0.0639297738671303 + 1.0392827987670898 * (1.9780735969543457 + (exp(-5.505408518240529 * (x1 * x1)) * (-5.921650519847204 * (x1 * x1 * (x1 * x1))) - exp(-0.7949961492935529 * (x1 * x1))) - exp(-0.7256260173647746 * (x0 * x0)))
pagie,127,Operon,8,original,Operon,-0.0218773111701012 + 1.0134590864181519 * (-0.3641613721847534 * x0 * (2.2286646366119385 * x0) * exp(-2.4582626819610596 * x0 * (1.0862829685211182 * x0)) + (1.9716572761535645 - exp(-2.48940372467041 * x1 * (0.2193875461816788 * x1) * exp(-0.435789167881012 * x1 * (-0.4778871238231659 * x1)))) - exp(-1.3948150873184204 * x0 * (0.5922598838806152 * x0))),13.0,49.0,7.0,13.0,8.0,1.0,8.0,1.0,215.1971250132192,119.640625,2.0,124.0,na,na,39.0,-0.0218773111701012 + 1.0134590864181519 * (-0.8115935722082384 * (x0 * x0) * exp(-2.670368883565345 * (x0 * x0)) + (1.9716572761535645 - exp(-0.5461441746109729 * (x1 * x1) * exp(0.20825803203194762 * (x1 * x1)))) - exp(-0.8260930216501379 * (x0 * x0)))
pagie,44,EPLEX,15,original,EPLEX,-1.0 * 0.887 ** 2.0 + (-2.828 / (log(abs(x0 / (log(abs((x1 / (((-1.0 * 0.887 ** 2.0) ** 2.0 + -1.0 * 0.845 ** 2.0) ** 2.0 - ((-1.645 / ((log(abs(x0 / x1)) ** 2.0) ** 2.0 - 0.158 + 1.3)) ** 2.0 - 1.506) + 0.922)) ** 2.0)) ** 2.0 + 0.457 + 2.006))) ** 2.0 + 1.346 + 1.172)) ** 2.0,13.0,55.0,7.0,13.0,8.0,1.0,8.0,1.0,83.96899999934249,105.578125,2.0,51.0,na,na,43.0,-0.786769 + (-2.828 / (2.518 + log(abs(x0 / (2.4629999999999996 + log(abs((x1 / (1.5150287131032465 - (-1.645 / (1.1420000000000001 + (log(abs(x0 / x1)) ** 2.0) ** 2.0)) ** 2.0 + 0.922)) ** 2.0)) ** 2.0))) ** 2.0)) ** 2.0
kotanchek,41,EPLEX,12,original,EPLEX,1.094 ** 2.0 * (x1 + 0.398 / exp(x1 + 0.021 + x1)) / (exp(0.301 ** 2.0 * ((0.479 ** 2.0 * (x1 - 0.212) * (x1 - 0.272)) ** 2.0 + exp(x0)) / 0.438) - -0.946 / exp(log(abs(-0.231 - 0.284 / exp((1.129 - x0) ** 2.0))) - (1.129 - x0) ** 2.0)),13.0,56.0,10.0,13.0,11.0,1.0,11.0,1.0,80.17491700593382,112.015625,2.0,84.0,na,na,50.0,1.1968360000000002 * (x1 + 0.389729147898645 / exp(x1 + x1)) / (exp(((0.22944099999999998 * (x1 - 0.212) * (x1 - 0.272)) ** 2.0 + exp(x0)) * 0.20685159817351595) - -0.946 / exp(log(abs(-0.231 - 0.284 / exp((1.129 - x0) ** 2.0))) - (1.129 - x0) ** 2.0))
kotanchek,37,EPLEX,8,original,EPLEX,(x1 * (((exp(0.056) ** 3.0 - (x0 - 0.738 + exp(exp(0.0)) / exp(0.276 * x0) ** 3.0 - 0.007)) * 0.682 + 0.84) * exp(0.014)) * exp(log(abs(exp(0.008) - (x1 - x1 * 0.787)))) / exp(0.369 * (x0 - 0.953 + exp(exp(0.0)) / exp(exp(0.936 * x0)))) - log(abs(-0.877))) ** 2.0,13.0,56.0,9.0,13.0,12.0,3.0,12.0,3.0,359.2868749983609,121.3125,2.0,266.0,na,na,46.0,(0.6916151489960518 * x1 * (1.9279366106478109 - x0 - 2.718281828459045 / exp(0.276 * x0) ** 3.0 + 1.2316715542521992) * (abs(1.0080320855042735 - x1 - -0.787 * x1) / exp(0.369 * (x0 - 0.953 + 2.718281828459045 / exp(exp(0.936 * x0))))) - -0.13124828660995402) ** 2.0
kotanchek,142,Operon,23,sympy,Operon,(((0.7031795338484663 * x0 - 0.9845173385649346) * exp(0.6076733469963074 * x0) + 0.9979702830314636) * exp((1.0 - exp(5.147175133228302 * x0)) * exp(-4.456360340118408 * x0) + exp(exp(-1.0 * (0.0385530032217503 * x1 - 0.065433643758297) * (5.2765936851501465 * x1 - 17.429645538330078)))) + 0.0008338154293597 * exp(0.6076733469963074 * x0)) * exp(-0.6076733469963074 * x0),13.0,57.0,10.0,13.0,12.0,2.0,12.0,2.0,213.61475001322103,116.75,2.0,806.0,na,na,49.0,((0.7031795338484663 * (x0 + -1.4000938468398256) * exp(0.6076733469963074 * x0) + 0.9979702830314636) * exp((1.0 - exp(5.147175133228302 * x0)) * exp(-4.456360340118408 * x0) + exp(exp(-0.2034285333434609 * ((x1 + -3.3032002421149307) * (x1 + -1.697238562244654))))) + 0.0008338154293597 * exp(0.6076733469963074 * x0)) * exp(-0.6076733469963074 * x0)
kotanchek,148,Operon,29,sympy,Operon,(0.003319858720533827 * exp(2.844334602355957 * x1) - 4.38776442024e-05 * exp(1.0000276729651318 * x0 ** 2.0 - 1.999995470046997 * x0 + 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)) + 0.017846730724074653 * exp(exp(0.6489872336387634 * x1))) * exp(-1.0000276729651318 * x0 ** 2.0 + 1.999995470046997 * x0 - 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)),13.0,58.0,9.0,13.0,13.0,4.0,13.0,4.0,1125.9549579990562,136.796875,2.0,4767.0,na,na,56.0,-4.38776442024e-05 * (exp(1.0000276729651318 * (x0 ** 2.0 + -1.9999401257736307 * x0) + 0.3045227825641632 * x1 * exp(0.5642136931419373 * x1)) + -406.73858062549493 * (exp(exp(0.6489872336387634 * x1)) + 0.18602055311203 * exp(2.844334602355957 * x1))) * exp(-1.0000276729651318 * (x0 ** 2.0 + -1.9999401257736307 * x0 + exp(0.5642136931419373 * x1) * (x1 * 0.3045143557490144)))
kotanchek,124,Operon,5,sympy,Operon,(-2.201367937413991 * x0 * x1 * (0.006681275089699639 * x1 - 0.0298569388687611) * (4.6947760581970215 * x1 - exp(0.681245744228363 * x1)) * (15.17734146118164 * x0 * exp(5.357511043548584 * x0) + 1.0) * exp(0.0447766110301018 * x0) + 0.9997506737709045 * exp(7.688884496688843 * x0) - 0.8705414639299889 * exp(7.7336611077189445 * x0)) * exp(-7.7336611077189445 * x0),13.0,59.0,10.0,13.0,12.0,2.0,12.0,2.0,1091.5667089866474,139.921875,2.0,5212.0,na,na,51.0,(-0.22322749986795287 * ((x1 - 4.468748624763382) * x0 * (exp(5.357511043548584 * x0) * x0 + 0.06588769202812311)) * x1 * (4.6947760581970215 * x1 - exp(0.681245744228363 * x1)) * exp(0.0447766110301018 * x0) + 0.9997506737709045 * exp(7.688884496688843 * x0) - 0.8705414639299889 * exp(7.7336611077189445 * x0)) * exp(-7.7336611077189445 * x0)
kotanchek,126,Operon,7,sympy,Operon,(((-0.000839194771067583 * x1 + 0.004051470996339809 * exp(0.2837287485599518 * x1) + 0.011734807030715255) * exp(0.633906364440918 * x1) - 0.004051470996339809) * exp(-1.000005214974017 * x0 ** 2.0 + 1.9999958276748657 * x0 + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1)))) - 1.24719463201e-05 * exp(0.633906364440918 * x1)) * exp(-0.633906364440918 * x1),13.0,59.0,10.0,13.0,12.0,2.0,12.0,2.0,1004.5086669852026,131.1875,2.0,4931.0,na,na,53.0,(0.004051470996339809 * ((exp(0.2837287485599518 * x1) + x1 / -4.827807722378589 + 2.89643120765686) * exp(0.633906364440918 * x1) - 1.0) * exp(-1.000005214974017 * x0 ** 2.0 + 1.9999958276748657 * x0 + exp(exp(1.1653105020523071 * x1 - exp(0.4197142422199249 * x1)))) - 1.24719463201e-05 * exp(0.633906364440918 * x1)) * exp(-0.633906364440918 * x1)
kotanchek,143,Operon,24,sympy,Operon,(0.9998849630355835 * (exp(0.0044344896450639 * x1) - 0.9905131459236145) * (exp(0.2363450229167938 * x1 + exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1)))) + 1.0) * exp(1.9999943971633911 * x0 - 0.0865126922726631 * x1) + 1.09874044938e-05 * exp(1.0000055860600643 * x0 ** 2.0 + 0.2363450229167938 * x1)) * exp(-1.0000055860600643 * x0 ** 2.0 - 0.2363450229167938 * x1),13.0,61.0,10.0,13.0,13.0,3.0,13.0,3.0,289.9268339970149,115.828125,2.0,948.0,na,na,59.0,(0.9998849630355835 * (exp(0.0044344896450639 * x1) + -0.9905131459236145) * (exp(0.2363450229167938 * x1 + exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1)))) + 1.0) * exp(1.9999943971633911 * x0 + -0.0865126922726631 * x1) + 1.09874044938e-05 * exp(1.0000055860600643 * x0 ** 2.0 + 0.2363450229167938 * x1)) * exp(-1.0000055860600643 * (x0 ** 2.0 + 0.23634370268667476 * x1))
kotanchek,181,SRjl,2,sympy,PySR,(x0 + 0.2581807926919453) * ((x0 + 2.0 * x1 + 0.22830720104631078) * exp(2.33304710784059 * x1) + (0.2581807926919453 * x1 - 0.2581807926919453 * exp(x0) - 0.0544398723438232 * exp(x1) - 0.4815994347419402) * exp(2.33304710784059 * x1) + 1.0) * exp(-2.33304710784059 * x1) / ((-1.0 * x0 + exp(0.9080362620309793 * x0) + 0.4782812307154963) * (-1.0 * x1 + exp(x0) + 0.21085949801377926 * exp(x1) + 1.86535733243554)),13.0,71.0,8.0,13.0,10.0,2.0,10.0,2.0,1881.8407919898164,159.328125,2.0,12414.0,na,na,56.0,(x0 + 0.2581807926919453) * (exp(2.33304710784059 * x1) * (0.2581807926919453 * (x1 - exp(x0) + -0.21085949801377926 * exp(x1) + -0.9810653652994675) + (x0 + 2.0 * x1)) + 1.0) * (exp(-2.33304710784059 * x1) / ((0.4782812307154963 - x0 + exp(0.9080362620309793 * x0)) * (1.86535733243554 - x1 + exp(x0) + 0.21085949801377926 * exp(x1))))
