dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
pagie,183,SRjl,4,original,PySR,7.0,(log(x0 * x0 - -0.04513019797782104) / 0.9526710158707841 * 0.20375149483574592 - (exp((-0.04513019797782104 * x1 - x1 * 0.7119973788716794) * x1) + -1.4351742278641733 - log(exp(x0 * x0 + -1.5960988818854747) + exp(0.7119973788716794)) * 1.150197384816855 * -0.010450848435701)) / 0.925475971680782,11.0,41.0,saturated,8.0,1.0,1.0,8.0,393.5399159963709,120.671875,2.0,195.0,(log(x0 * x0 - -0.04513019797782104) * 0.2138739307078718 - (exp(x1 * -0.7571275768495004 * x1) + -1.4351742278641733 - -0.01202053853986061 * log(exp(x0 * x0 + -1.5960988818854747) + 2.038057969841441))) / 0.925475971680782,saturated,7.0,0.0,0.0,7.0,1138.2557500037365,157.0625,2.0,50.0,((1.454360195987306 + (log(x0 * x0 + 0.04513019797782104) * 0.2138739307078718 - exp(x1 * -0.7571275768495004 * x1))) / -0.01202053853986061 + log(exp(x0 * x0) + 10.055263821850678)) * -0.01298849338900694,pending,pending,pending,pending,pending,pending,na,na,na,na,na,na,na,True,False,1.0,1.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
kotanchek,122,Operon,3,original,Operon,10.0,-1.4371197494e-06 + 1.0000287294387817 * (((0.008289372548461 * x1 - -0.044490821659565) / exp(log(exp(0.3769945502281189 * x1) + -0.9402246475219727 * x1)) - (exp(0.0002179348812206 * x1) + -1.004889965057373)) / exp(0.3332124650478363 * x0 * (3.001088857650757 * x0)) / exp(-2.000000476837158 * x0)),11.0,41.0,saturated,10.0,0.0,0.0,10.0,77.69100001314655,109.671875,2.0,140.0,-1.4371197494e-06 + ((0.008289372548461 * x1 + 0.044490821659565) / exp(log(exp(0.3769945502281189 * x1) + -0.9402246475219727 * x1)) - (exp(0.0002179348812206 * x1) + -1.004889965057373)) * (1.0000287294387817 / exp(1.0000002160854038 * (x0 * x0)) / exp(-2.000000476837158 * x0)),saturated,10.0,0.0,0.0,10.0,111.5343749988824,112.0625,2.0,145.0,-1.4371197494e-06 + ((0.008289372548461 * x1 + 0.044490821659565) / exp(log(exp(0.3769945502281189 * x1) + -0.9402246475219727 * x1)) - (exp(0.0002179348812206 * x1) + -1.004889965057373)) * (1.0000287294387817 / exp(1.0000002160854038 * (x0 * x0)) / exp(-2.000000476837158 * x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,197,SRjl,18,original,PySR,6.0,exp(x1 * -0.8631793118974627) * x1 / 1.956899167813186 * (exp(((x0 - 0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1) * x1 * (x0 + 0.9808871412991315) / 2.9376443492774738 * (x0 * (exp(-0.9365830549076817) + -0.047194850402084584) + 2.8891190211280486 - -0.20903603962888914),11.0,41.0,saturated,7.0,1.0,1.0,7.0,304.4862920069136,119.421875,2.0,2573.0,(x0 + 0.9808871412991315) * (8.986149794812901 + x0) * x1 * 0.05997383655076646 * exp(x1 * -0.8631793118974627) * (exp(((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854) + x1) * -0.8631793118974627) * x1 * x1) * x1,saturated,6.0,0.0,0.0,6.0,557.5211670075078,126.328125,2.0,1861.0,x1 * x1 * 0.05997383655076646 * ((x0 + 0.9808871412991315) * (8.986149794812901 + x0)) * (exp(-0.8631793118974627 * (x1 + ((x0 + -0.03948916953537872) * (x0 + -1.2172800892692854) + x1))) * (x1 * x1)),pending,pending,pending,pending,pending,pending,na,na,na,na,na,na,na,True,False,1.0,1.0,False,False,True,False,False,False,False,fixed_by_extra_rules,na
pagie,27,Bingo,27,original,Bingo,7.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (-1.0 * -0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),11.0,41.0,saturated,11.0,4.0,4.0,11.0,98.27829201822168,110.5625,2.0,270.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))) ** (-1.0)) + x1 * (24.139650704131938 + -0.8538385588541292 * (x1 * x1) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0))))))),saturated,9.0,2.0,2.0,9.0,1371.548791998066,147.078125,2.0,6178.0,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * (0.4457591552950685 * (x1 ** (-1.0) * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1)))) ** (-1.0)) + x1 * (-6.699001432126425 * (log(abs(x1 ** (-1.0))) + (-4.411446485385776 + 0.12745758715013442 * (x1 * x1))))))),pending,pending,pending,pending,pending,pending,ok,9.0,2.0,False,False,42050.30883400468,1042.171875,True,True,2.0,2.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,196,SRjl,17,original,PySR,7.0,exp((0.812322294597055 - x0) * x0 + x0 + -1.5528538587563012 - 1.7759173454646078) * (exp((x1 / -0.9200464293872815 + 4.10199111277813) * ((x1 + -0.10408241652437832) * 0.3840957888773205)) * x1 + (0.812322294597055 - 0.5409559190231504) + log(0.5074656343049346) + (exp(x1 * x1 * (x1 / -0.9200464293872815)) + x0)),11.0,42.0,saturated,7.0,0.0,0.0,7.0,90.11891699628904,105.71875,2.0,118.0,exp(-3.328771204220909 + ((0.812322294597055 - x0) * x0 + x0)) * (-0.4069599104403998 + exp((x1 + -0.10408241652437832) * (x1 + -3.77402227668988) * -0.41747435412918754) * x1 + (exp(x1 * x1 * x1 / -0.9200464293872815) + x0)),saturated,7.0,0.0,0.0,7.0,106.5852920000907,107.328125,2.0,132.0,exp(-3.328771204220909 + ((0.812322294597055 - x0) * x0 + x0)) * (-0.4069599104403998 + exp((x1 + -0.10408241652437832) * (x1 + -3.77402227668988) * -0.41747435412918754) * x1 + (exp(x1 * x1 * x1 / -0.9200464293872815) + x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,206,SRjl,27,original,PySR,7.0,(exp(x0 / 0.8417630523656452 * x1 * x0 * -0.09273995344407501 * x1) - ((log(x0 * 0.44436572510433586 * x0) + 0.0170870117140704 + -0.6111734731632261) / log(exp(0.3979025917598377)) + log((exp(-2.605161287774564) / x1 + -0.16922073446837355 + x1) * x1)) * 0.008090022578698524) * -1.0891183757749412 - -1.905060633222008,11.0,42.0,saturated,7.0,0.0,0.0,7.0,120.26308401254936,110.546875,2.0,120.0,-1.0891183757749412 * (-0.008090022578698524 * ((84.62695124440508 + log(x0 * x0)) / 0.3979025917598378 + log((0.07389121848622111 / x1 + -0.16922073446837355 + x1) * x1)) + exp(x0 * x1 * -0.11017346649207717 * x0 * x1)),saturated,7.0,0.0,0.0,7.0,140.33937500789762,113.96875,2.0,127.0,0.008810992250894737 * ((84.62695124440508 + log(x0 * x0)) / 0.3979025917598378 + exp(x0 * x1 * -0.11017346649207717 * x0 * x1) / -0.008090022578698524 + log((0.07389121848622111 / x1 + -0.16922073446837355 + x1) * x1)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,198,SRjl,19,sympy,PySR,8.0,(0.0824717599335444 * x0 - 0.1402580296048392 * x1 * (0.1166605288237383 * x1 - 0.3889423006138937) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673) + 0.11421930953845344 * x1) * exp(-0.6913395485992673 * (x0 - 0.348429581990042) * (1.410316792946743 * x0 - 2.0724889411426552)),11.0,43.0,saturated,9.0,1.0,1.0,9.0,193.60691698966548,117.03125,2.0,127.0,(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026))),saturated,9.0,1.0,1.0,9.0,802.9730830166955,143.84375,2.0,426.0,(x1 * (0.11421930953845344 + -0.016362575905476084 * (x1 + -3.3339665483733945) * (1.863725397048531 * x1 - exp(x0 - x1) + 0.6913395485992673)) + 0.0824717599335444 * x0) * exp(-0.9750077750177676 * ((x0 + -0.348429581990042) * (x0 + -1.4695201471808026))),pending,pending,pending,pending,pending,pending,ok,9.0,1.0,False,False,47814.64212501305,1131.984375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,202,SRjl,23,original,PySR,7.0,((1.105713298711151 - x1 + 3.0100099019404682) * ((x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243) * (x0 * 1.1655136057850133 + 0.41881611799109447) * 0.944500237323902 * x1) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 - -0.896001896740603),11.0,43.0,saturated,10.0,3.0,3.0,10.0,123.61774998134932,107.265625,2.0,256.0,((1.105713298711151 - x1 + 3.0100099019404682) * x1 * (1.1008278772681819 * (x0 + 0.3593403937219656) * (x1 + (x0 + x0 * -0.6854124096751144) * 0.9920893091076243)) + x0 + exp(x0)) * 0.14315118818945466 / (exp(x0 * x0 * 0.6021125702327208) / 0.5490908669833041 + 0.896001896740603),saturated,9.0,2.0,2.0,9.0,774.3692499934696,130.96875,2.0,5308.0,((1.105713298711151 - x1 + 3.0100099019404682) * (1.0921195682054032 * ((x0 + x0 * -0.6854124096751144 + x1 / 0.9920893091076243) * (x0 + 0.3593403937219656)) * x1) + x0 + exp(x0)) * (0.07860301003263778 / (exp(x0 * x0 * 0.6021125702327208) + 0.49198645829998267)),pending,pending,pending,pending,pending,pending,timeout,na,na,False,False,na,501.4375,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,198,SRjl,19,original,PySR,8.0,exp((x0 + -1.4695201471808026) * 1.410316792946743 * (x0 + -0.348429581990042) * -0.6913395485992673) * 0.11421930953845344 * ((x1 * -0.1166605288237383 + 0.3889423006138937) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) * 1.2279712613533134 + x0 * 0.7220474389733479 + x1),11.0,43.0,saturated,9.0,1.0,1.0,9.0,129.9496249994263,110.84375,2.0,208.0,exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1),saturated,9.0,1.0,1.0,9.0,1106.156750000082,143.921875,2.0,4197.0,exp(-0.9750077750177676 * (x0 + -1.4695201471808026) * (x0 + -0.348429581990042)) * 0.11421930953845344 * (-0.1432557767298305 * (x1 + -3.3339665483733945) * (x1 * (x1 + x1 * 0.8637253970485311 - (exp(x0 - x1) + -0.6913395485992673))) + x0 * 0.7220474389733479 + x1),pending,pending,pending,pending,pending,pending,ok,9.0,1.0,False,False,72146.00091602188,905.6875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,149,Operon,30,original,Operon,11.0,0.0002253897109767 + 0.9994593262672424 * (exp(exp(0.0994609072804451 * x1)) * (exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0)) * ((-1.3688123226165771 + exp(0.1289836019277573 - exp(1.1763114929199219 * x0)) + exp(0.6509695649147034 * x0)) / (-0.9415363073348999 * x1 + exp(0.3773067891597748 * x1))))),11.0,43.0,saturated,11.0,0.0,0.0,11.0,92.47924998635426,109.53125,2.0,238.0,0.0002253897109767 + 0.9994593262672424 * (exp(exp(0.0994609072804451 * x1)) * ((-1.3688123226165771 + exp(0.1289836019277573 - exp(1.1763114929199219 * x0)) + exp(0.6509695649147034 * x0)) * (exp(-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0)) / (-0.9415363073348999 * x1 + exp(0.3773067891597748 * x1))))),saturated,11.0,0.0,0.0,11.0,160.44983299798332,112.328125,2.0,290.0,0.0002253897109767 + 0.9994593262672424 * (exp(exp(0.0994609072804451 * x1) + (-0.5447754859924316 * x0 - exp(0.6602987051010132 * x0))) * ((-1.3688123226165771 + exp(0.1289836019277573 - exp(1.1763114929199219 * x0)) + exp(0.6509695649147034 * x0)) / (-0.9415363073348999 * x1 + exp(0.3773067891597748 * x1)))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,205,SRjl,26,original,PySR,7.0,((x1 - (-1.1223483561279124 + 0.11938672268929733) + x1) * -0.013701828177151404 - -0.13444231576893154) * (x1 * (x1 - ((exp(x1 - 1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1) * -1.2819987053555328 + x1 - 0.13267669843578556) - -1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),11.0,43.0,saturated,9.0,2.0,2.0,9.0,100.06075000273997,109.328125,2.0,218.0,-0.013701828177151404 * (-8.809036738656134 + (x1 + x1)) * (x1 * (-0.13267669843578556 + (x1 + 1.2819987053555328 * ((exp(x1 + -1.413487090635412) + (x0 + x1)) * -0.3474875232686879 + x1)) + x1) + 1.134188032659344) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),saturated,9.0,2.0,2.0,9.0,1599.8274580051657,156.328125,2.0,8379.0,0.006103870616635536 * ((-8.809036738656134 + (x1 + x1)) * (x1 * (0.2432934160400646 * exp(x1) + (x0 + x1) + x1 / -0.3474875232686879 + (x1 + x1) / -0.44547855495765853 + 0.2978295968666687) + -2.5459991733320257)) * exp((1.1883794736981237 - x0) * (x0 + -0.8765025611709572)),pending,pending,pending,pending,pending,pending,ok,9.0,2.0,False,False,292826.77270800923,3162.25,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,135,Operon,16,sympy,Operon,11.0,-0.0158226937055588 - 1.0497971773147583 * (0.1251983642578125 - exp(-0.3585180342197418 * x1) + (-3211.79345703125 * x1 + exp(1.736264705657959 * x1) + 7144.390625) / (exp(3.3592488765716553 * x1) + 8749.73046875)) / (exp(0.7833101749420166 * x0) + log(exp(-1.7847769260406494 * x0))),11.0,45.0,saturated,11.0,0.0,0.0,11.0,70.14249998610467,109.609375,2.0,107.0,-0.0158226937055588 - 1.0497971773147583 * (0.1251983642578125 - exp(-0.3585180342197418 * x1) + (-3211.79345703125 * x1 + exp(1.736264705657959 * x1) + 7144.390625) / (exp(3.3592488765716553 * x1) + 8749.73046875)) / (exp(0.7833101749420166 * x0) + -1.7847769260406494 * x0),saturated,11.0,0.0,0.0,11.0,239.85949999769215,114.921875,2.0,1028.0,-0.0158226937055588 - 1.0497971773147583 * (0.1251983642578125 - exp(-0.3585180342197418 * x1) + (-3211.79345703125 * x1 + exp(1.736264705657959 * x1) + 7144.390625) / (exp(3.3592488765716553 * x1) + 8749.73046875)) / (exp(0.7833101749420166 * x0) + -1.7847769260406494 * x0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,143,Operon,24,original,Operon,10.0,1.09874044938e-05 + 0.9998849630355835 * (exp(227.2529296875 * x0 * (-0.0044004078954458 * x0)) * ((exp(0.0044344896450639 * x1) - 0.9905131459236145) * exp(1.9999943971633911 * x0 - 0.0865126922726631 * x1) * (exp(-0.2363450229167938 * x1) + exp(exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1))))))),11.0,45.0,saturated,10.0,0.0,0.0,10.0,149.80954199563712,110.796875,2.0,265.0,1.09874044938e-05 + 0.9998849630355835 * (exp(-1.0000055860600643 * (x0 * x0)) * ((exp(0.0044344896450639 * x1) + -0.9905131459236145) * exp(1.9999943971633911 * x0 + -0.0865126922726631 * x1) * (exp(-0.2363450229167938 * x1) + exp(exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1))))))),saturated,10.0,0.0,0.0,10.0,697.9222499940079,134.4375,2.0,220.0,1.09874044938e-05 + 0.9998849630355835 * (exp(-0.2363450229167938 * x1) + exp(exp(exp(1.167383074760437 * x1 - exp(0.4206682443618774 * x1))))) * (exp(x0 * (-1.0000055860600643 * x0 + 1.9999943971633911) + -0.0865126922726631 * x1) * (exp(0.0044344896450639 * x1) + -0.9905131459236145)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,120,Operon,1,sympy,Operon,8.0,(1.0001556873321533 * (4.740077740995787 * x1 ** 2.0 - 39.54774475097656 * x1 + 83.59192657470703) * (0.0012082674617850116 * x1 ** 3.0 + 0.0003036445996258 * x1 + 0.0006379182450473) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),11.0,48.0,saturated,9.0,1.0,1.0,9.0,220.3416670090519,118.4375,2.0,227.0,(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),saturated,9.0,1.0,1.0,9.0,686.8783750105649,128.625,2.0,4124.0,(0.005728173365985095 * ((x1 ** 3.0 + 0.25130578222905736 * x1 + 0.5279611222045848) * (x1 ** 2.0 - 8.343269227198043 * x1 + 17.63513831255143)) * exp(1.9995476007461548 * x0) - 6.445771578e-05 * exp(0.999705792384703 * x0 ** 2.0)) * exp(-0.999705792384703 * x0 ** 2.0),pending,pending,pending,pending,pending,pending,ok,9.0,1.0,False,False,17883.0389159848,656.484375,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,38,EPLEX,9,original,EPLEX,7.0,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - (0.098 - 0.184 / exp(exp(0.146 ** 3.0 - x0 - (exp(0.196 - x1) - exp(0.107))) - 0.178 - x0) + x0 / exp(x0 - 1.218 + (exp((exp(0.336) - x1) * x1) - 0.023)))))),11.0,49.0,saturated,10.0,3.0,3.0,10.0,80.75020799878985,107.390625,2.0,128.0,(x1 + x0) * (0.314 * ((x1 + 0.335) / exp(x1 - x0 / exp(-1.2409999999999999 + x0 + exp((1.3993390248109305 - x1) * x1)) + -0.098 + 0.184 / exp(exp(0.0031121359999999993 - x0 - exp(0.196 - x1) + 1.1129342544793257) + -0.178 - x0)))),saturated,9.0,2.0,2.0,9.0,1382.3814160132315,143.265625,2.0,175.0,(x1 + x0) * ((x1 + 0.335) * (0.3463303145240714 / exp(0.184 / exp(exp(0.0031121359999999993 - x0 - 1.2165269053343162 / exp(x1) + 1.1129342544793257) + -0.178 - x0) + (x1 + -3.4590708066102507 * x0 / exp(exp((1.3993390248109305 - x1) * x1) + x0))))),pending,pending,pending,pending,pending,pending,timeout,na,na,False,False,na,422.546875,True,True,1.0,1.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,49,EPLEX,20,sympy,EPLEX,na,-0.64 * exp(3.02114803625378 * x0) / (((exp(0.176 * x0 ** 3.0 / log(abs(log(abs(26.6521739130435))))) - 0.096) * exp(3.02114803625378 * x0) + 2.5) * (log(abs((log(abs(0.189 - exp(0.343 * exp(-1.0 * x1)))) - 0.555) ** 3.0)) - 0.047)),11.0,50.0,saturated,10.0,na,na,10.0,72.42516701808199,109.015625,2.0,66.0,-0.64 * exp(3.02114803625378 * x0) / (((exp(x0 ** 3.0 * 0.14805863260562663) + -0.096) * exp(3.02114803625378 * x0) + 2.5) * (log(abs((log(abs(0.189 - exp(0.343 * exp(-1.0 * x1)))) + -0.555) ** 3.0)) + -0.047)),saturated,10.0,na,na,10.0,86.72637501149438,100.765625,2.0,66.0,-0.64 * exp(3.02114803625378 * x0) / (((exp(x0 ** 3.0 * 0.14805863260562663) + -0.096) * exp(3.02114803625378 * x0) + 2.5) * (log(abs((log(abs(0.189 - exp(0.343 * exp(-1.0 * x1)))) + -0.555) ** 3.0)) + -0.047)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
kotanchek,40,EPLEX,11,original,EPLEX,5.0,(((exp(-0.768 - x0) * (1.168 * (x0 / -0.199))) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (0.734 * (x1 / -0.158))))) + 1.494)),11.0,51.0,saturated,9.0,4.0,4.0,9.0,115.96404199372046,110.453125,2.0,275.0,(((exp(-0.768 - x0) * (x0 * -5.869346733668341)) ** 3.0) ** 2.0 + x1 * exp(-1.208 - x0)) / (1.584 * (exp(-1.119 - x0) * x1) + (exp(x0) * (0.647 * exp(x0 * (exp(0.044 - x0) * (x1 * -4.6455696202531644)))) + 1.494)),saturated,6.0,1.0,1.0,6.0,791.0730830044486,131.359375,2.0,2734.0,(((x0 * (-2.7230248474122782 / exp(x0))) ** 3.0) ** 2.0 + x1 * (0.29879427078110127 / exp(x0))) / (0.5173442803773342 / exp(x0) * x1 + (exp(x0 + x0 * (x1 * (-4.854538281570365 / exp(x0)))) * 0.647 + 1.494)),pending,pending,pending,pending,pending,pending,ok,6.0,1.0,False,False,202579.3184590002,1195.765625,True,True,3.0,3.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
kotanchek,121,Operon,2,sympy,Operon,10.0,(18.301775890134767 * x1 ** 2.0 - 24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 - 5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) - 1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,11.0,51.0,saturated,11.0,1.0,1.0,11.0,146.2981250078883,110.171875,2.0,554.0,(18.301775890134767 * x1 ** 2.0 + -24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 + -5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) + -1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,saturated,11.0,1.0,1.0,11.0,1800.18270900473,150.59375,2.0,11427.0,(18.301775890134767 * x1 ** 2.0 + -24.402799923014413 * x1 + 29.05090247388557) * exp(3.060275077819824 * x0 + ((-0.4271978216173871 * x1 ** 2.0 + 1.3422309160232544 * x1 + -5.326002013081032 * exp(0.4211926460266113 * x0)) * exp(1.2979059219360352 * x0) + -1.0) * exp(-1.2979059219360352 * x0)) + 0.0019190539605916,pending,pending,pending,pending,pending,pending,timeout,na,na,False,False,na,1173.15625,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
pagie,58,EPLEX,29,sympy,EPLEX,9.0,2.2818807653293 - 1.0 * log(abs(0.235 + 0.078310985281 * log(abs(-1.0 * exp(-1.0 * x0 ** 2.0 + log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1)))))))) - 0.155)) ** 4.0 * exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) / log(abs(-0.035)) ** 2.0)) ** 2.0,11.0,59.0,saturated,10.0,1.0,1.0,10.0,119.58008402143604,106.125,2.0,100.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.897 - 0.164047378003738 * exp(log(abs(-0.003 - 0.276544027789322 / x1))))))) - x0 ** 2.0))) ** 4.0)) ** 2.0,saturated,10.0,1.0,1.0,10.0,143.30337499268353,113.359375,2.0,92.0,2.2818807653293 - log(abs(0.235 + exp(1.48145233407848 * exp(-0.658 / x1 ** 2.0)) * 0.006968016239569429 * log(abs(-0.155 - exp(log(abs(log(abs(0.164047378003738 * (5.467932562625664 - abs(-0.003 - 0.276544027789322 / x1)))))) - x0 ** 2.0))) ** 4.0)) ** 2.0,pending,pending,pending,pending,pending,pending,ok,10.0,1.0,False,False,92.74987402022816,113.046875,True,True,0.0,0.0,False,False,False,True,False,False,False,still_missed,unreviewed_remaining
pagie,32,EPLEX,3,sympy,EPLEX,na,exp(1.463 / (1.613227676641 * (0.787321602766333 * exp(exp(2.29 / ((x1 ** 2.0 + 1.12524411136734) * (exp((x1 ** 2.0 + 0.033489) / log(abs(3.00644724389358))) + 1.6e-05))) / x0 ** 2.0) / x1 ** 2.0 + (0.00629857282213067 - exp(-1.0 * (1.0 / x1 + 0.001 / x0) ** 2.0)) ** 2.0 / x0 ** 2.0) ** 2.0 + 2.09870607486124)),11.0,62.0,saturated,10.0,na,na,10.0,72.19974999316037,110.171875,2.0,73.0,exp(0.9068775729450673 / ((0.787321602766333 * exp(exp(2.29 / ((x1 ** 2.0 + 1.12524411136734) * (exp((x1 ** 2.0 + 0.033489) / 1.1007590639939806) + 1.6e-05))) / x0 ** 2.0) / x1 ** 2.0 + (0.00629857282213067 - exp(-1.0 * (1.0 / x1 + 0.001 / x0) ** 2.0)) ** 2.0 / x0 ** 2.0) ** 2.0 + 1.3009360707417839)),saturated,10.0,na,na,10.0,86.94391598692164,112.0625,2.0,78.0,exp(0.9068775729450673 / ((0.787321602766333 * exp(exp(2.29 / ((x1 ** 2.0 + 1.12524411136734) * (exp((x1 ** 2.0 + 0.033489) / 1.1007590639939806) + 1.6e-05))) / x0 ** 2.0) / x1 ** 2.0 + (0.00629857282213067 - exp(-1.0 * (1.0 / x1 + 0.001 / x0) ** 2.0)) ** 2.0 / x0 ** 2.0) ** 2.0 + 1.3009360707417839)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,na,True,False,False,False,False,False,False,missing_rank,na
