dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank,orig_live_status,sympy_live_status,orig_runtime_ms,sympy_runtime_ms,orig_rendered_haskell,orig_rendered_python,sympy_rendered_haskell,sympy_rendered_python,baseline_source
pagie,21,Bingo,Bingo,22,1,kept,(0.3407158075111429)*(plog(0.39963452583999787 + (0.07297318016992407)*((x0)*((x1)*(401.296952200405 + x0 + (2)*(x1) - (exp(x0) + exp(x1)))) - (x0)))),0.3407158075111429*log(0.07297318016992407*x0*x1*(x0 + 2*x1 - exp(x0) - exp(x1) + 401.296952200405) - 0.07297318016992407*x0 + 0.39963452583999787),21,27,5,27,5,29,6,27,5,4.0,4.0,saturated,saturated,0.0,1.0e-3,(0.3407158075111429) * (Log(Abs((0.39963452583999787) + ((7.297318016992407e-2) * (((x0) * ((x1) * ((((x0) + (401.296952200405)) + ((x1) * (2.0))) - ((Exp(x0)) + (Exp(x1)))))) - (x0)))))),(0.3407158075111429 * log(abs((0.39963452583999787 + (0.07297318016992407 * ((x0 * (x1 * (((x0 + 401.296952200405) + (x1 * 2.0)) - (exp(x0) + exp(x1))))) - x0)))))),(0.3407158075111429) * (Log(Abs((-7.297318016992407e-2) * (((x0) * ((x1) * (((((x0) + ((x1) * (2.0))) - (Exp(x0))) - (Exp(x1))) + (401.296952200405)))) + ((5.47645758221604) - (x0)))))),(0.3407158075111429 * log(abs((-0.07297318016992407 * ((x0 * (x1 * ((((x0 + (x1 * 2.0)) - exp(x0)) - exp(x1)) + 401.296952200405))) + (5.47645758221604 - x0)))))),live_haskell
pagie,22,Bingo,Bingo,23,1,kept,-5.64393372152411 + (0.002708862303985314)*((x1)^(-1)) + (-0.06435725235582418)*((-2311.5964730737646 - (x0))*((plog((3566206920.7839065)*(((x0)^(-1))*((x1)^(-1)))))^(-1))),0.06435725235582418*x0/log(3566206920.7839065/(x0*x1)) - 5.64393372152411 + 148.7679975624414/log(3566206920.7839065/(x0*x1)) + 0.002708862303985314/x1,22,27,5,23,5,27,6,27,6,5.0,4.0,saturated,saturated,0.0,1.0e-3,((-5.643933721524112) + ((2.7088623039853137e-3) * ((x1)^(-1)))) + ((-6.435725235582418e-2) * (((-2311.5964730737646) - (x0)) * ((Log(Abs((3.5662069207839065e9) * (((x1)^(-1)) * ((x0)^(-1))))))^(-1)))),((-5.643933721524112 + (0.0027088623039853137 * (x1 ** -1.0))) + (-0.06435725235582418 * ((-2311.5964730737646 - x0) * (log(abs((3566206920.7839065 * ((x1 ** -1.0) * (x0 ** -1.0))))) ** -1.0)))),(((((6.435725235582418e-2) * (x0)) / (Log(Abs((3.5662069207839065e9) / ((x0) * (x1)))))) - (5.64393372152411)) + ((148.7679975624414) / (Log(Abs((3.5662069207839065e9) / ((x0) * (x1))))))) + ((2.708862303985314e-3) / (x1)),(((((0.06435725235582418 * x0) / log(abs((3566206920.7839065 / (x0 * x1))))) - 5.64393372152411) + (148.7679975624414 / log(abs((3566206920.7839065 / (x0 * x1)))))) + (0.002708862303985314 / x1)),live_haskell
pagie,23,Bingo,Bingo,24,1,kept,(plog(0.8889056731853394))*(-25.375926540572554 + (-2.4339755472913582)*(plog((x0)*(x1))) + plog((-4625426.158330705)*((plog((plog(0.8889056731853394 + (0.8889056731853394)*(0.8889056731853394)))*((x1)^(-1))))^(-1)))),0.28663506996925448*log(x0*x1) - 0.1177641535011456*log(-4625426.158330705/log(0.5182334989833757/x1)) + 2.9883745083577819,23,29.0,5.0,23.0,5.0,23.0,6.0,21.0,5.0,5.0,4.0,archived_fallback_stack_overflow,archived_fallback_stack_overflow,na,na,,,,,archived_fallback
pagie,24,Bingo,Bingo,25,1,kept,exp((-2.377396411352944)*(((-10.503285479940024 - (plog((0.14985143797609368)*(x0))))^(-1))*(plog((1.4308910409656768)*((x0)*(x1)))))),exp(2.377396411352944*(log(x0*x1) + 0.3582973557925481)/(log(x0) + 8.6051745907779115)),24,20,4,17,3,16,3,16,3,4.0,3.0,saturated,saturated,1.0e-3,1.0e-3,Exp((-2.377396411352944) * ((((-8.605174590777912) - (Log(Abs(x0))))^(-1)) * (Log(Abs((1.4308910409656768) * ((x0) * (x1))))))),exp((-2.377396411352944 * (((-8.605174590777912 - log(abs(x0))) ** -1.0) * log(abs((1.4308910409656768 * (x0 * x1))))))),Exp(((2.377396411352944) * ((Log(Abs((x0) * (x1)))) + (0.3582973557925481))) / ((Log(Abs(x0))) + (8.605174590777912))),exp(((2.377396411352944 * (log(abs((x0 * x1))) + 0.3582973557925481)) / (log(abs(x0)) + 8.605174590777912))),live_haskell
pagie,25,Bingo,Bingo,26,1,kept,-1668.413725381717 + (0.35562720568200606)*(4695.7060144269335 + plog(x1) - (exp(1 - ((x0)*(x0))))),-0.35562720568200606*exp(1 - x0**2) + 0.35562720568200606*log(x1) + 1.5070832331229962,25,16,4,16,4,18,5,13,3,3.0,2.0,saturated,saturated,0.0,1.0e-3,(-1668.413725381717) + ((0.35562720568200606) * (((4695.7060144269335) + (Log(Abs(x1)))) - (Exp((1.0) - ((x0) * (x0)))))),(-1668.413725381717 + (0.35562720568200606 * ((4695.7060144269335 + log(abs(x1))) - exp((1.0 - (x0 * x0)))))),((0.355627205682006) * ((Log(Abs(x1))) - (Exp((0.9999999999999998) - ((x0)^(2)))))) + (1.507083233122996),((0.355627205682006 * (log(abs(x1)) - exp((0.9999999999999998 - (x0 ** 2.0))))) + 1.507083233122996),live_haskell
pagie,26,Bingo,Bingo,27,1,kept,(0.3423580139257516)*(plog(0.45123069569900626 + (x0)*(((-1)*(-0.4457591552950685))*(((x1)^(-1))*((24.139650704131938 + (-0.8538385588541292)*((x1)*(x1)) + (-6.699001432126425)*(plog((-0.4457591552950685)*((x1)^(-1)))))^(-1))) + (x1)*(24.139650704131938 + (-0.8538385588541292)*((x1)*(x1)) + (-6.699001432126425)*(plog((-0.4457591552950685)*((x1)^(-1)))))))),0.3423580139257516*log((-x0*(873.33762693716456*x1**2*(0.028892470433989278*x1**2 + 0.22668301730799557*log(-1/x1) - 1)**2 + 0.4457591552950685) + 0.45123069569900626*x1*(0.8538385588541292*x1**2 + 6.699001432126425*log(-1/x1) - 29.552286323348394))/(x1*(0.8538385588541292*x1**2 + 6.699001432126425*log(-1/x1) - 29.552286323348394))),26,53.0,11.0,49.0,11.0,77.0,20.0,60.0,14.0,11.0,8.0,archived_fallback_stack_overflow,archived_fallback_stack_overflow,na,na,,,,,archived_fallback
pagie,27,Bingo,Bingo,28,1,kept,17.519637627145645 + (-3.529837319764648)*(((plog(-3.3162197817782353 + (76.20364329715497)*((plog((900226.4764680645)*((x0)*(x1))))^(-1))))^(-1))*(plog((-3.139766204630333)*(((x0)^(-1))*(((x1)^(-1))*(plog((900226.4764680645)*((x0)*(x1))))))))),17.519637627145645 - 3.529837319764648*log(-3.139766204630333*log(x0*x1)/(x0*x1) - 43.04745575625259/(x0*x1))/log(-3.3162197817782353*log(x0*x1)/(log(x0*x1) + 13.71040165117035) + 30.736938125418861/(log(x0*x1) + 13.71040165117035)),27,41,7,37,7,55,10,43,7,7.0,7.0,saturated,saturated,0.0,1.0e-3,(17.519637627145645) + ((-3.529837319764648) * (((Log(Abs((-3.3162197817782353) + ((76.20364329715497) * ((Log(Abs((900226.4764680645) * ((x0) * (x1)))))^(-1))))))^(-1)) * (Log(Abs((-3.139766204630333) * (((x0)^(-1)) * ((Log(Abs((900226.4764680645) * ((x0) * (x1))))) * ((x1)^(-1))))))))),(17.519637627145645 + (-3.529837319764648 * ((log(abs((-3.3162197817782353 + (76.20364329715497 * (log(abs((900226.4764680645 * (x0 * x1)))) ** -1.0))))) ** -1.0) * log(abs((-3.139766204630333 * ((x0 ** -1.0) * (log(abs((900226.4764680645 * (x0 * x1)))) * (x1 ** -1.0))))))))),(17.519637627145645) - (((3.529837319764648) * (Log(Abs((((3.139766204630333) * (Log(Abs((x0) * (x1))))) / ((x0) * (x1))) - ((-43.04745575625259) / ((x0) * (x1))))))) / (Log(Abs((((Log(Abs((x0) * (x1)))) * (3.3162197817782353)) + (-30.73693812541886)) / ((Log(Abs((x0) * (x1)))) + (13.71040165117035)))))),(17.519637627145645 - ((3.529837319764648 * log(abs((((3.139766204630333 * log(abs((x0 * x1)))) / (x0 * x1)) - (-43.04745575625259 / (x0 * x1)))))) / log(abs((((log(abs((x0 * x1))) * 3.3162197817782353) + -30.73693812541886) / (log(abs((x0 * x1))) + 13.71040165117035)))))),live_haskell
pagie,28,Bingo,Bingo,29,1,kept,(0.3382730532836002)*(plog((29.00794352451898)*((x0)*(x1)) + plog((x0)*((x1)^(-1))))),0.3382730532836002*log(29.00794352451898*x0*x1 + log(x0/x1)),28,17,2,16,2,15,2,15,2,2.0,2.0,saturated,saturated,0.0,1.0e-3,(0.3382730532836002) * (Log(Abs(((29.00794352451898) * ((x0) * (x1))) + (Log(Abs((x0) * ((x1)^(-1)))))))),(0.3382730532836002 * log(abs(((29.00794352451898 * (x0 * x1)) + log(abs((x0 * (x1 ** -1.0)))))))),(0.3382730532836002) * (Log(Abs((((29.00794352451898) * (x0)) * (x1)) + (Log(Abs((x0) / (x1))))))),(0.3382730532836002 * log(abs((((29.00794352451898 * x0) * x1) + log(abs((x0 / x1))))))),live_haskell
pagie,29,Bingo,Bingo,30,1,kept,-898.2527636513965 + (0.02326886317119297)*(38602.20758467466 + (-0.29487720453886)*((x1)*(x1)) + (-7.02786264521437 - (plog((x0)*(x1))))*(-7.02786264521437 - (plog((x0)*(x1))))),-0.006861457324718616*x1**2 + 1.149269008742285*(0.142290771815376*log(x0*x1) + 1)**2 - 0.0232772576143816,29,27,6,25,5,27,6,25,5,6.0,4.0,saturated,saturated,0.0,1.0e-3,(2.326886317119297e-2) * (((-0.29487720453886) * ((x1) * (x1))) + ((((-7.02786264521437) - (Log(Abs((x1) * (x0))))) * ((-7.02786264521437) - (Log(Abs((x1) * (x0)))))) + (-1.0003607586331782))),(0.02326886317119297 * ((-0.29487720453886 * (x1 * x1)) + (((-7.02786264521437 - log(abs((x1 * x0)))) * (-7.02786264521437 - log(abs((x1 * x0))))) + -1.0003607586331782))),(2.326886317119297e-2) * (((-0.29487720453886) * ((x1) * (x1))) + ((((-7.02786264521437) - (Log(Abs((x1) * (x0))))) * ((-7.02786264521437) - (Log(Abs((x1) * (x0)))))) + (-1.0003607586331782))),(0.02326886317119297 * ((-0.29487720453886 * (x1 * x1)) + (((-7.02786264521437 - log(abs((x1 * x0)))) * (-7.02786264521437 - log(abs((x1 * x0))))) + -1.0003607586331782))),live_haskell
pagie,30,EPLEX,EPLEX,1,1,kept,plog(plog((((exp(-0.95)*exp((1.068/(-1.306))))/((((0.684^3)/(-0.404))^3)+((-0.084+(-1.077*(x1+exp(-1.751))))*(x1-(-0.422^2)))))/((-0.991^3)+(exp(-0.98)-(x0^2)))))),plog(plog(0.170714251278031/((x0**2 + 0.5979311721486)*((x1 + 0.178084)*(1.077*x1 + 0.270967476105117) + 0.497005071270832)))),30,29,9,22,6,23,6,20,5,10.0,4.0,saturated,saturated,0.0,1.0e-3,Log(Abs(Log(Abs(((0.1585090541114496) / ((((x1) + (0.178084)) * ((-0.2515946853343707) - (x1))) + (-0.46147174676957436))) / ((-0.9732422709999999) + ((0.37531109885139957) - ((x0)^(2)))))))),log(abs(log(abs(((0.1585090541114496 / (((x1 + 0.178084) * (-0.2515946853343707 - x1)) + -0.46147174676957436)) / (-0.9732422709999999 + (0.37531109885139957 - (x0 ** 2.0)))))))),Log(Abs(Log(Abs((0.1585090541114494) / ((((x0)^(2)) + (0.5979311721486)) * ((((x1) + (0.178084)) * ((x1) + (0.2515946853343705))) + (0.46147174676957475))))))),log(abs(log(abs((0.1585090541114494 / (((x0 ** 2.0) + 0.5979311721486) * (((x1 + 0.178084) * (x1 + 0.2515946853343705)) + 0.46147174676957475))))))),live_haskell
pagie,34,EPLEX,EPLEX,5,1,kept,(((-0.4*(-0.762-plog((x1*0.267))))+(exp(exp(((plog((exp(exp(((plog((x1*(0.227+0.13)))^3)+(-0.002+0.093))))*(0.527^2)))^3)+(0.311+0.106))))+plog(((0.644+plog((plog((0.423+exp(plog((x0^3)))))*0.362)))-exp((0.801+(1.795+plog(((x0-0.142)*x0)))))))))*0.203),0.0812*plog(0.267*x1) + 0.203*plog(plog(0.362*plog(exp(plog(x0**3)) + 0.423)) - 13.4099906492963*exp(plog(x0*(x0 - 0.142))) + 0.644) + 0.203*exp(1.51740251293508*exp(plog(0.277729*exp(1.09526900525847*exp(plog(0.357*x1)**3)))**3)) + 0.0618744,34,67,15,54,11,65,14,52,11,14.0,11.0,saturated,saturated,1.0e-3,0.0,((((0.5585066205818874) - (Log(Abs(x1)))) * (-0.4)) + ((Exp(Exp(((Log(Abs((Exp(Exp(((Log(Abs((x1) * (0.357))))^(3)) + (9.1e-2)))) * (0.277729))))^(3)) + (0.417)))) + (Log(Abs(((Log(Abs(Log(Abs((0.423) + (Abs((x0)^(3)))))))) + (-0.372111067156366)) - (Exp((Log(Abs((x0) * ((x0) - (0.142))))) + (2.596)))))))) * (0.203),((((0.5585066205818874 - log(abs(x1))) * -0.4) + (exp(exp(((log(abs((exp(exp(((log(abs((x1 * 0.357))) ** 3.0) + 0.091))) * 0.277729))) ** 3.0) + 0.417))) + log(abs(((log(abs(log(abs((0.423 + abs((x0 ** 3.0))))))) + -0.372111067156366) - exp((log(abs((x0 * (x0 - 0.142)))) + 2.596))))))) * 0.203),(8.12e-2) * ((Log(Abs(x1))) + (((2.5000000000000004) * ((Log(Abs((Log(Abs(Log(Abs((Abs((x0)^(3))) + (0.423)))))) + (((Abs((x0) * ((x0) - (0.142)))) * (-13.4099906492963)) + (-0.372111067156366))))) + (Exp((1.51740251293508) * (Exp((Log(Abs((0.277729) * (Exp((1.09526900525847) * (Exp((Log(Abs((x1) * (0.357))))^(3))))))))^(3))))))) + (-0.5585066205818873))),(0.0812 * (log(abs(x1)) + ((2.5000000000000004 * (log(abs((log(abs(log(abs((abs((x0 ** 3.0)) + 0.423))))) + ((abs((x0 * (x0 - 0.142))) * -13.4099906492963) + -0.372111067156366)))) + exp((1.51740251293508 * exp((log(abs((0.277729 * exp((1.09526900525847 * exp((log(abs((x1 * 0.357))) ** 3.0))))))) ** 3.0)))))) + -0.5585066205818873))),live_haskell
pagie,35,EPLEX,EPLEX,6,1,kept,exp((exp(((-0.389*0.915)-exp(plog((plog((((0.0+(1.054^3))+(((plog(x0)/x1)/x1)^2))-exp(plog((plog(0.529)*(-0.87/x0))))))*(-1.095/x0))))))-exp(plog(exp(plog(((plog((((plog(0.633)*(plog((0.694/x1))*0.694))*x0)*(1.042/x0)))/x1)*(0.135/x0)))))))),exp(-exp(plog(exp(plog(0.135*plog(0.723148*plog(0.633)*plog(0.694/x1))/(x0*x1))))) + 0.700518152435348*exp(-exp(plog(-1.095*plog(-exp(plog(-0.87*plog(0.529)/x0)) + 1.170905464 + plog(x0)**2/x1**4)/x0)))),35,71,12,44,7,71,14,43,7,11.0,7.0,saturated,saturated,1.0e-3,1.0e-3,Exp((Exp((-0.355935) - (Abs((Log(Abs(((1.170905464) + ((((Log(Abs(x0))) / (x1)) / (x1))^(2))) - (Abs((0.5539871569977387) / (x0)))))) * ((-1.095) / (x0)))))) - (Abs(Abs(((-1.1065901382945005) + (Log(Abs(Log(Abs((0.694) / (x1))))))) * (((0.135) / (x0)) / (x1)))))),exp((exp((-0.355935 - abs((log(abs(((1.170905464 + (((log(abs(x0)) / x1) / x1) ** 2.0)) - abs((0.5539871569977387 / x0))))) * (-1.095 / x0))))) - abs(abs(((-1.1065901382945005 + log(abs(log(abs((0.694 / x1)))))) * ((0.135 / x0) / x1)))))),Exp(((Abs(Abs((Log(Abs((-0.3306846296526577) * (Log(Abs((0.694) / (x1))))))) / ((x1) * (x0))))) * (-0.135)) + ((0.700518152435348) * (Exp((-1.095) * (Abs((Log(Abs(((1.170905464) - (Abs((-0.5539871569977387) / (x0)))) + (((Log(Abs(x0)))^(2)) / ((x1)^(4)))))) / (x0))))))),exp(((abs(abs((log(abs((-0.3306846296526577 * log(abs((0.694 / x1)))))) / (x1 * x0)))) * -0.135) + (0.700518152435348 * exp((-1.095 * abs((log(abs(((1.170905464 - abs((-0.5539871569977387 / x0))) + ((log(abs(x0)) ** 2.0) / (x1 ** 4.0))))) / x0))))))),live_haskell
pagie,36,EPLEX,EPLEX,7,1,kept,(plog(plog(plog(((((1.45+exp(((plog((x1/(((plog((plog((2.209/(plog(((2.1^2)/(((plog((0.42/x1))/((x0/x1)^3))/x1)^3)))/(0.306^3))))/(0.347^3)))/x0)/plog(((0.243/x1)^3)))^3)))-0.147)-0.43)))^2)/1.003)^3))))+0.671),plog(plog(plog(9.2109667451207*(0.387296954295987*exp(plog(x0**3*x1*plog(0.014348907/x1**3)**3/plog(23.933795483755*plog(0.063293628744/plog(4.41*x0**9/(x1**6*plog(0.42/x1)**3))))**3)) + 1)**6))) + 0.671,36,66,11,58,10,64,9,54,9,11.0,8.0,saturated,saturated,0.0,1.0e-3,(Log(Abs(Log(Abs(Log(Abs(((((1.45) + (Exp((Log(Abs((x1) / ((((Log(Abs((Log(Abs((2.209) / ((Log(Abs((4.41) / ((((Log(Abs((0.42) / (x1)))) / (((x0) / (x1))^(3))) / (x1))^(3))))) / (2.8652616e-2))))) / (4.178192299999999e-2)))) / (x0)) / (Log(Abs(((0.243) / (x1))^(3)))))^(3))))) + (-0.577))))^(2)) / (1.003))^(3)))))))) + (0.671),(log(abs(log(abs(log(abs(((((1.45 + exp((log(abs((x1 / (((log(abs((log(abs((2.209 / (log(abs((4.41 / (((log(abs((0.42 / x1))) / ((x0 / x1) ** 3.0)) / x1) ** 3.0)))) / 0.028652616)))) / 0.04178192299999999))) / x0) / log(abs(((0.243 / x1) ** 3.0)))) ** 3.0)))) + -0.577))) ** 2.0) / 1.003) ** 3.0))))))) + 0.671),(Log(Abs(Log(Abs(Log(Abs((9.2109667451207) * ((((0.387296954295987) * (Abs(((((x0)^(3)) * (x1)) * ((Log(Abs((1.4348907e-2) / ((x1)^(3)))))^(3))) / ((Log(Abs((23.933795483755) * (Log(Abs((6.3293628744e-2) / (Log(Abs(((4.41) * ((x0)^(9))) / (((x1)^(6)) * ((Log(Abs((0.42) / (x1))))^(3))))))))))))^(3))))) + (1.0))^(6))))))))) + (0.671),(log(abs(log(abs(log(abs((9.2109667451207 * (((0.387296954295987 * abs(((((x0 ** 3.0) * x1) * (log(abs((0.014348907 / (x1 ** 3.0)))) ** 3.0)) / (log(abs((23.933795483755 * log(abs((0.063293628744 / log(abs(((4.41 * (x0 ** 9.0)) / ((x1 ** 6.0) * (log(abs((0.42 / x1))) ** 3.0))))))))))) ** 3.0)))) + 1.0) ** 6.0)))))))) + 0.671),live_haskell
pagie,37,EPLEX,EPLEX,8,1,kept,((((0.987-(0.137^2))-(((1.318-exp(((-0.121*x1)^2)))*(plog((0.137*x1))+(((1.269-exp((0.109^2)))*(plog((x1*x1))+((1.092^2)^2)))^2)))^2))^2)+((0.003^2)+exp((plog(x0)-exp((exp(plog(plog(x0)))-1.092)))))),3.017599791376*((0.13360110193664*(0.703249523422628*plog(x1**2) + 1)**2 + plog(0.137*x1))**2*(0.758725341426404*exp(0.014641*x1**2) - 1)**2 - 0.557375869540689)**2 + exp(plog(x0) - 0.335544732704243*exp(exp(plog(plog(x0))))) + 9.0e-6,37,51,9,43,8,57,11,49,11,10.0,8.0,saturated,saturated,1.0e-3,1.0e-3,(((0.968231) - ((((1.318) - (Exp(((x1) * (-0.121))^(2)))) * ((Log(Abs((x1) * (0.137)))) + (((0.25704814057060354) * ((Log(Abs((x1) * (x1)))) + (1.4219703912960004)))^(2))))^(2)))^(2)) + ((9.0e-6) + (Exp((Log(Abs(x0))) - (Exp((Abs(Log(Abs(x0)))) - (1.092)))))),(((0.968231 - (((1.318 - exp(((x1 * -0.121) ** 2.0))) * (log(abs((x1 * 0.137))) + ((0.25704814057060354 * (log(abs((x1 * x1))) + 1.4219703912960004)) ** 2.0))) ** 2.0)) ** 2.0) + (9e-06 + exp((log(abs(x0)) - exp((abs(log(abs(x0))) - 1.092)))))),(Exp((Log(Abs(x0))) - ((0.335544732704243) * (Exp(Abs(Log(Abs(x0)))))))) + (((3.017599791376) * (((((((0.13360110193664) * ((((0.703249523422628) * (Log(Abs((x1)^(2))))) + (1.0))^(2))) + (Log(Abs((x1) * (0.137)))))^(2)) * ((((0.758725341426404) * (Exp(((x1)^(2)) * (1.4641e-2)))) - (1.0))^(2))) - (0.557375869540689))^(2))) + (9.0e-6)),(exp((log(abs(x0)) - (0.335544732704243 * exp(abs(log(abs(x0))))))) + ((3.017599791376 * ((((((0.13360110193664 * (((0.703249523422628 * log(abs((x1 ** 2.0)))) + 1.0) ** 2.0)) + log(abs((x1 * 0.137)))) ** 2.0) * (((0.758725341426404 * exp(((x1 ** 2.0) * 0.014641))) - 1.0) ** 2.0)) - 0.557375869540689) ** 2.0)) + 9e-06)),live_haskell
pagie,38,EPLEX,EPLEX,9,1,kept,plog(plog((((-0.382/(((-0.255*(-0.162-x0))^3)-x0))/(-0.821/(exp(plog((0.711^2)))/((-0.133/(0.697/(-0.352/((0.82^2)/(exp(plog((exp(plog((-0.666/(((plog(exp(plog(0.746)))^3)^3)-x0))))/(((-0.29*(0.717-x0))^3)-x0))))/(0.012-x1))))))-x1))))^2))),plog(plog(0.216491281687613*(x1 - 0.012)**2*exp(2*plog(0.505521))/((x0 - 0.016581375*(x0 + 0.162)**3)**2*(x1*(x1 - 0.012) + 0.099892716042323*exp(plog(-exp(plog(0.666/(x0 - plog(exp(plog(0.746)))**9)))/(x0 - 0.024389*(x0 - 0.717)**3))))**2))),38,83,21,50,14,71,13,46,10,14.0,8.0,saturated,saturated,0.0,1.0e-3,Log(Abs(Log(Abs((((0.382) / (((((-0.162) - (x0)) * (-0.255))^(3)) - (x0))) / ((0.821) / ((0.505521) / (((-0.133) / ((0.697) / ((-0.352) / ((0.6723999999999999) / ((Abs((Abs((0.666) / ((-1.5929585714187376e-5) - (x0)))) / (((((0.717) - (x0)) * (-0.29))^(3)) - (x0)))) / ((1.2e-2) - (x1))))))) - (x1)))))^(2))))),log(abs(log(abs((((0.382 / ((((-0.162 - x0) * -0.255) ** 3.0) - x0)) / (0.821 / (0.505521 / ((-0.133 / (0.697 / (-0.352 / (0.6723999999999999 / (abs((abs((0.666 / (-1.5929585714187376e-05 - x0))) / ((((0.717 - x0) * -0.29) ** 3.0) - x0))) / (0.012 - x1)))))) - x1)))) ** 2.0))))),Log(Abs(Log(Abs(((((x1) - (1.2e-2))^(2)) * (5.5324667754330335e-2)) / ((((x0) - ((1.6581375e-2) * (((x0) + (0.162))^(3))))^(2)) * ((((x1) * ((x1) - (1.2e-2))) + ((9.9892716042323e-2) * (Abs((Abs((0.666) / ((x0) - (-1.5929585714187373e-5)))) / ((x0) - ((2.4389e-2) * (((x0) - (0.717))^(3))))))))^(2))))))),log(abs(log(abs(((((x1 - 0.012) ** 2.0) * 0.055324667754330335) / (((x0 - (0.016581375 * ((x0 + 0.162) ** 3.0))) ** 2.0) * (((x1 * (x1 - 0.012)) + (0.099892716042323 * abs((abs((0.666 / (x0 - -1.5929585714187373e-05))) / (x0 - (0.024389 * ((x0 - 0.717) ** 3.0))))))) ** 2.0))))))),live_haskell
pagie,39,EPLEX,EPLEX,10,1,kept,(((0.811+1.148)-((-2.213/((1.216+1.047)+((x0^2)^2)))^2))-((plog(-0.414)/(((-1.148/(1.185+(x1^2)))^2)+(x1^2)))^2)),-(0.843881856540084*x1**2 + 1)**4*plog(-0.414)**2/(x1**2*(0.843881856540084*x1**2 + 1)**2 + 0.938527657604728)**2 + 1.959 - 0.956299040316772/(0.441891294741494*x0**4 + 1)**2,39,37,8,24,6,49,11,35,10,6.0,6.0,saturated,saturated,1.0e-3,0.0,((1.959) - (((-2.213) / ((2.263) + (((x0)^(2))^(2))))^(2))) - (((-0.8818893051568227) / (((x1)^(2)) + (((-1.148) / (((x1)^(2)) + (1.185)))^(2))))^(2)),((1.959 - ((-2.213 / (2.263 + ((x0 ** 2.0) ** 2.0))) ** 2.0)) - ((-0.8818893051568227 / ((x1 ** 2.0) + ((-1.148 / ((x1 ** 2.0) + 1.185)) ** 2.0))) ** 2.0)),((1.959) - ((((((0.843881856540084) * ((x1)^(2))) + (1.0))^(4)) * (0.7777287465499836)) / (((((x1)^(2)) * ((((0.843881856540084) * ((x1)^(2))) + (1.0))^(2))) + (0.938527657604728))^(2)))) - ((0.956299040316772) / (((1.0) + ((0.441891294741494) * ((x0)^(4))))^(2))),((1.959 - (((((0.843881856540084 * (x1 ** 2.0)) + 1.0) ** 4.0) * 0.7777287465499836) / ((((x1 ** 2.0) * (((0.843881856540084 * (x1 ** 2.0)) + 1.0) ** 2.0)) + 0.938527657604728) ** 2.0))) - (0.956299040316772 / ((1.0 + (0.441891294741494 * (x0 ** 4.0))) ** 2.0))),live_haskell
pagie,40,EPLEX,EPLEX,11,1,kept,((-0.54^2)+(0.847*(((-1.353/exp((x0^2)))+((exp(((-0.71/exp((((0.735*((((((-1.448/exp((x0^2)))/exp((x0^2)))^2)^2)^2)+exp((-1.433/(((-0.54/exp((x0^2)))^2)/((x0^2)^2))))))*0.015)+(plog(x1)*0.863))))^3))^2)*exp((0.121+(0.562*0.116)))))+(-0.904^2)))),-0.983781952 + 1.02034154131005*exp(-0.715822*exp(-2.589*plog(x1) - 0.033075*exp(-4.91426611796982*x0**4*exp(2*x0**2)) - 0.639217045938054*exp(-16*x0**2))) - 1.145991*exp(-x0**2),40,78,17,50,9,55,15,43,11,12.0,8.0,saturated,saturated,1.0e-3,0.0,(1.020341541310052) * ((((Exp(((-0.71) / (Exp(((((((((-1.448) / (Exp((x0)^(2)))) / (Exp((x0)^(2))))^(2))^(2))^(2)) + (Exp((-1.433) / ((((-0.54) / (Exp((x0)^(2))))^(2)) / (((x0)^(2))^(2)))))) * (1.1025e-2)) + ((Log(Abs(x1))) * (0.8629999999999999)))))^(3)))^(2)) + ((-1.1231445095615946) / (Exp((x0)^(2))))) + (-0.9641692631046739)),(1.020341541310052 * (((exp(((-0.71 / exp(((((((((-1.448 / exp((x0 ** 2.0))) / exp((x0 ** 2.0))) ** 2.0) ** 2.0) ** 2.0) + exp((-1.433 / (((-0.54 / exp((x0 ** 2.0))) ** 2.0) / ((x0 ** 2.0) ** 2.0))))) * 0.011025) + (log(abs(x1)) * 0.8629999999999999)))) ** 3.0)) ** 2.0) + (-1.1231445095615946 / exp((x0 ** 2.0)))) + -0.9641692631046739)),((1.02034154131005) * (Exp((Exp((((Log(Abs(x1))) * (-2.5890000000000004)) - ((3.307499999999999e-2) * (Exp(((x0)^(4)) * ((Exp((2.0) * ((x0)^(2)))) * (-4.91426611796982)))))) + ((Exp(((x0)^(2)) * (-16.0))) * (-0.6392170459380541)))) * (-0.715822)))) + ((-0.9837819520000001) + ((Exp(((x0)^(2)) * (-1.0))) * (-1.145991))),((1.02034154131005 * exp((exp((((log(abs(x1)) * -2.5890000000000004) - (0.03307499999999999 * exp(((x0 ** 4.0) * (exp((2.0 * (x0 ** 2.0))) * -4.91426611796982))))) + (exp(((x0 ** 2.0) * -16.0)) * -0.6392170459380541))) * -0.715822))) + (-0.9837819520000001 + (exp(((x0 ** 2.0) * -1.0)) * -1.145991))),live_haskell
