dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank
kotanchek,113,GOMEA,GOMEA,24,1,kept,0.014790+0.002199*((exp(((x0+x0)-(x0*x0)))*(((-8.382000+x1)-(0.249000-x1))*((x1*x1)*(-7.883000+x1))))),(0.002199*x1**2*(x1 - 7.883)*(2*x1 - 8.631) + 0.01479*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),113,28.0,5.0,26.0,4.0,31.0,7.0,29.0,6.0,5.0,4.0
kotanchek,114,GOMEA,GOMEA,25,1,kept,0.010559+0.013455*(((((4.203000-x1)+exp(-3.785000))*((x1*x1)+(x1+x1)))*exp(((x0+x0)-(x0*x0))))),(-0.013455*x1*(x1 - 4.22570886277673)*(x1 + 2) + 0.010559*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),114,26.0,4.0,26.0,4.0,29.0,7.0,27.0,6.0,4.0,3.0
kotanchek,115,GOMEA,GOMEA,26,1,kept,-0.002850-0.007989*((exp(((x0+x0)-(x0*x0)))*((0.141000+exp(x1))-((5.595000-x1)+(x1*16.435000))))),(0.123310215*x1 - 0.007989*exp(x1) - 0.00285*exp(x0*(x0 - 2)) + 0.043572006)*exp(x0*(2 - x0)),115,25.0,5.0,21.0,4.0,26.0,6.0,26.0,6.0,5.0,4.0
kotanchek,116,GOMEA,GOMEA,27,1,kept,0.013200-0.015123*(((((-5.053000*x1)*(5.158000-x1))*(exp(x0)*(x1*x1)))*exp(((x0-x1)-(x0*x0))))),(x1**3*(0.394156405002 - 0.076416519*x1)*exp(x0) + 0.0132*exp(x0**2 - x0 + x1))*exp(-x0**2 + x0 - x1),116,29.0,5.0,25.0,3.0,34.0,4.0,29.0,3.0,4.0,3.0
kotanchek,117,GOMEA,GOMEA,28,1,kept,-0.002065-0.007572*((exp(((x0+x0)-(x0*x0)))*(((x1+2.326000)-(7.014000-x1))+(exp(x1)-(18.337000*x1))))),(0.123703764*x1 - 0.007572*exp(x1) - 0.002065*exp(x0*(x0 - 2)) + 0.035497536)*exp(x0*(2 - x0)),117,27.0,5.0,23.0,4.0,26.0,6.0,26.0,6.0,5.0,4.0
kotanchek,118,GOMEA,GOMEA,29,1,kept,0.000258-0.008126*((exp(((x0+x0)-(x0*x0)))*(((1.637000-17.444000)*(-1.529000+x1))-((20.873000+7.266000)-exp(x1))))),(0.128447682*x1 - 0.008126*exp(x1) + 0.000258*exp(x0*(x0 - 2)) + 0.0322610082220001)*exp(x0*(2 - x0)),118,23.0,5.0,21.0,4.0,26.0,6.0,26.0,6.0,5.0,4.0
kotanchek,119,GOMEA,GOMEA,30,1,kept,0.004369-0.000167*((exp(((x0+x0)-(x0*x0)))*(((x1*(-8.637000))*(4.502000-x1))*((11.197000-x1)*(1.581000+x1))))),(0.001442379*x1*(x1 - 11.197)*(x1 - 4.502)*(x1 + 1.581) + 0.004369*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),119,28.0,6.0,26.0,5.0,28.0,6.0,26.0,5.0,6.0,5.0
kotanchek,120,Operon,Operon,1,1,kept,((-0.0000644577157800) + (1.0001556873321533 * ((((-0.0006379182450473) - (0.0003036445996258 * x1)) + (((1.0098193883895874 * x1) * ((-2.1118876934051514) * x1)) * (0.0005665634525940 * x1))) * (exp((1.9995476007461548 * x0)) * ((((2.9050014019012451 * x1) * ((-1.6316955089569092) * x1)) + ((-83.5919265747070312) - ((-39.5477447509765625) * x1))) / exp(((0.0681112110614777 * x0) * (14.6775512695312500 * x0)))))))),(1.0001556873321533*(4.7400777409957869*x1**2 - 39.5477447509765625*x1 + 83.5919265747070312)*(0.0012082674617850116*x1**3 + 0.0003036445996258*x1 + 0.0006379182450473)*exp(1.9995476007461548*x0) - 6.445771578e-5*exp(0.999705792384702974*x0**2))*exp(-0.999705792384702974*x0**2),120,49.0,14.0,33.0,8.0,48.0,12.0,38.0,9.0,14.0,8.0
kotanchek,121,Operon,Operon,2,1,kept,(0.0019190539605916 + (0.9954085946083069 * ((exp((3.0602750778198242 * x0)) / exp(((exp(((0.4211926460266113 * x0) + 1.6726008653640747)) - ((1.3422309160232544 * x1) - exp(((-1.2979059219360352) * x0)))) + ((0.0003775433578994 * x1) * (1131.5198974609375000 * x1))))) * ((((-0.0027062874287367) * x1) * ((-6793.8808593750000000) * x1)) + (((-24.5153598785400391) * x1) - (-29.1849021911621094)))))),(18.30177589013476524*x1**2 - 24.4027999230144136*x1 + 29.0509024738855719)*exp(3.0602750778198242*x0 + ((-0.42719782161738710485*x1**2 + 1.3422309160232544*x1 - 5.3260020130810325*exp(0.4211926460266113*x0))*exp(1.2979059219360352*x0) - 1)*exp(-1.2979059219360352*x0)) + 0.0019190539605916,121,47.0,13.0,37.0,10.0,51.0,14.0,45.0,12.0,13.0,10.0
kotanchek,122,Operon,Operon,3,1,kept,((-0.0000014371197494) + (1.0000287294387817 * ((((((0.0082893725484610 * x1) - (-0.0444908216595650)) / exp(log((exp((0.3769945502281189 * x1)) + ((-0.9402246475219727) * x1))))) - (exp((0.0002179348812206 * x1)) + (-1.0048899650573730))) / exp(((0.3332124650478363 * x0) * (3.0010888576507568 * x0)))) / exp(((-2.0000004768371582) * x0))))),((-1.351215409826481e-6*x1 + 1.4371197494e-6*exp(0.3769945502281189*x1))*exp(1.0000002160854038*x0**2) - (0.00828961069748217*x1 + 1.0000287294387817*(0.9402246475219727*x1 - exp(0.3769945502281189*x1))*(exp(0.0002179348812206*x1) - 1.004889965057373) + 0.044492099855902216)*exp(2.0000004768371582*x0))*exp(-1.0000002160854038*x0**2)/(0.9402246475219727*x1 - exp(0.3769945502281189*x1)),122,41.0,11.0,37.0,10.0,66.0,17.0,60.0,15.0,11.0,10.0
kotanchek,123,Operon,Operon,4,1,kept,(0.0000182324292837 + (0.9999566078186035 * ((((exp(((-1.0928704738616943) * x0)) + (2.6822447776794434 * x0)) / (7.4495120048522949 - ((((-3.5652680397033691) * x1) - (-17.8263320922851562)) * (0.2804658412933350 * x1)))) / (exp(exp((0.5965437889099121 * x0))) + ((-1.4266524314880371) * x0))) / (exp((0.4577265381813049 * x0)) + ((-0.9410613179206848) * x0))))),1.82324292837e-5 + 0.9999566078186035*(2.6822447776794434*x0 + exp(-1.0928704738616943*x0))/((0.9410613179206848*x0 - exp(0.4577265381813049*x0))*(1.4266524314880371*x0 - exp(exp(0.5965437889099121*x0)))*(0.280465841293335*x1*(3.5652680397033691*x1 - 17.8263320922851562) + 7.4495120048522949)),123,43.0,12.0,39.0,10.0,45.0,13.0,39.0,10.0,12.0,10.0
kotanchek,124,Operon,Operon,5,1,kept,(0.0000468041762360 + (0.9997506737709045 * (exp(((-0.0447766110301018) * x0)) - (0.8708053827285767 + ((((4.6947760581970215 * x1) - exp((0.6812457442283630 * x1))) * ((-2.2019169330596924) * x1)) * (((exp(((-5.3575110435485840) * x0)) + (15.1773414611816406 * x0)) * exp(((-2.3313734531402588) * x0))) * ((((-0.0015166908269748) * x1) * (4.4051661491394043 * x0)) - ((-0.0298569388687611) * x0)))))))),(-2.2013679374139911*x0*x1*(0.0066812750896996385*x1 - 0.0298569388687611)*(4.6947760581970215*x1 - exp(0.681245744228363*x1))*(15.1773414611816406*x0*exp(5.357511043548584*x0) + 1)*exp(0.0447766110301018*x0) + 0.9997506737709045*exp(7.6888844966888428*x0) - 0.8705414639299889*exp(7.7336611077189446*x0))*exp(-7.7336611077189446*x0),124,49.0,13.0,41.0,10.0,59.0,16.0,53.0,13.0,13.0,10.0
kotanchek,125,Operon,Operon,6,1,kept,(0.0015015223762020 + (0.9966979622840881 * ((exp(1.7057397365570068) + ((2.2468583583831787 * x1) + (((2.7354996204376221 * x1) + ((-5.6414661407470703) * exp((0.1865983307361603 * x1)))) / exp(((-0.6834985017776489) * x1))))) * (((0.0036516967229545 * x1) - exp((1.9130901098251343 * x0))) / (exp(exp((0.7873576283454895 * x0))) + ((-2.2153601646423340) * x0)))))),(0.0033264128585570114*x0 - 0.9966979622840881*(0.0036516967229545*x1 - exp(1.9130901098251343*x0))*(2.2468583583831787*x1 + (2.7354996204376221*x1 - 5.6414661407470703*exp(0.1865983307361603*x1))*exp(0.6834985017776489*x1) + 5.5054567488820503) - 0.001501522376202*exp(exp(0.7873576283454895*x0)))/(2.215360164642334*x0 - exp(exp(0.7873576283454895*x0))),125,44.0,12.0,42.0,11.0,54.0,14.0,52.0,13.0,12.0,11.0
kotanchek,126,Operon,Operon,7,1,kept,((-0.0000124719463201) + (0.9946426749229431 * (exp(((exp(exp(((1.1653105020523071 * x1) - exp((0.4197142422199249 * x1))))) - ((0.9311969876289368 * x0) * (1.0738922357559204 * x0))) - (((-1.9999958276748657) * x0) - (-5.5033035278320312)))) * (exp((0.2837287485599518 * x1)) - ((-2.8964312076568604) - (((-0.2071333527565002) * x1) - exp(((-0.6339063644409180) * x1)))))))),(((-0.00083919477106758292*x1 + 0.0040514709963398087*exp(0.2837287485599518*x1) + 0.011734807030715255)*exp(0.633906364440918*x1) - 0.0040514709963398087)*exp(-1.0000052149740171*x0**2 + 1.9999958276748657*x0 + exp(exp(1.1653105020523071*x1 - exp(0.4197142422199249*x1)))) - 1.24719463201e-5*exp(0.633906364440918*x1))*exp(-0.633906364440918*x1),126,45.0,12.0,41.0,11.0,59.0,16.0,52.0,13.0,12.0,10.0
kotanchek,127,Operon,Operon,8,1,kept,((-0.0148077905178070) + (1.0382655858993530 * (((((0.0000003963598942 * x0) * (1793.5753173828125000 * x0)) + (0.0000325083929056 * x1)) * ((((68.1199569702148438 * x0) + 50.2617149353027344) + ((0.1230096146464348 * x1) * (355.7100830078125000 * x0))) * (exp(((-2.7948594093322754) * x0)) * (exp(((-3.0556442737579346) * x1)) + (2.6853957176208496 * x1))))) * (((-5.3364686965942383) * x1) + 22.9583053588867188)))),(-1.038265585899353*(0.00071090132303758300646*x0**2 + 3.25083929056e-5*x1)*(5.3364686965942383*x1 - 22.9583053588867188)*(2.6853957176208496*x1*exp(3.0556442737579346*x1) + 1)*(43.75576023664235082*x0*x1 + 68.1199569702148438*x0 + 50.2617149353027344) - 0.014807790517807*exp(2.7948594093322754*x0 + 3.0556442737579346*x1))*exp(-2.7948594093322754*x0 - 3.0556442737579346*x1),127,49.0,14.0,39.0,10.0,64.0,18.0,51.0,13.0,14.0,9.0
kotanchek,128,Operon,Operon,9,1,kept,(0.0000034507245346 + (0.9999927282333374 * exp(((((2.4630110263824463 * x0) * (((-0.4060201048851013) * x0) + 0.8120366930961609)) - ((((-0.8767948746681213) * x1) / (((-0.3692416250705719) * x1) + exp((0.4968747496604919 * x1)))) + (0.7100588083267212 * x1))) - exp(((1.4052648544311523 - exp((0.1799458712339401 * x1))) * exp(exp((0.2937204837799072 * x1))))))))),0.9999927282333374*exp(-2.4630110263824463*x0*(0.4060201048851013*x0 - 0.8120366930961609) - 0.7100588083267212*x1 - 0.8767948746681213*x1/(0.3692416250705719*x1 - exp(0.4968747496604919*x1)) - exp(-(exp(0.1799458712339401*x1) - 1.4052648544311523)*exp(exp(0.2937204837799072*x1)))) + 3.4507245346e-6,128,45.0,12.0,41.0,11.0,49.0,14.0,41.0,11.0,12.0,11.0
kotanchek,129,Operon,Operon,10,1,kept,((-0.0019379730802029) + (1.0046592950820923 * ((((996.6720581054687500 + ((-386.7166748046875000) * x0)) + exp((1.7618920803070068 * x0))) - (((1074.8041992187500000 * x0) + 882.8044433593750000) * exp(((-1.9537824392318726) * x0)))) / (((((-15.7029571533203125) * x1) * ((-22.8576602935791016) * x1)) + 2638.8918457031250000) + (exp((2.8161077499389648 * x0)) - (1794.9840087890625000 * x1)))))),(-1079.8120291383820754*x0 + (-388.518501905768068*x0 + 1.0046592950820923*exp(1.7618920803070068*x0) + 1001.315847324258372)*exp(1.9537824392318726*x0) + (-0.695602220697333891*x1**2 + 3.4786306884278888622*x1 - 0.0019379730802029*exp(2.8161077499389648*x0) - 5.1141013585396011999)*exp(1.9537824392318726*x0) - 886.917689760768567)*exp(-1.9537824392318726*x0)/(358.932860215223628*x1**2 - 1794.9840087890625*x1 + exp(2.8161077499389648*x0) + 2638.891845703125),129,44.0,13.0,40.0,12.0,77.0,22.0,60.0,16.0,13.0,12.0
kotanchek,130,Operon,Operon,11,1,kept,(0.0006644097738899 + (0.9983761310577393 * ((((exp((0.3564732372760773 * x1)) * ((2.8750302791595459 * x1) + (-16.9938793182373047))) + (8.4957685470581055 + 8.5495948791503906)) + (3.2266986370086670 * x1)) / exp((((((-0.4841774106025696) * x0) + 0.9682721495628357) * ((-2.0647206306457520) * x0)) + ((0.0918822064995766 * x1) * ((3.7386786937713623 * x1) + (-3.2311415672302246)))))))),(3.2214589013059937*x1 + (2.8703616067811596*x1 - 16.9662834854038927)*exp(0.3564732372760773*x1) + 0.0006644097738899*exp(2.064720630645752*x0*(0.4841774106025696*x0 - 0.9682721495628357) + 0.0918822064995766*x1*(3.7386786937713623*x1 - 3.2311415672302246)) + 17.01768398993113)*exp(-2.064720630645752*x0*(0.4841774106025696*x0 - 0.9682721495628357) - 0.0918822064995766*x1*(3.7386786937713623*x1 - 3.2311415672302246)),130,41.0,13.0,37.0,11.0,62.0,19.0,52.0,14.0,13.0,10.0
kotanchek,131,Operon,Operon,12,1,kept,((-0.0007296766270883) + (1.0011714696884155 * (((((-796.1662597656250000) * x0) - (-3327.3220214843750000)) + ((((-416.2025756835937500) * x0) + 5066.6352539062500000) / ((1.3030259609222412 * x0) - exp((0.6703483462333679 * x0))))) / (((-34525.6953125000000000) - exp((2.9498600959777832 * x0))) - ((((-0.1925518661737442) * x0) + ((-19.2132587432861328) * x1)) * (((-239.9505157470703125) * x1) + 1202.1625976562500000)))))),1.0011714696884155*(796.166259765625*x0 - 3327.322021484375 + (416.20257568359375*x0 - 5066.63525390625)/(1.3030259609222412*x0 - exp(0.6703483462333679*x0)))/((0.1925518661737442*x0 + 19.2132587432861328*x1)*(239.9505157470703125*x1 - 1202.16259765625) + exp(2.9498600959777832*x0) + 34525.6953125) - 0.0007296766270883,131,45.0,14.0,41.0,12.0,45.0,14.0,41.0,12.0,14.0,12.0
kotanchek,132,Operon,Operon,13,1,kept,(0.0036648171953857 + (0.9917431473731995 * (((0.7433260083198547 * x1) / ((exp(exp((0.5352578163146973 * x0))) * (exp((2.5961806774139404 * x1)) - (1.9263886213302612 - (297.5476074218750000 * x1)))) * exp(((-1.0667701959609985) * x1)))) / exp(((exp(((-0.1313982456922531) * x0)) * ((-6.9308919906616211) * x0)) - (((-4.3688435554504395) * x0) + 3.7469267845153809)))))),(31.249866299263655*x1*exp(x0*(6.9308919906616211 - 4.3688435554504395*exp(0.1313982456922531*x0))*exp(-0.1313982456922531*x0) + 1.0667701959609985*x1) + (1.090457588125561273*x1 + 0.0036648171953857*exp(2.5961806774139404*x1) - 0.0070598621444464934)*exp(exp(0.5352578163146973*x0)))*exp(-exp(0.5352578163146973*x0))/(297.547607421875*x1 + exp(2.5961806774139404*x1) - 1.9263886213302612),132,45.0,12.0,41.0,11.0,64.0,17.0,62.0,16.0,12.0,10.0
kotanchek,133,Operon,Operon,14,1,kept,((-0.0022257824894041) + (1.0057435035705566 * (((exp(((((-0.7701046466827393) * x1) - (-3.8445262908935547)) * (1.3931946754455566 * x1))) + (((15.1122426986694336 * x1) - (-13.2947568893432617)) * (((-2.5437910556793213) * x1) - (-15.1461124420166016)))) / (exp((2.8625166416168213 * x0)) + (((-3.6063053607940674) * x0) + 62.3201675415039062))) * ((0.0344910286366940 * x0) + 0.0158514883369207)))),-1.0057435035705566*(0.034491028636694*x0 + 0.0158514883369207)*((2.5437910556793213*x1 - 15.1461124420166016)*(15.1122426986694336*x1 + 13.2947568893432617) - exp(-1.3931946754455566*x1*(0.7701046466827393*x1 - 3.8445262908935547)))/(-3.6063053607940674*x0 + exp(2.8625166416168213*x0) + 62.3201675415039062) - 0.0022257824894041,133,43.0,14.0,37.0,11.0,49.0,17.0,37.0,11.0,14.0,11.0
kotanchek,134,Operon,Operon,15,1,kept,(0.0003700088418555 + (0.9992044568061829 * (((exp((0.1231540888547897 * x1)) * (((((-2.6712670326232910) * x0) - 1.5445685386657715) * ((1.0232990980148315 * x0) - exp(((-4.9796590805053711) * x0)))) - (((-10.8486871719360352) * x0) - 0.5861128568649292))) / (exp((2.4178924560546875 * x0)) - (-42.5792884826660156))) / (exp((0.3763327002525330 * x1)) - (0.9377985596656799 * x1))))),0.0003700088418555 - 0.9992044568061829*(10.8486871719360352*x0 - (1.0232990980148315*x0 - exp(-4.9796590805053711*x0))*(2.671267032623291*x0 + 1.5445685386657715) + 0.5861128568649292)*exp(0.1231540888547897*x1)/((0.9377985596656799*x1 - exp(0.376332700252533*x1))*(exp(2.4178924560546875*x0) + 42.5792884826660156)),134,45.0,13.0,43.0,12.0,47.0,14.0,43.0,12.0,13.0,12.0
kotanchek,135,Operon,Operon,16,1,kept,((-0.0158226937055588) + (1.0497971773147583 * (((exp(((-0.3585180342197418) * x1)) - ((((exp((1.7362647056579590 * x1)) - (-7144.3906250000000000)) + ((-3211.7934570312500000) * x1)) / (exp((3.3592488765716553 * x1)) - (-8749.7304687500000000))) - (-252.0166625976562500))) - (-251.8914642333984375)) / (exp((0.7833101749420166 * x0)) + log(exp(((-1.7847769260406494) * x0))))))),-0.0158226937055588 - 1.0497971773147583*(0.1251983642578125 - exp(-0.3585180342197418*x1) + (-3211.79345703125*x1 + exp(1.736264705657959*x1) + 7144.390625)/(exp(3.3592488765716553*x1) + 8749.73046875))/(exp(0.7833101749420166*x0) + log(exp(-1.7847769260406494*x0))),135,41.0,12.0,37.0,11.0,45.0,14.0,37.0,11.0,12.0,11.0
kotanchek,136,Operon,Operon,17,1,kept,((-0.0000000143612136) + (1.0000000000000000 * (((0.0493797957897186 - (0.0001029339036904 * x0)) / (exp(((-0.0000001355219865) * x0)) + (((-0.0032123271375895) * x1) * (((-41.7853355407714844) * x1) + 208.9266815185546875)))) / exp((((-1.8152447938919067) * x0) * (1.1029279232025146 - (0.5508886575698853 * x0))))))),-1.0*(0.0001029339036904*x0 - 0.0493797957897186)*exp(-1.8152447938919067*x0*(0.5508886575698853*x0 - 1.1029279232025146))/(0.0032123271375895*x1*(41.7853355407714844*x1 - 208.9266815185546875) + exp(-1.355219865e-7*x0)) - 1.43612136e-8,136,33.0,10.0,29.0,8.0,39.0,13.0,29.0,8.0,11.0,8.0
kotanchek,137,Operon,Operon,18,1,kept,((-0.0000026597272154) + (1.0000067949295044 * ((exp(((1.3812974691390991 * x0) * (((-0.7240105271339417) * x0) + 1.4479488134384155))) * (((-0.0016091535799205) * x1) - (-0.0074326260946691))) * (exp((1.1061540842056274 * x1)) - ((((-4.3172826766967773) * x1) + (-5.3209042549133301)) - exp((((3.6427340507507324 * x1) - 0.0311711747199297) - exp((0.6457238197326660 * x1))))))))),(-1.0000067949295044*(0.0016091535799205*x1 - 0.0074326260946691)*(4.3172826766967773*x1 + exp(1.1061540842056274*x1) + 0.969309637568713*exp(3.6427340507507324*x1 - exp(0.645723819732666*x1)) + 5.3209042549133301) - 2.6597272154e-6*exp(1.3812974691390991*x0*(0.7240105271339417*x0 - 1.4479488134384155)))*exp(-1.3812974691390991*x0*(0.7240105271339417*x0 - 1.4479488134384155)),137,43.0,13.0,39.0,11.0,58.0,18.0,48.0,13.0,13.0,11.0
kotanchek,138,Operon,Operon,19,1,kept,(0.0034536698367447 + (0.9867714047431946 * ((((((-0.6941707730293274) * x1) + exp((0.2583339512348175 * x1))) * (((-0.6002479791641235) * x1) + exp((0.2208170741796494 * x1)))) * (exp(((-0.8911798000335693) * x0)) - (0.7564386129379272 + ((-1.2858601808547974) * x0)))) / exp(((((-2.1546506881713867) * x1) + exp((0.6885151863098145 * x0))) + exp(((-1.0648982524871826) * x0))))))),(0.9867714047431946*(0.6002479791641235*x1 - exp(0.2208170741796494*x1))*(0.6941707730293274*x1 - exp(0.2583339512348175*x1))*((1.2858601808547974*x0 - 0.7564386129379272)*exp(0.8911798000335693*x0) + 1)*exp(((2.1546506881713867*x1 - exp(0.6885151863098145*x0))*exp(1.0648982524871826*x0) - 1)*exp(-1.0648982524871826*x0)) + 0.0034536698367447*exp(0.8911798000335693*x0))*exp(-0.8911798000335693*x0),138,47.0,12.0,47.0,12.0,70.0,19.0,64.0,16.0,12.0,12.0
kotanchek,139,Operon,Operon,20,1,kept,(0.0004888178664260 + (0.9988220334053040 * (exp((((((-5.1766362190246582) - (0.0070227989926934 * x0)) + (1.1790944337844849 * x1)) * ((-0.3277454376220703) * x1)) + (exp(((6.3319468498229980 * x1) * ((-0.0836486071348190) * x1))) * ((-1.0949771404266357) * x1)))) / (6.3024258613586426 / (0.0139735620468855 + exp(((2.2476174831390381 * x0) - exp((0.8711588978767395 * x0))))))))),(0.15848215518555634*exp(2.2476174831390381*x0 - exp(0.8711588978767395*x0)) + 0.0022145602288095083)*exp(-x1*(0.3277454376220703*(-0.0070227989926934*x0 + 1.1790944337844849*x1 - 5.1766362190246582)*exp(0.52965853443939874*x1**2) + 1.0949771404266357)*exp(-0.52965853443939874*x1**2)) + 0.000488817866426,139,45.0,13.0,39.0,11.0,52.0,15.0,42.0,11.0,13.0,10.0
kotanchek,140,Operon,Operon,21,1,kept,(0.0000354178737325 + (0.9998701810836792 * (((21.8554801940917969 * x1) - ((21.8578433990478516 * x1) - 0.0542484000325203)) * exp(((((-1.2365419864654541) - ((-0.6182689070701599) * x0)) * ((-1.6172654628753662) * x0)) - (exp(((((-0.0128339584916830) * x1) - (0.0000608815898886 * x1)) - ((((-1.6681232452392578) * x1) - (-6.2428498268127441)) * ((-0.1763334870338440) * x1)))) * ((-0.3036648035049438) * x1))))))),(-0.00236289816734826241*x1 + 3.54178737325e-5*exp(1.6172654628753662*x0*(0.6182689070701599*x0 - 1.2365419864654541) - 0.3036648035049438*x1*exp(x1*(1.0879286389089487 - 0.29414598863525044*x1))) + 0.05424135756401594)*exp(-1.6172654628753662*x0*(0.6182689070701599*x0 - 1.2365419864654541) + 0.3036648035049438*x1*exp(x1*(1.0879286389089487 - 0.29414598863525044*x1))),140,47.0,14.0,29.0,8.0,59.0,17.0,51.0,13.0,14.0,8.0
kotanchek,141,Operon,Operon,22,1,kept,(0.0000054139832173 + (0.9996626973152161 * (exp(((((-0.1160286292433739) * x0) * ((-17.2363529205322266) + (8.6183118820190430 * x0))) + exp((exp((((1.4520825147628784 * x1) + (-7.2530150413513184)) * ((-0.1153997406363487) * x1))) + (-2.4340145587921143))))) * (exp((((1.4263883829116821 * x1) + (-7.1799330711364746)) * ((-0.0031533578876406) * x1))) + (-0.9611204862594604))))),-0.9607962977390443*exp(-0.99997091406255149*x0**2 + 1.99991040252437864*x0 + 0.087684112024531059*exp(exp(-0.16756994558621315*x1**2 + 0.83699605460347808*x1))) + 0.9996626973152161*exp(-0.99997091406255149*x0**2 + 1.99991040252437864*x0 - 0.0044979130580934735*x1**2 + 0.022640898582599801*x1 + 0.087684112024531059*exp(exp(-0.16756994558621315*x1**2 + 0.83699605460347808*x1))) + 5.4139832173e-6,141,41.0,13.0,35.0,10.0,75.0,20.0,60.0,15.0,13.0,10.0
kotanchek,142,Operon,Operon,23,1,kept,(0.0008338154293597 + (0.9979702830314636 * ((exp(exp(exp(((0.0654336437582970 + ((-0.0385530032217503) * x1)) * ((-17.4296455383300781) + (5.2765936851501465 * x1)))))) * (exp(((-0.6076733469963074) * x0)) + ((-0.9865196943283081) + (0.7046096920967102 * x0)))) * exp((exp(((-4.4563603401184082) * x0)) - exp((0.6908147931098938 * x0))))))),(((0.7031795338484663*x0 - 0.9845173385649346)*exp(0.6076733469963074*x0) + 0.9979702830314636)*exp((1 - exp(5.147175133228302*x0))*exp(-4.4563603401184082*x0) + exp(exp(-(0.0385530032217503*x1 - 0.065433643758297)*(5.2765936851501465*x1 - 17.4296455383300781)))) + 0.0008338154293597*exp(0.6076733469963074*x0))*exp(-0.6076733469963074*x0),142,40.0,11.0,38.0,10.0,57.0,17.0,49.0,13.0,11.0,10.0
kotanchek,143,Operon,Operon,24,1,kept,(0.0000109874044938 + (0.9998849630355835 * (exp(((227.2529296875000000 * x0) * ((-0.0044004078954458) * x0))) * (((exp((0.0044344896450639 * x1)) - 0.9905131459236145) * exp(((1.9999943971633911 * x0) - (0.0865126922726631 * x1)))) * (exp(((-0.2363450229167938) * x1)) + exp(exp(exp(((1.1673830747604370 * x1) - exp((0.4206682443618774 * x1))))))))))),(0.9998849630355835*(exp(0.0044344896450639*x1) - 0.9905131459236145)*(exp(0.2363450229167938*x1 + exp(exp(1.167383074760437*x1 - exp(0.4206682443618774*x1)))) + 1)*exp(1.9999943971633911*x0 - 0.0865126922726631*x1) + 1.09874044938e-5*exp(1.000005586060064296*x0**2 + 0.2363450229167938*x1))*exp(-1.000005586060064296*x0**2 - 0.2363450229167938*x1),143,45.0,11.0,43.0,10.0,61.0,15.0,57.0,14.0,11.0,10.0
kotanchek,144,Operon,Operon,25,1,kept,((-0.0021912427619100) + (1.0060203075408936 * ((((-1.9571648836135864) + ((-0.1280445605516434) * x1)) + (((-4.9479722976684570) * x0) + (((exp(((-25.1299152374267578) * x0)) - ((-1013.9223632812500000) + ((-2498.2419433593750000) * x0))) / ((-763.4477539062500000) - exp((2.6487932205200195 * x1)))) / exp(((-1.3105899095535278) * x1))))) / ((-64.6880645751953125) - exp((2.9050159454345703 * x0)))))),-0.00219124276191 + 1.0060203075408936*(4.947972297668457*x0 + 0.1280445605516434*x1 + 1.9571648836135864 + (2498.241943359375*x0 + 1013.92236328125 + exp(-25.1299152374267578*x0))*exp(1.3105899095535278*x1)/(exp(2.6487932205200195*x1) + 763.44775390625))/(exp(2.9050159454345703*x0) + 64.6880645751953125),144,43.0,13.0,43.0,13.0,45.0,14.0,43.0,13.0,13.0,13.0
kotanchek,145,Operon,Operon,26,1,kept,((-0.0000017344426624) + (1.0000044107437134 * (exp((exp(((1.8745909929275513 - (0.6161273121833801 * x1)) * ((-0.4286146163940430) - (1.4141622781753540 - (0.9453756809234619 * x1))))) - (((0.6846604943275452 * x0) - 1.3692940473556519) * (1.4605207443237305 * x0)))) * ((1.0031132698059082 - ((-0.9088089466094971) * x1)) * (0.0477729775011539 - (0.0077679147943854 * x1)))))),(-1.0000044107437134*(0.0077679147943854*x1 - 0.0477729775011539)*(0.9088089466094971*x1 + 1.0031132698059082) - 1.7344426624e-6*exp(1.4605207443237305*x0*(0.6846604943275452*x0 - 1.3692940473556519) - exp((1.8745909929275513 - 0.6161273121833801*x1)*(0.9453756809234619*x1 - 1.842776894569397))))*exp(-1.4605207443237305*x0*(0.6846604943275452*x0 - 1.3692940473556519) + exp((1.8745909929275513 - 0.6161273121833801*x1)*(0.9453756809234619*x1 - 1.842776894569397))),145,41.0,14.0,31.0,9.0,67.0,22.0,51.0,14.0,14.0,9.0
